dur			I	Active	L	Dii		Dii
dus			I	Active	L	Dumi		Dumi
dut	nl	dut	I	Active	L	Dutch		Dutch
duu			I	Active	L	Drung		Drung
duv			I	Active	L	Duvle		Duvle
duw			I	Active	L	Dusun Witu		Dusun Witu
dux			I	Active	L	Duungooma		Duungooma
duy			I	Active	E	Agta, Dicamay	Agta, Dicamay	Dicamay Agta
duz			I	Active	E	Duli		Duli
dva			I	Active	L	Duau		Duau
dwa			I	Active	L	Diri		Diri
dwl			I	Retired	L	Walo Kumbe Dogon		Walo Kumbe Dogon
dwr			I	Active	L	Dawro		Dawro
dws			I	Active	C	Dutton World Speedwords		Dutton World Speedwords
dww			I	Active	L	Dawawa		Dawawa
dya			I	Active	L	Dyan		Dyan
dyb			I	Active	E	Dyaberdyaber		Dyaberdyaber
dyd			I	Active	E	Dyugun		Dyugun
dyg			I	Active	E	Agta, Villa Viciosa	Agta, Villa Viciosa	Villa Viciosa Agta
dyi			I	Active	L	Senoufo, Djimini	Senoufo, Djimini	Djimini Senoufo
dyk			I	Retired	L	Dayak, Land	Dayak, Land	Land Dayak
dym			I	Active	L	Dogon, Yanda Dom	Dogon, Yanda Dom	Yanda Dom Dogon
dyn			I	Active	L	Dyangadi		Dyangadi
dyo			I	Active	L	Jola-Fonyi		Jola-Fonyi
dyu		dyu	I	Active	L	Dyula		Dyula
dyy			I	Active	L	Dyaabugay		Dyaabugay
dza			I	Active	L	Tunzu		Tunzu
dzd			I	Active	L	Daza		Daza
dzg			I	Active	L	Dazaga		Dazaga
dzl			I	Active	L	Dzalakha		Dzalakha
dzn			I	Active	L	Dzando		Dzando
dzo	dz	dzo	I	Active	L	Dzongkha		Dzongkha
ebg			I	Active	L	Ebughu		Ebughu
ebk			I	Active	L	Bontok, Eastern	Bontok, Eastern	Eastern Bontok
ebo			I	Active	L	Teke-Ebo		Teke-Ebo
ebr			I	Active	L	Ebrié		Ebrié
ebu			I	Active	L	Embu		Embu
ecr			I	Active	A	Eteocretan		Eteocretan
ecs			I	Active	L	Ecuadorian Sign Language		Ecuadorian Sign Language
ecy			I	Active	A	Eteocypriot		Eteocypriot
eee			I	Active	L	E		E
efa			I	Active	L	Efai		Efai
efe			I	Active	L	Efe		Efe
efi		efi	I	Active	L	Efik		Efik
ega			I	Active	L	Ega		Ega
egl			I	Active	L	Emilian		Emilian
ego			I	Active	L	Eggon		Eggon
egx		egx	C	Active	Genetic	Egyptian languages		Egyptian languages
egy		egy	I	Active	A	Egyptian (Ancient)		Egyptian (Ancient)
ehu			I	Active	L	Ehueun		Ehueun
eip			I	Active	L	Eipomek		Eipomek
eit			I	Active	L	Eitiep		Eitiep
eiv			I	Active	L	Askopan		Askopan
eja			I	Active	L	Ejamat		Ejamat
eka		eka	I	Active	L	Ekajuk		Ekajuk
eke			I	Active	L	Ekit		Ekit
ekg			I	Active	L	Ekari		Ekari
eki			I	Active	L	Eki		Eki
ekk			I	Active	L	Estonian, Standard	Estonian, Standard	Standard Estonian
ekl			I	Active	L	Kol (Bangladesh)		Kol (Bangladesh)
ekm			I	Active	L	Elip		Elip
eko			I	Active	L	Koti		Koti
ekp			I	Active	L	Ekpeye		Ekpeye
ekr			I	Active	L	Yace		Yace
eky			I	Active	L	Kayah, Eastern	Kayah, Eastern	Eastern Kayah
ele			I	Active	L	Elepi		Elepi
elh			I	Active	L	El Hugeirat		El Hugeirat
eli			I	Active	E	Nding		Nding
elk			I	Active	L	Elkei		Elkei
ell	el	ell	I	Active	L	Greek, Modern (1453-)	Greek, Modern (1453-)	Modern Greek (1453-)
elm			I	Active	L	Eleme		Eleme
elo			I	Active	L	El Molo		El Molo
elp			I	Retired	L	Elpaputih		Elpaputih
elu			I	Active	L	Elu		Elu
elx		elx	I	Active	A	Elamite		Elamite
ema			I	Active	L	Emai-Iuleha-Ora		Emai-Iuleha-Ora
emb			I	Active	L	Embaloh		Embaloh
eme			I	Active	L	Emerillon		Emerillon
emg			I	Active	L	Meohang, Eastern	Meohang, Eastern	Eastern Meohang
emi			I	Active	L	Mussau-Emira		Mussau-Emira
emk			I	Active	L	Maninkakan, Eastern	Maninkakan, Eastern	Eastern Maninkakan
eml			I	Retired	L	Emiliano-Romagnolo		Emiliano-Romagnolo
emm			I	Active	E	Mamulique		Mamulique
emn			I	Active	L	Eman		Eman
emo			I	Active	E	Emok		Emok
emp			I	Active	L	Emberá, Northern	Emberá, Northern	Northern Emberá
ems			I	Active	L	Yupik, Pacific Gulf	Yupik, Pacific Gulf	Pacific Gulf Yupik
emu			I	Active	L	Muria, Eastern	Muria, Eastern	Eastern Muria
emw			I	Active	L	Emplawas		Emplawas
emx			I	Active	L	Erromintxela		Erromintxela
emy			I	Active	E	Mayan, Epigraphic	Mayan, Epigraphic	Epigraphic Mayan
ena			I	Active	L	Apali		Apali
enb			I	Active	L	Markweeta		Markweeta
enc			I	Active	L	En		En
end			I	Active	L	Ende		Ende
enf			I	Active	L	Enets, Forest	Enets, Forest	Forest Enets
eng	en	eng	I	Active	L	English		English
enh			I	Active	L	Enets, Tundra	Enets, Tundra	Tundra Enets
eni			I	Retired	L	Enim		Enim
enm		enm	I	Active	H	English, Middle (1100-1500)	English, Middle (1100-1500)	Middle English (1100-1500)
enn			I	Active	L	Engenni		Engenni
eno			I	Active	L	Enggano		Enggano
enq			I	Active	L	Enga		Enga
enr			I	Active	L	Emumu		Emumu
enu			I	Active	L	Enu		Enu
env			I	Active	L	Enwan (Edu State)		Enwan (Edu State)
enw			I	Active	L	Enwan (Akwa Ibom State)		Enwan (Akwa Ibom State)
eot			I	Active	L	Beti (Côte d'Ivoire)		Beti (Côte d'Ivoire)
epi			I	Active	L	Epie		Epie
epo	eo	epo	I	Active	C	Esperanto		Esperanto
era			I	Active	L	Eravallan		Eravallan
erg			I	Active	L	Sie		Sie
erh			I	Active	L	Eruwa		Eruwa
eri			I	Active	L	Ogea		Ogea
erk			I	Active	L	Efate, South	Efate, South	South Efate
ero			I	Active	L	Horpa		Horpa
err			I	Active	E	Erre		Erre
ers			I	Active	L	Ersu		Ersu
ert			I	Active	L	Eritai		Eritai
erw			I	Active	L	Erokwanas		Erokwanas
ese			I	Active	L	Ese Ejja		Ese Ejja
esh			I	Active	L	Eshtehardi		Eshtehardi
esi			I	Active	L	Inupiatun, North Alaskan	Inupiatun, North Alaskan	North Alaskan Inupiatun
esk			I	Active	L	Inupiatun, Northwest Alaska	Inupiatun, Northwest Alaska	Northwest Alaska Inupiatun
esl			I	Active	L	Egypt Sign Language		Egypt Sign Language
esm			I	Active	E	Esuma		Esuma
esn			I	Active	L	Salvadoran Sign Language		Salvadoran Sign Language
eso			I	Active	L	Estonian Sign Language		Estonian Sign Language
esq			I	Active	E	Esselen		Esselen
ess			I	Active	L	Yupik, Central Siberian	Yupik, Central Siberian	Central Siberian Yupik
est	et	est	M	Active	L	Estonian		Estonian
esu			I	Active	L	Yupik, Central	Yupik, Central	Central Yupik
esx		esx	C	Active	Genetic	Eskimo-Aleut languages		Eskimo-Aleut languages
etb			I	Active	L	Etebi		Etebi
etc			I	Active	E	Etchemin		Etchemin
eth			I	Active	L	Ethiopian Sign Language		Ethiopian Sign Language
etn			I	Active	L	Eton (Vanuatu)		Eton (Vanuatu)
eto			I	Active	L	Eton (Cameroon)		Eton (Cameroon)
etr			I	Active	L	Edolo		Edolo
ets			I	Active	L	Yekhee		Yekhee
ett			I	Active	A	Etruscan		Etruscan
etu			I	Active	L	Ejagham		Ejagham
etx			I	Active	L	Eten		Eten
etz			I	Active	L	Semimi		Semimi
euq		euq	C	Active	Genetic	Basque (family)		Basque (family)
eur			I	Retired	C	Europanto		Europanto
eus	eu	eus	I	Active	L	Basque		Basque
eve			I	Active	L	Even		Even
evh			I	Active	L	Uvbie		Uvbie
evn			I	Active	L	Evenki		Evenki
ewe	ee	ewe	I	Active	L	Ewe		Ewe
ewo		ewo	I	Active	L	Ewondo		Ewondo
ext			I	Active	L	Extremaduran		Extremaduran
eya			I	Active	E	Eyak		Eyak
eyo			I	Active	L	Keiyo		Keiyo
eze			I	Active	L	Uzekwe		Uzekwe
faa			I	Active	L	Fasu		Fasu
fab			I	Active	L	Fa D'ambu		Fa D'ambu
fad			I	Active	L	Wagi		Wagi
faf			I	Active	L	Fagani		Fagani
fag			I	Active	L	Finongan		Finongan
fah			I	Active	L	Fali, Baissa	Fali, Baissa	Baissa Fali
fai			I	Active	L	Faiwol		Faiwol
faj			I	Active	L	Faita		Faita
fak			I	Active	L	Fang (Cameroon)		Fang (Cameroon)
fal			I	Active	L	Fali, South	Fali, South	South Fali
fam			I	Active	L	Fam		Fam
fan		fan	I	Active	L	Fang (Equatorial Guinea)		Fang (Equatorial Guinea)
fao	fo	fao	I	Active	L	Faroese		Faroese
fap			I	Active	L	Palor		Palor
far			I	Active	L	Fataleka		Fataleka
fas	fa	fas	M	Active	L	Persian		Persian
fat		fat	I	Active	L	Fanti		Fanti
fau			I	Active	L	Fayu		Fayu
fax			I	Active	L	Fala		Fala
fay			I	Active	L	Fars, Southwestern	Fars, Southwestern	Southwestern Fars
faz			I	Active	L	Fars, Northwestern	Fars, Northwestern	Northwestern Fars
fbl			I	Active	L	Bikol, West Albay	Bikol, West Albay	West Albay Bikol
fcs			I	Active	L	Quebec Sign Language		Quebec Sign Language
fer			I	Active	L	Feroge		Feroge
ffi			I	Active	L	Foia Foia		Foia Foia
ffm			I	Active	L	Fulfulde, Maasina	Fulfulde, Maasina	Maasina Fulfulde
fgr			I	Active	L	Fongoro		Fongoro
fia			I	Active	L	Nobiin		Nobiin
fie			I	Active	L	Fyer		Fyer
fij	fj	fij	I	Active	L	Fijian		Fijian
fil		fil	I	Active	L	Filipino		Filipino
fin	fi	fin	I	Active	L	Finnish		Finnish
fip			I	Active	L	Fipa		Fipa
fir			I	Active	L	Firan		Firan
fit			I	Active	L	Finnish, Tornedalen	Finnish, Tornedalen	Tornedalen Finnish
fiu		fiu	C	Active	Genetic	Finno-Ugrian languages		Finno-Ugrian languages
fiw			I	Active	L	Fiwaga		Fiwaga
fiz			I	Retired	L	Izere		Izere
fkk			I	Active	L	Kirya-Konzəl		Kirya-Konzəl
fkv			I	Active	L	Finnish, Kven	Finnish, Kven	Kven Finnish
fla			I	Active	L	Kalispel-Pend d'Oreille		Kalispel-Pend d'Oreille
flh			I	Active	L	Foau		Foau
fli			I	Active	L	Fali		Fali
fll			I	Active	L	Fali, North	Fali, North	North Fali
flm			I	Retired	L	Chin, Falam	Chin, Falam	Falam Chin
fln			I	Active	E	Flinders Island		Flinders Island
flr			I	Active	L	Fuliiru		Fuliiru
fly			I	Active	L	Tsotsitaal		Tsotsitaal
fmp			I	Active	L	Fe'fe'		Fe'fe'
fmu			I	Active	L	Muria, Far Western	Muria, Far Western	Far Western Muria
fng			I	Active	L	Fanagalo		Fanagalo
fni			I	Active	L	Fania		Fania
fod			I	Active	L	Foodo		Foodo
foi			I	Active	L	Foi		Foi
fom			I	Active	L	Foma		Foma
fon		fon	I	Active	L	Fon		Fon
for			I	Active	L	Fore		Fore
fos			I	Active	E	Siraya		Siraya
fox		fox	C	Active	Genetic	Formosan languages		Formosan languages
fpe			I	Active	L	Creole English, Fernando Po	Creole English, Fernando Po	Fernando Po Creole English
fqs			I	Active	L	Fas		Fas
fra	fr	fra	I	Active	L	French		French
frc			I	Active	L	French, Cajun	French, Cajun	Cajun French
frd			I	Active	L	Fordata		Fordata
fre	fr	fre	I	Active	L	French		French
fri			I	Retired	L	Frisian, Western	Frisian, Western	Western Frisian
frk			I	Active	E	Frankish		Frankish
frm		frm	I	Active	H	French, Middle (ca. 1400-1600)	French, Middle (ca. 1400-1600)	Middle French (ca. 1400-1600)
fro		fro	I	Active	H	French, Old (842-ca. 1400)	French, Old (842-ca. 1400)	Old French (842-ca. 1400)
frp			I	Active	L	Arpitan		Arpitan
frq			I	Active	L	Forak		Forak
frr		frr	I	Active	L	Frisian, Northern	Frisian, Northern	Northern Frisian
frs		frs	I	Active	L	Frisian, Eastern	Frisian, Eastern	Eastern Frisian
frt			I	Active	L	Fortsenal		Fortsenal
fry	fy	fry	I	Active	L	Frisian, Western	Frisian, Western	Western Frisian
fse			I	Active	L	Finnish Sign Language		Finnish Sign Language
fsl			I	Active	L	French Sign Language		French Sign Language
fss			I	Active	L	Finland-Swedish Sign Language		Finland-Swedish Sign Language
fub			I	Active	L	Fulfulde, Adamawa	Fulfulde, Adamawa	Adamawa Fulfulde
fuc			I	Active	L	Pulaar		Pulaar
fud			I	Active	L	Futuna, East	Futuna, East	East Futuna
fue			I	Active	L	Fulfulde, Borgu	Fulfulde, Borgu	Borgu Fulfulde
fuf			I	Active	L	Pular		Pular
fuh			I	Active	L	Fulfulde, Western Niger	Fulfulde, Western Niger	Western Niger Fulfulde
fui			I	Active	L	Fulfulde, Bagirmi	Fulfulde, Bagirmi	Bagirmi Fulfulde
fuj			I	Active	L	Ko		Ko
ful	ff	ful	M	Active	L	Fulah		Fulah
fum			I	Active	L	Fum		Fum
fun			I	Active	L	Fulniô		Fulniô
fuq			I	Active	L	Fulfulde, Central-Eastern Niger	Fulfulde, Central-Eastern Niger	Central-Eastern Niger Fulfulde
fur		fur	I	Active	L	Friulian		Friulian
fut			I	Active	L	Futuna-Aniwa		Futuna-Aniwa
fuu			I	Active	L	Furu		Furu
fuv			I	Active	L	Fulfulde, Nigerian	Fulfulde, Nigerian	Nigerian Fulfulde
fuy			I	Active	L	Fuyug		Fuyug
fvr			I	Active	L	Fur		Fur
fwa			I	Active	L	Fwâi		Fwâi
fwe			I	Active	L	Fwe		Fwe
gaa		gaa	I	Active	L	Ga		Ga
gab			I	Active	L	Gabri		Gabri
gac			I	Active	L	Great Andamanese, Mixed	Great Andamanese, Mixed	Mixed Great Andamanese
gad			I	Active	L	Gaddang		Gaddang
gae			I	Active	L	Guarequena		Guarequena
gaf			I	Active	L	Gende		Gende
gag			I	Active	L	Gagauz		Gagauz
gah			I	Active	L	Alekano		Alekano
gai			I	Active	L	Borei		Borei
gaj			I	Active	L	Gadsup		Gadsup
gak			I	Active	L	Gamkonora		Gamkonora
gal			I	Active	L	Galoli		Galoli
gam			I	Active	L	Kandawo		Kandawo
gan			I	Active	L	Chinese, Gan	Chinese, Gan	Gan Chinese
gao			I	Active	L	Gants		Gants
gap			I	Active	L	Gal		Gal
gaq			I	Active	L	Gata'		Gata'
gar			I	Active	L	Galeya		Galeya
gas			I	Active	L	Garasia, Adiwasi	Garasia, Adiwasi	Adiwasi Garasia
gat			I	Active	L	Kenati		Kenati
gau			I	Active	L	Gadaba, Mudhili	Gadaba, Mudhili	Mudhili Gadaba
gav			I	Retired	L	Gabutamon		Gabutamon
gaw			I	Active	L	Nobonob		Nobonob
gax			I	Active	L	Oromo, Borana-Arsi-Guji	Oromo, Borana-Arsi-Guji	Borana-Arsi-Guji Oromo
gay		gay	I	Active	L	Gayo		Gayo
gaz			I	Active	L	Oromo, West Central	Oromo, West Central	West Central Oromo
gba		gba	M	Active	L	Gbaya (Central African Republic)		Gbaya (Central African Republic)
gbb			I	Active	L	Kaytetye		Kaytetye
gbc			I	Retired	L	Garawa		Garawa
gbd			I	Active	L	Karadjeri		Karadjeri
gbe			I	Active	L	Niksek		Niksek
gbf			I	Active	L	Gaikundi		Gaikundi
gbg			I	Active	L	Gbanziri		Gbanziri
gbh			I	Active	L	Gbe, Defi	Gbe, Defi	Defi Gbe
gbi			I	Active	L	Galela		Galela
gbj			I	Active	L	Gadaba, Bodo	Gadaba, Bodo	Bodo Gadaba
gbk			I	Active	L	Gaddi		Gaddi
gbl			I	Active	L	Gamit		Gamit
gbm			I	Active	L	Garhwali		Garhwali
gbn			I	Active	L	Mo'da		Mo'da
gbo			I	Active	L	Grebo, Northern	Grebo, Northern	Northern Grebo
gbp			I	Active	L	Gbaya-Bossangoa		Gbaya-Bossangoa
gbq			I	Active	L	Gbaya-Bozoum		Gbaya-Bozoum
gbr			I	Active	L	Gbagyi		Gbagyi
gbs			I	Active	L	Gbe, Gbesi	Gbe, Gbesi	Gbesi Gbe
gbu			I	Active	L	Gagadu		Gagadu
gbv			I	Active	L	Gbanu		Gbanu
gbx			I	Active	L	Gbe, Eastern Xwla	Gbe, Eastern Xwla	Eastern Xwla Gbe
gby			I	Active	L	Gbari		Gbari
gbz			I	Active	L	Dari, Zoroastrian	Dari, Zoroastrian	Zoroastrian Dari
gcc			I	Active	L	Mali		Mali
gcd			I	Active	E	Ganggalida		Ganggalida
gce			I	Active	E	Galice		Galice
gcf			I	Active	L	Creole French, Guadeloupean	Creole French, Guadeloupean	Guadeloupean Creole French
gcl			I	Active	L	Creole English, Grenadian	Creole English, Grenadian	Grenadian Creole English
gcn			I	Active	L	Gaina		Gaina
gcr			I	Active	L	Creole French, Guianese	Creole French, Guianese	Guianese Creole French
gct			I	Active	L	German, Colonia Tovar	German, Colonia Tovar	Colonia Tovar German
gda			I	Active	L	Lohar, Gade	Lohar, Gade	Gade Lohar
gdb			I	Active	L	Gadaba, Pottangi Ollar	Gadaba, Pottangi Ollar	Pottangi Ollar Gadaba
gdc			I	Active	E	Gugu Badhun		Gugu Badhun
gdd			I	Active	L	Gedaged		Gedaged
gde			I	Active	L	Gude		Gude
gdf			I	Active	L	Guduf-Gava		Guduf-Gava
gdg			I	Active	L	Ga'dang		Ga'dang
gdh			I	Active	L	Gadjerawang		Gadjerawang
gdi			I	Active	L	Gundi		Gundi
gdj			I	Active	L	Gurdjar		Gurdjar
gdk			I	Active	L	Gadang		Gadang
gdl			I	Active	L	Dirasha		Dirasha
gdm			I	Active	L	Laal		Laal
gdn			I	Active	L	Umanakaina		Umanakaina
gdo			I	Active	L	Ghodoberi		Ghodoberi
gdq			I	Active	L	Mehri		Mehri
gdr			I	Active	L	Wipi		Wipi
gds			I	Active	L	Ghandruk Sign Language		Ghandruk Sign Language
gdu			I	Active	L	Gudu		Gudu
gdx			I	Active	L	Godwari		Godwari
gea			I	Active	L	Geruma		Geruma
geb			I	Active	L	Kire		Kire
gec			I	Active	L	Grebo, Gboloo	Grebo, Gboloo	Gboloo Grebo
ged			I	Active	L	Gade		Gade
geg			I	Active	L	Gengle		Gengle
geh			I	Active	L	German, Hutterite	German, Hutterite	Hutterite German
gei			I	Active	L	Gebe		Gebe
gej			I	Active	L	Gen		Gen
gek			I	Active	L	Yiwom		Yiwom
gel			I	Active	L	ut-Ma'in		ut-Ma'in
gem		gem	C	Active	Genetic	Germanic languages		Germanic languages
gen			I	Retired	L	Geman Deng		Geman Deng
geo	ka	geo	I	Active	L	Georgian		Georgian
geq			I	Active	L	Geme		Geme
ger	de	ger	I	Active	L	German		German
ges			I	Active	L	Geser-Gorom		Geser-Gorom
gew			I	Active	L	Gera		Gera
gex			I	Active	L	Garre		Garre
gey			I	Active	L	Enya		Enya
gez		gez	I	Active	A	Geez		Geez
gfk			I	Active	L	Patpatar		Patpatar
gft			I	Active	E	Gafat		Gafat
gfx			I	Active	L	!Xung, Mangetti Dune	!Xung, Mangetti Dune	Mangetti Dune !Xung
gga			I	Active	L	Gao		Gao
ggb			I	Active	L	Gbii		Gbii
ggd			I	Active	E	Gugadj		Gugadj
gge			I	Active	L	Guragone		Guragone
ggg			I	Active	L	Gurgula		Gurgula
ggh			I	Retired	L	Garreh-Ajuran		Garreh-Ajuran
ggk			I	Active	E	Kungarakany		Kungarakany
ggl			I	Active	L	Ganglau		Ganglau
ggn			I	Active	L	Gurung, Eastern	Gurung, Eastern	Eastern Gurung
ggo			I	Active	L	Gondi, Southern	Gondi, Southern	Southern Gondi
ggr			I	Active	E	Aghu Tharnggalu		Aghu Tharnggalu
ggt			I	Active	L	Gitua		Gitua
ggu			I	Active	L	Gagu		Gagu
ggw			I	Active	L	Gogodala		Gogodala
gha			I	Active	L	Ghadamès		Ghadamès
ghc			I	Active	E	Gaelic, Hiberno-Scottish	Gaelic, Hiberno-Scottish	Hiberno-Scottish Gaelic
ghe			I	Active	L	Ghale, Southern	Ghale, Southern	Southern Ghale
ghh			I	Active	L	Ghale, Northern	Ghale, Northern	Northern Ghale
ghk			I	Active	L	Karen, Geko	Karen, Geko	Geko Karen
ghl			I	Active	L	Ghulfan		Ghulfan
ghn			I	Active	L	Ghanongga		Ghanongga
gho			I	Active	E	Ghomara		Ghomara
ghr			I	Active	L	Ghera		Ghera
ghs			I	Active	L	Guhu-Samane		Guhu-Samane
ght			I	Active	L	Ghale, Kutang	Ghale, Kutang	Kuke
gia			I	Active	L	Kitja		Kitja
gib			I	Active	L	Gibanawa		Gibanawa
gic			I	Active	L	Gail		Gail
gid			I	Active	L	Gidar		Gidar
gig			I	Active	L	Goaria		Goaria
gil		gil	I	Active	L	Gilbertese		Gilbertese
gim			I	Active	L	Gimi (Eastern Highlands)		Gimi (Eastern Highlands)
gin			I	Active	L	Hinukh		Hinukh
gio			I	Retired	L	Gelao		Gelao
gip			I	Active	L	Gimi (West New Britain)		Gimi (West New Britain)
giq			I	Active	L	Gelao, Green	Gelao, Green	Green Gelao
gir			I	Active	L	Gelao, Red	Gelao, Red	Red Gelao
gis			I	Active	L	Giziga, North	Giziga, North	North Giziga
git			I	Active	L	Gitxsan		Gitxsan
giu			I	Active	L	Mulao		Mulao
giw			I	Active	L	Gelao, White	Gelao, White	White Gelao
gix			I	Active	L	Gilima		Gilima
giy			I	Active	L	Giyug		Giyug
giz			I	Active	L	Giziga, South	Giziga, South	South Giziga
gji			I	Active	L	Geji		Geji
gjk			I	Active	L	Koli, Kachi	Koli, Kachi	Kachi Koli
gjn			I	Active	L	Gonja		Gonja
gju			I	Active	L	Gujari		Gujari
gka			I	Active	L	Guya		Guya
gke			I	Active	L	Ndai		Ndai
gkn			I	Active	L	Gokana		Gokana
gko			I	Active	E	Kok-Nar		Kok-Nar
gkp			I	Active	L	Kpelle, Guinea	Kpelle, Guinea	Guinea Kpelle
gla	gd	gla	I	Active	L	Gaelic, Scottish	Gaelic, Scottish	Scottish Gaelic
glc			I	Active	L	Bon Gula		Bon Gula
gld			I	Active	L	Nanai		Nanai
gle	ga	gle	I	Active	L	Irish		Irish
glg	gl	glg	I	Active	L	Galician		Galician
glh			I	Active	L	Pashayi, Northwest	Pashayi, Northwest	Northwest Pashayi
gli			I	Active	E	Guliguli		Guliguli
glj			I	Active	L	Gula Iro		Gula Iro
glk			I	Active	L	Gilaki		Gilaki
glo			I	Active	L	Galambu		Galambu
glr			I	Active	L	Glaro-Twabo		Glaro-Twabo
glu			I	Active	L	Gula (Chad)		Gula (Chad)
glv	gv	glv	I	Active	L	Manx		Manx
glw			I	Active	L	Glavda		Glavda
gly			I	Active	E	Gule		Gule
gma			I	Active	E	Gambera		Gambera
gmb			I	Active	L	Gula'alaa		Gula'alaa
gmd			I	Active	L	Mághdì		Mághdì
gme		gme	C	Active	Genetic	East Germanic languages		East Germanic languages
gmh		gmh	I	Active	H	German, Middle High (ca. 1050-1500)	German, Middle High (ca. 1050-1500)	Middle High German (ca. 1050-1500)
gml			I	Active	H	German, Middle Low	German, Middle Low	Middle Low German
gmm			I	Active	L	Gbaya-Mbodomo		Gbaya-Mbodomo
gmn			I	Active	L	Gimnime		Gimnime
gmo			I	Retired	L	Gamo-Gofa-Dawro		Gamo-Gofa-Dawro
gmq		gmq	C	Active	Genetic	North Germanic languages		North Germanic languages
gmu			I	Active	L	Gumalu		Gumalu
gmv			I	Active	L	Gamo		Gamo
gmw		gmw	C	Active	Genetic	West Germanic languages		West Germanic languages
gmx			I	Active	L	Magoma		Magoma
gmy			I	Active	A	Greek, Mycenaean	Greek, Mycenaean	Mycenaean Greek
gna			I	Active	L	Kaansa		Kaansa
gnb			I	Active	L	Gangte		Gangte
gnc			I	Active	E	Guanche		Guanche
gnd			I	Active	L	Zulgo-Gemzek		Zulgo-Gemzek
gne			I	Active	L	Ganang		Ganang
gng			I	Active	L	Ngangam		Ngangam
gnh			I	Active	L	Lere		Lere
gni			I	Active	L	Gooniyandi		Gooniyandi
gnk			I	Active	L	//Gana		//Gana
gnl			I	Active	E	Gangulu		Gangulu
gnm			I	Active	L	Ginuman		Ginuman
gnn			I	Active	L	Gumatj		Gumatj
gno			I	Active	L	Gondi, Northern	Gondi, Northern	Northern Gondi
gnq			I	Active	L	Gana		Gana
gnr			I	Active	E	Gureng Gureng		Gureng Gureng
gnt			I	Active	L	Guntai		Guntai
gnu			I	Active	L	Gnau		Gnau
gnw			I	Active	L	Guaraní, Western Bolivian	Guaraní, Western Bolivian	Western Bolivian Guaraní
gnz			I	Active	L	Ganzi		Ganzi
goa			I	Active	L	Guro		Guro
gob			I	Active	L	Playero		Playero
goc			I	Active	L	Gorakor		Gorakor
god			I	Active	L	Godié		Godié
goe			I	Active	L	Gongduk		Gongduk
gof			I	Active	L	Gofa		Gofa
gog			I	Active	L	Gogo		Gogo
goh		goh	I	Active	H	German, Old High (ca. 750-1050)	German, Old High (ca. 750-1050)	Old High German (ca. 750-1050)
goi			I	Active	L	Gobasi		Gobasi
goj			I	Active	L	Gowlan		Gowlan
gok			I	Active	L	Gowli		Gowli
gol			I	Active	L	Gola		Gola
gom			I	Active	L	Konkani, Goan	Konkani, Goan	Goan Konkani
gon		gon	M	Active	L	Gondi		Gondi
goo			I	Active	L	Gone Dau		Gone Dau
gop			I	Active	L	Yeretuar		Yeretuar
goq			I	Active	L	Gorap		Gorap
gor		gor	I	Active	L	Gorontalo		Gorontalo
gos			I	Active	L	Gronings		Gronings
got		got	I	Active	A	Gothic		Gothic
gou			I	Active	L	Gavar		Gavar
gow			I	Active	L	Gorowa		Gorowa
gox			I	Active	L	Gobu		Gobu
goy			I	Active	L	Goundo		Goundo
goz			I	Active	L	Gozarkhani		Gozarkhani
gpa			I	Active	L	Gupa-Abawa		Gupa-Abawa
gpe			I	Active	L	Pidgin English, Ghanaian	Pidgin English, Ghanaian	Ghanaian Pidgin English
gpn			I	Active	L	Taiap		Taiap
gqa			I	Active	L	Ga'anda		Ga'anda
gqi			I	Active	L	Guiqiong		Guiqiong
gqn			I	Active	E	Guana (Brazil)		Guana (Brazil)
gqr			I	Active	L	Gor		Gor
gqu			I	Active	L	Qau		Qau
gra			I	Active	L	Garasia, Rajput	Garasia, Rajput	Rajput Garasia
grb		grb	M	Active	L	Grebo		Grebo
grc		grc	I	Active	H	Greek, Ancient (to 1453)	Greek, Ancient (to 1453)	Ancient Greek (to 1453)
grd			I	Active	L	Guruntum-Mbaaru		Guruntum-Mbaaru
gre	el	gre	I	Active	L	Greek, Modern (1453-)	Greek, Modern (1453-)	Modern Greek (1453-)
grg			I	Active	L	Madi		Madi
grh			I	Active	L	Gbiri-Niragu		Gbiri-Niragu
gri			I	Active	L	Ghari		Ghari
grj			I	Active	L	Grebo, Southern	Grebo, Southern	Southern Grebo
grk		grk	C	Active	Genetic	Greek languages		Greek languages
grm			I	Active	L	Kota Marudu Talantang		Kota Marudu Talantang
grn	gn	grn	M	Active	L	Guarani		Guarani
gro			I	Active	L	Groma		Groma
grq			I	Active	L	Gorovu		Gorovu
grr			I	Active	L	Taznatit		Taznatit
grs			I	Active	L	Gresi		Gresi
grt			I	Active	L	Garo		Garo
gru			I	Active	L	Kistane		Kistane
grv			I	Active	L	Grebo, Central	Grebo, Central	Central Grebo
grw			I	Active	L	Gweda		Gweda
grx			I	Active	L	Guriaso		Guriaso
gry			I	Active	L	Grebo, Barclayville	Grebo, Barclayville	Barclayville Grebo
grz			I	Active	L	Guramalum		Guramalum
gsc			I	Retired	L	Gascon		Gascon
gse			I	Active	L	Ghanaian Sign Language		Ghanaian Sign Language
gsg			I	Active	L	German Sign Language		German Sign Language
gsl			I	Active	L	Gusilay		Gusilay
gsm			I	Active	L	Guatemalan Sign Language		Guatemalan Sign Language
gsn			I	Active	L	Gusan		Gusan
