Primary Census Statistical Area                                	2011 Estimate	2010 Census	Type	Rank	Change	Core Based Statistical Areas
Jackson-Humboldt, TN                                       	       165331	     165108	CSA	 222	+0.14%	Jackson, TN MSA | Humboldt, TN µSA
Jackson-Yazoo City, MS                                     	       573280	     567122	CSA	  88	+1.09%	Jackson, MS MSA | Yazoo City, MS µSA
Jacksonville, FL                                           	      1360251	    1345596	MSA	  40	+1.09%
Jacksonville, IL                                           	        40814	      40902	µSA	 537	-0.22%
Jacksonville, NC                                           	       179719	     177772	MSA	 205	+1.10%
Jamestown, ND                                              	        21062	      21100	µSA	 695	-0.18%
Jamestown-Dunkirk-Fredonia, NY                             	       134368	     134905	µSA	 269	-0.40%
Janesville, WI                                             	       160092	     160331	MSA	 229	-0.15%
Jasper, IN                                                 	        54927	      54734	µSA	 445	+0.35%
Jefferson City, MO                                         	       150480	     149807	MSA	 246	+0.45%
Jesup, GA                                                  	        30327	      30099	µSA	 626	+0.76%
Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA         	       509611	     508260	CSA	 100	+0.27%	Kingsport-Bristol-Bristol, TN-VA MSA | Johnson City, TN MSA
Johnstown, PA                                              	       143728	     143679	MSA	 254	+0.03%
Jonesboro-Paragould, AR                                    	       165549	     163116	CSA	 221	+1.49%	Jonesboro, AR MSA | Paragould, AR µSA
Joplin, MO                                                 	       176849	     175518	MSA	 211	+0.76%
Juneau, AK                                                 	        32164	      31275	µSA	 612	+2.84%
Kahului-Wailuku, HI                                        	       156674	     154834	µSA	 234	+1.19%
Kalamazoo-Portage, MI                                      	       328205	     326589	MSA	 135	+0.49%
Kalispell, MT                                              	        91301	      90928	µSA	 338	+0.41%
Kansas City-Overland Park-Kansas City, MO-KS               	      2122908	    2104853	CSA	  28	+0.86%	Kansas City, MO-KS MSA | Warrensburg, MO µSA | Atchison, KS µSA
Kapaa, HI                                                  	        67701	      67091	µSA	 397	+0.91%
Kearney, NE                                                	        53278	      52591	µSA	 455	+1.31%
Keene, NH                                                  	        76918	      77117	µSA	 370	-0.26%
Kennett, MO                                                	        31974	      31953	µSA	 614	+0.07%
Kennewick-Pasco-Richland, WA                               	       264133	     253340	MSA	 158	+4.26%
Kerrville, TX                                              	        49783	      49625	µSA	 473	+0.32%
Ketchikan, AK                                              	        13593	      13477	µSA	 716	+0.86%
Key West, FL                                               	        73873	      73090	µSA	 378	+1.07%
Kill Devil Hills, NC                                       	        34307	      33920	µSA	 595	+1.14%
Killeen-Temple-Fort Hood, TX                               	       411595	     405300	MSA	 119	+1.55%
Kinston, NC                                                	        59339	      59495	µSA	 429	-0.26%
Kirksville, MO                                             	        29933	      30038	µSA	 628	-0.35%
Klamath Falls, OR                                          	        66299	      66380	µSA	 403	-0.12%
Knoxville-Sevierville-La Follette, TN                      	      1063354	    1055086	CSA	  54	+0.78%	Knoxville, TN MSA | Morristown, TN MSA | Sevierville, TN µSA | Harriman, TN µSA | La Follette, TN µSA | Newport, TN µSA
Kodiak, AK                                                 	        13872	      13592	µSA	 713	+2.06%
Kokomo-Peru, IN                                            	       135199	     135591	CSA	 265	-0.29%	Kokomo, IN MSA | Peru, IN µSA
La Crosse, WI-MN                                           	       134488	     133665	MSA	 268	+0.62%
La Grande, OR                                              	        25791	      25748	µSA	 658	+0.17%
Lafayette-Acadiana, LA                                     	       554517	     550134	CSA	  93	+0.80%	Lafayette, LA MSA | Opelousas-Eunice, LA µSA | New Iberia, LA µSA | Crowley, LA µSA | Abbeville, LA µSA
Lafayette-Frankfort, IN                                    	       236712	     235013	CSA	 168	+0.72%	Lafayette, IN MSA | Frankfort, IN µSA
Lake Charles-Jennings, LA                                  	       232516	     231201	CSA	 171	+0.57%	Lake Charles, LA MSA | Jennings, LA µSA
Lake City, FL                                              	        67485	      67531	µSA	 400	-0.07%
Lake Havasu City-Kingman, AZ                               	       202351	     200186	MSA	 191	+1.08%
Lakeland-Winter Haven, FL                                  	       609492	     602095	MSA	  85	+1.23%
Lamesa, TX                                                 	        13751	      13833	µSA	 715	-0.59%
Lancaster, PA                                              	       523594	     519445	MSA	  98	+0.80%
Lansing-East Lansing-Owosso, MI                            	       534979	     534684	CSA	  97	+0.06%	Lansing-East Lansing, MI MSA | Owosso, MI µSA
Laramie, WY                                                	        36889	      36299	µSA	 577	+1.63%
Laredo, TX                                                 	       256496	     250304	MSA	 161	+2.47%
Las Cruces, NM                                             	       213598	     209233	MSA	 179	+2.09%
Las Vegas, NM                                              	        29301	      29393	µSA	 632	-0.31%
Las Vegas-Paradise-Pahrump, NV                             	      2013326	    1995215	CSA	  31	+0.91%	Las Vegas-Paradise, NV MSA | Pahrump, NV µSA
Laurel, MS                                                 	        84852	      84823	µSA	 352	+0.03%
Lawrence, KS                                               	       112211	     110826	MSA	 302	+1.25%
Lawrenceburg, TN                                           	        42115	      41869	µSA	 525	+0.59%
Lawton, OK                                                 	       125815	     124098	MSA	 284	+1.38%
Lebanon, MO                                                	        35636	      35571	µSA	 584	+0.18%
Lewisburg, TN                                              	        30881	      30617	µSA	 624	+0.86%
Lewiston, ID-WA                                            	        61476	      60888	MSA	 422	+0.97%
Lewistown, PA                                              	        46858	      46682	µSA	 490	+0.38%
Lexington Park, MD                                         	       107484	     105151	µSA	 308	+2.22%
Lexington-Fayette-Frankfort-Richmond, KY                   	       696340	     687173	CSA	  71	+1.33%	Lexington-Fayette, KY MSA | Richmond-Berea, KY µSA | Frankfort, KY µSA | Mount Sterling, KY µSA
Liberal, KS                                                	        23328	      22952	µSA	 676	+1.64%
Lima-Van Wert-Wapakoneta, OH                               	       180533	     181024	CSA	 204	-0.27%	Lima, OH MSA | Wapakoneta, OH µSA | Van Wert, OH µSA
Lincoln, IL                                                	        30140	      30305	µSA	 627	-0.54%
Lincoln, NE                                                	       306503	     302157	MSA	 140	+1.44%
Little Rock-North Little Rock-Pine Bluff, AR               	       886992	     877091	CSA	  60	+1.13%	Little Rock-North Little Rock-Conway, AR MSA | Pine Bluff, AR MSA | Searcy, AR µSA
Logan, UT-ID                                               	       127549	     125442	MSA	 280	+1.68%
Logansport, IN                                             	        38828	      38966	µSA	 553	-0.35%
Longview, WA                                               	       102478	     102410	MSA	 318	+0.07%
Longview-Marshall, TX                                      	       282962	     280000	CSA	 147	+1.06%	Longview, TX MSA | Marshall, TX µSA
Los Alamos, NM                                             	        18222	      17950	µSA	 705	+1.52%
Los Angeles-Long Beach-Riverside, CA                       	     18081569	   17877006	CSA	   2	+1.14%	Los Angeles-Long Beach-Santa Ana, CA MSA | Riverside-San Bernardino-Ontario, CA MSA | Oxnard-Thousand Oaks-Ventura, CA MSA
Louisville/Jefferson County-Elizabethtown-Scottsburg, KY-IN	      1440607	    1427483	CSA	  39	+0.92%	Louisville/Jefferson County, KY-IN MSA | Elizabethtown, KY MSA | Scottsburg, IN µSA
Lubbock-Levelland, TX                                      	       312894	     307825	CSA	 137	+1.65%	Lubbock, TX MSA | Levelland, TX µSA
Lufkin, TX                                                 	        87669	      86771	µSA	 347	+1.03%
Lumberton-Laurinburg, NC                                   	       171378	     170325	CSA	 214	+0.62%	Lumberton, NC µSA | Laurinburg, NC µSA
Lynchburg, VA                                              	       254171	     252634	MSA	 162	+0.61%
Macomb, IL                                                 	        32582	      32612	µSA	 608	-0.09%
Macon-Warner Robins-Fort Valley, GA                        	       404668	     399888	CSA	 120	+1.20%	Macon, GA MSA | Warner Robins, GA MSA | Fort Valley, GA µSA
Madison, IN                                                	        32249	      32428	µSA	 610	-0.55%
Madison-Baraboo, WI                                        	       638757	     630569	CSA	  80	+1.30%	Madison, WI MSA | Baraboo, WI µSA
Madisonville, KY                                           	        46909	      46920	µSA	 489	-0.02%
Magnolia, AR                                               	        24401	      24552	µSA	 669	-0.62%
Malone, NY                                                 	        51551	      51599	µSA	 462	-0.09%
Manhattan, KS                                              	       130240	     127081	MSA	 274	+2.49%
Manitowoc, WI                                              	        80976	      81442	µSA	 363	-0.57%
Mankato-North Mankato, MN                                  	        97204	      96740	MSA	 326	+0.48%
Mansfield-Bucyrus, OH                                      	       166899	     168259	CSA	 219	-0.81%	Mansfield, OH MSA | Bucyrus, OH µSA
Marinette, WI-MI                                           	        65586	      65778	µSA	 406	-0.29%
Marion, IN                                                 	        69793	      70061	µSA	 393	-0.38%
Marquette, MI                                              	        67694	      67077	µSA	 398	+0.92%
Marshall, MN                                               	        25891	      25857	µSA	 657	+0.13%
Marshall, MO                                               	        23280	      23370	µSA	 677	-0.39%
Marshalltown, IA                                           	        40980	      40648	µSA	 534	+0.82%
Marshfield-Wisconsin Rapids, WI                            	        74785	      74749	µSA	 376	+0.05%
Martinsville, VA                                           	        67300	      67972	µSA	 402	-0.99%
Maryville, MO                                              	        23468	      23370	µSA	 675	+0.42%
Mason City, IA                                             	        51482	      51749	µSA	 463	-0.52%
Maysville, KY                                              	        31531	      31360	µSA	 620	+0.55%
McAlester, OK                                              	        45625	      45837	µSA	 501	-0.46%
McAllen-Edinburg-Mission, TX                               	       797810	     774769	MSA	  67	+2.97%
McComb, MS                                                 	        53470	      53535	µSA	 452	-0.12%
McMinnville, TN                                            	        39927	      39839	µSA	 541	+0.22%
McPherson, KS                                              	        29241	      29180	µSA	 634	+0.21%
Meadville, PA                                              	        88740	      88765	µSA	 344	-0.03%
Medford, OR                                                	       204822	     203206	MSA	 187	+0.80%
Memphis, TN-MS-AR                                          	      1325605	    1316100	MSA	  44	+0.72%
Merced, CA                                                 	       259898	     255793	MSA	 160	+1.60%
Meridian, MS                                               	       107364	     107449	µSA	 311	-0.08%
Mexico, MO                                                 	        25566	      25529	µSA	 661	+0.14%
Miami, OK                                                  	        31860	      31848	µSA	 615	+0.04%
Miami-Fort Lauderdale-Pompano Beach, FL                    	      5670125	    5564635	MSA	  11	+1.90%
Middlesborough, KY                                         	        28725	      28691	µSA	 638	+0.12%
Midland, MI                                                	        84063	      83629	µSA	 354	+0.52%
Midland-Odessa, TX                                         	       280419	     274002	CSA	 149	+2.34%	Odessa, TX MSA | Midland, TX MSA
Milledgeville, GA                                          	        53817	      55149	µSA	 450	-2.42%
Milwaukee-Racine-Waukesha, WI                              	      1757604	    1751316	CSA	  35	+0.36%	Milwaukee-Waukesha-West Allis, WI MSA | Racine, WI MSA
Minneapolis-St. Paul-St. Cloud, MN-WI                      	      3655558	    3615902	CSA	  15	+1.10%	Minneapolis-St. Paul-Bloomington, MN-WI MSA | St. Cloud, MN MSA | Faribault-Northfield, MN µSA | Red Wing, MN µSA | Hutchinson, MN µSA
Minot, ND                                                  	        72067	      69540	µSA	 384	+3.63%
Missoula, MT                                               	       110138	     109299	MSA	 306	+0.77%
Mitchell, SD                                               	        23027	      22835	µSA	 678	+0.84%
Moberly, MO                                                	        25346	      25414	µSA	 662	-0.27%
Mobile-Daphne-Fairhope, AL                                 	       599294	     595257	CSA	  86	+0.68%	Mobile, AL MSA | Daphne-Fairhope-Foley, AL µSA
Modesto, CA                                                	       518522	     514453	MSA	  99	+0.79%
Monroe, WI                                                 	        36891	      36842	µSA	 576	+0.13%
Monroe-Bastrop, LA                                         	       205259	     204420	CSA	 186	+0.41%	Monroe, LA MSA | Bastrop, LA µSA
Montgomery-Alexander City, AL                              	       430944	     427691	CSA	 114	+0.76%	Montgomery, AL MSA | Alexander City, AL µSA
Montrose, CO                                               	        41011	      41276	µSA	 533	-0.64%
Morehead City, NC                                          	        67373	      66469	µSA	 401	+1.36%
Morgan City, LA                                            	        54210	      54650	µSA	 447	-0.81%
Morgantown, WV                                             	       132251	     129709	MSA	 271	+1.96%
Moscow, ID                                                 	        37704	      37244	µSA	 564	+1.24%
Moses Lake, WA                                             	        91265	      89120	µSA	 339	+2.41%
Moultrie, GA                                               	        45645	      45498	µSA	 500	+0.32%
Mount Pleasant, MI                                         	        70622	      70311	µSA	 389	+0.44%
Mount Pleasant, TX                                         	        32596	      32334	µSA	 606	+0.81%
Mount Vernon, IL                                           	        47138	      47284	µSA	 488	-0.31%
Mountain Home, AR                                          	        41536	      41513	µSA	 527	+0.06%
Mountain Home, ID                                          	        26346	      27038	µSA	 652	-2.56%
Muncie, IN                                                 	       117660	     117671	MSA	 293	-0.01%
Murray, KY                                                 	        37544	      37191	µSA	 567	+0.95%
Muscatine, IA                                              	        54184	      54132	µSA	 448	+0.10%
Muskogee, OK                                               	        71003	      70990	µSA	 387	+0.02%
Myrtle Beach-Conway-Georgetown, SC                         	       336331	     329449	CSA	 133	+2.09%	Myrtle Beach-North Myrtle Beach-Conway, SC MSA | Georgetown, SC µSA
Nacogdoches, TX                                            	        65466	      64524	µSA	 407	+1.46%
Naples-Marco Island, FL                                    	       328134	     321520	MSA	 136	+2.06%
Nashville-Davidson-Murfreesboro-Columbia, TN               	      1698651	    1670890	CSA	  36	+1.66%	Nashville-Davidson-Murfreesboro-Franklin, TN MSA | Columbia, TN µSA
Natchez, MS-LA                                             	        52943	      53119	µSA	 459	-0.33%
Natchitoches, LA                                           	        39442	      39566	µSA	 544	-0.31%
New Bern, NC                                               	       128003	     126802	µSA	 277	+0.95%
New Orleans-Metairie-Bogalusa, LA                          	      1238228	    1214932	CSA	  47	+1.92%	New Orleans-Metairie-Kenner, LA MSA | Bogalusa, LA µSA
New Philadelphia-Dover, OH                                 	        92508	      92582	µSA	 334	-0.08%
New Ulm, MN                                                	        25734	      25893	µSA	 660	-0.61%
New York-Newark-Bridgeport, NY-NJ-CT-PA                    	     22214083	   22085649	CSA	   1	+0.58%	New York-Northern New Jersey-Long Island, NY-NJ-PA MSA | Bridgeport-Stamford-Norwalk, CT MSA | New Haven-Milford, CT MSA | Poughkeepsie-Newburgh-Middletown, NY MSA | Trenton-Ewing, NJ MSA | Torrington, CT µSA | Kingston, NY MSA
Niles-Benton Harbor, MI                                    	       156941	     156813	MSA	 233	+0.08%
Nogales, AZ                                                	        47676	      47420	µSA	 484	+0.54%
Norfolk, NE                                                	        48302	      48271	µSA	 479	+0.06%
North Platte, NE                                           	        37456	      37590	µSA	 569	-0.36%
North Wilkesboro, NC                                       	        68984	      69340	µSA	 395	-0.51%
Norwalk, OH                                                	        59496	      59626	µSA	 428	-0.22%
Norwich-New London, CT                                     	       273502	     274055	MSA	 153	-0.20%
Ocala, FL                                                  	       332529	     331298	MSA	 134	+0.37%
Ocean City, NJ                                             	        96601	      97265	MSA	 328	-0.68%
Ogdensburg-Massena, NY                                     	       111690	     111944	µSA	 303	-0.23%
Oil City, PA                                               	        54683	      54984	µSA	 446	-0.55%
Okeechobee, FL                                             	        40140	      39996	µSA	 540	+0.36%
Oklahoma City-Shawnee, OK                                  	      1348333	    1322429	CSA	  41	+1.96%	Oklahoma City, OK MSA | Shawnee, OK µSA
Omaha-Council Bluffs-Fremont, NE-IA                        	       913883	     902041	CSA	  58	+1.31%	Omaha-Council Bluffs, NE-IA MSA | Fremont, NE µSA
Oneonta, NY                                                	        61917	      62259	µSA	 420	-0.55%
Ontario, OR-ID                                             	        53692	      53936	µSA	 451	-0.45%
Orangeburg, SC                                             	        91910	      92501	µSA	 335	-0.64%
Orlando-Deltona-Daytona Beach, FL                          	      2861296	    2818120	CSA	  20	+1.53%	Orlando-Kissimmee-Sanford, FL MSA | Deltona-Daytona Beach-Ormond Beach, FL MSA | Palm Coast, FL MSA | The Villages, FL µSA
Oskaloosa, IA                                              	        22530	      22381	µSA	 682	+0.67%
Ottawa-Streator, IL                                        	       154092	     154908	µSA	 239	-0.53%
Ottumwa, IA                                                	        35421	      35625	µSA	 586	-0.57%
Owatonna, MN                                               	        36534	      36576	µSA	 580	-0.11%
Owensboro, KY                                              	       115333	     114752	MSA	 296	+0.51%
Oxford, MS                                                 	        48472	      47351	µSA	 477	+2.37%
Paducah-Mayfield, KY-IL                                    	       136609	     135883	CSA	 261	+0.53%	Paducah, KY-IL µSA | Mayfield, KY µSA
Palatka, FL                                                	        74041	      74364	µSA	 377	-0.43%
Palestine, TX                                              	        58308	      58458	µSA	 433	-0.26%
Palm Bay-Melbourne-Titusville, FL                          	       543566	     543376	MSA	  94	+0.03%
Pampa, TX                                                  	        23571	      23464	µSA	 674	+0.46%
Panama City-Lynn Haven-Panama City Beach, FL               	       169856	     168852	MSA	 217	+0.59%
Paris, TN                                                  	        32352	      32330	µSA	 609	+0.07%
Paris, TX                                                  	        50074	      49793	µSA	 472	+0.56%
Parkersburg-Marietta-Vienna, WV-OH                         	       162248	     162056	MSA	 226	+0.12%
Parsons, KS                                                	        21511	      21607	µSA	 690	-0.44%
Payson, AZ                                                 	        53144	      53597	µSA	 458	-0.85%
Pecos, TX                                                  	        13757	      13783	µSA	 714	-0.19%
Pendleton-Hermiston, OR                                    	        87894	      87062	µSA	 346	+0.96%
Pensacola-Ferry Pass-Brent, FL                             	       453218	     448991	MSA	 107	+0.94%
Peoria-Canton, IL                                          	       416518	     416255	CSA	 117	+0.06%	Peoria, IL MSA | Canton, IL µSA
Philadelphia-Camden-Vineland, PA-NJ-DE-MD                  	      6562287	    6533683	CSA	   8	+0.44%	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA | Reading, PA MSA | Vineland-Millville-Bridgeton, NJ MSA
Phoenix Lake-Cedar Ridge, CA                               	        54953	      55365	µSA	 444	-0.74%
Phoenix-Mesa-Glendale, AZ                                  	      4263236	    4192887	MSA	  14	+1.68%
Picayune, MS                                               	        55718	      55834	µSA	 439	-0.21%
Pierre, SD                                                 	        20294	      19988	µSA	 700	+1.53%
Pittsburg, KS                                              	        39220	      39134	µSA	 547	+0.22%
Pittsburgh-New Castle, PA                                  	      2450281	    2447393	CSA	  23	+0.12%	Pittsburgh, PA MSA | New Castle, PA µSA
Pittsfield, MA                                             	       130458	     131219	MSA	 273	-0.58%
Plainview, TX                                              	        36498	      36273	µSA	 582	+0.62%
Platteville, WI                                            	        51210	      51208	µSA	 468	+0.00%
Plattsburgh, NY                                            	        81945	      82128	µSA	 357	-0.22%
Pocatello, ID                                              	        91457	      90656	MSA	 336	+0.88%
Point Pleasant, WV-OH                                      	        58268	      58258	µSA	 434	+0.02%
Ponca City, OK                                             	        46159	      46562	µSA	 495	-0.87%
Pontiac, IL                                                	        38885	      38950	µSA	 551	-0.17%
Poplar Bluff, MO                                           	        43082	      42794	µSA	 518	+0.67%
Port Angeles, WA                                           	        71838	      71404	µSA	 385	+0.61%
Port St. Lucie-Sebastian-Vero Beach, FL                    	       566768	     562135	CSA	  89	+0.82%	Port St. Lucie, FL MSA | Sebastian-Vero Beach, FL MSA
Portland-Lewiston-South Portland, ME                       	       623205	     621800	CSA	  83	+0.23%	Portland-South Portland-Biddeford, ME MSA | Lewiston-Auburn, ME MSA
Portland-Vancouver-Hillsboro, OR-WA                        	      2262605	    2226009	MSA	  25	+1.64%
Portsmouth, OH                                             	        79277	      79499	µSA	 365	-0.28%
Pottsville, PA                                             	       147513	     148289	µSA	 248	-0.52%
Prescott, AZ                                               	       211888	     211033	MSA	 181	+0.41%
Price, UT                                                  	        21318	      21403	µSA	 693	-0.40%
Provo-Orem, UT                                             	       540834	     526810	MSA	  95	+2.66%
Pueblo, CO                                                 	       160545	     159063	MSA	 227	+0.93%
Pullman, WA                                                	        45077	      44776	µSA	 508	+0.67%
Quincy, IL-MO                                              	        77314	      77314	µSA	 369	0.00%
Raleigh-Durham-Cary, NC                                    	      1795750	    1749525	CSA	  33	+2.64%	Raleigh-Cary, NC MSA | Durham-Chapel Hill, NC MSA | Dunn, NC µSA
Rapid City, SD                                             	       128361	     126382	MSA	 275	+1.57%
Red Bluff, CA                                              	        63601	      63463	µSA	 415	+0.22%
Redding, CA                                                	       177774	     177223	MSA	 208	+0.31%
Reno-Sparks-Fernley, NV                                    	       481477	     477397	CSA	 101	+0.85%	Reno-Sparks, NV MSA | Fernley, NV µSA
Rexburg, ID                                                	        50992	      50778	µSA	 469	+0.42%
Richmond, IN                                               	        68643	      68917	µSA	 396	-0.40%
Richmond, VA                                               	      1269380	    1258251	MSA	  46	+0.88%
Rio Grande City-Roma, TX                                   	        61715	      60968	µSA	 421	+1.23%
Riverton, WY                                               	        40579	      40123	µSA	 539	+1.14%
Roanoke Rapids, NC                                         	        76066	      76790	µSA	 373	-0.94%
Roanoke, VA                                                	       308861	     308707	MSA	 139	+0.05%
Rochester, MN                                              	       187612	     186011	MSA	 199	+0.86%
Rochester-Batavia-Seneca Falls, NY                         	      1150469	    1149653	CSA	  51	+0.07%	Rochester, NY MSA | Batavia, NY µSA | Seneca Falls, NY µSA
Rock Springs, WY                                           	        44175	      43806	µSA	 511	+0.84%
Rockford-Freeport-Rochelle, IL                             	       449038	     450639	CSA	 109	-0.36%	Rockford, IL MSA | Rochelle, IL µSA | Freeport, IL µSA
Rockingham, NC                                             	        46611	      46639	µSA	 493	-0.06%
Rockland, ME                                               	        39708	      39736	µSA	 543	-0.07%
Rocky Mount, NC                                            	       152157	     152392	MSA	 242	-0.15%
Rolla, MO                                                  	        45020	      45156	µSA	 509	-0.30%
Rome, GA                                                   	        95989	      96317	MSA	 329	-0.34%
Roseburg, OR                                               	       107490	     107667	µSA	 307	-0.16%
Roswell, NM                                                	        65890	      65645	µSA	 404	+0.37%
Ruidoso, NM                                                	        20454	      20497	µSA	 698	-0.21%
Russellville, AR                                           	        84391	      83939	µSA	 353	+0.54%
Ruston, LA                                                 	        63179	      63009	µSA	 416	+0.27%
Rutland, VT                                                	        61289	      61642	µSA	 423	-0.57%
Sacramento-Arden-Arcade-Yuba City, CA-NV                   	      2489230	    2461780	CSA	  22	+1.12%	Sacramento-Arden Arcade-Roseville, CA MSA | Yuba City, CA MSA | Truckee-Grass Valley, CA µSA | Gardnerville Ranchos, NV µSA
Safford, AZ                                                	        45753	      45657	µSA	 498	+0.21%
Saginaw-Bay City-Saginaw Township North, MI                	       306198	     307940	CSA	 141	-0.57%	Saginaw-Saginaw Township North, MI MSA | Bay City, MI MSA
Salem, OR                                                  	       394865	     390738	MSA	 123	+1.06%
Salina, KS                                                 	        61963	      61697	µSA	 419	+0.43%
Salinas, CA                                                	       421898	     415057	MSA	 116	+1.65%
Salisbury-Ocean Pines, MD                                  	       177043	     176657	CSA	 210	+0.22%	Salisbury, MD MSA | Ocean Pines, MD µSA
Salt Lake City-Ogden-Clearfield, UT                        	      1776528	    1744886	CSA	  34	+1.81%	Salt Lake City, UT MSA | Ogden-Clearfield, UT MSA | Brigham City, UT µSA | Heber, UT µSA
San Angelo, TX                                             	       113443	     111823	MSA	 299	+1.45%
San Antonio-New Braunfels, TX                              	      2194927	    2142508	MSA	  26	+2.45%
San Diego-Carlsbad-San Marcos, CA                          	      3140069	    3095313	MSA	  17	+1.45%
San Jose-San Francisco-Oakland, CA                         	      7563460	    7468390	CSA	   6	+1.27%	San Francisco-Oakland-Fremont, CA MSA | San Jose-Sunnyvale-Santa Clara, CA MSA | Santa Rosa-Petaluma, CA MSA | Vallejo-Fairfield, CA MSA | Santa Cruz-Watsonville, CA MSA | Napa, CA MSA
San Luis Obispo-Paso Robles, CA                            	       271969	     269637	MSA	 154	+0.86%
Sandusky, OH                                               	        76751	      77079	MSA	 371	-0.43%
Sanford, NC                                                	        58752	      57866	µSA	 431	+1.53%
Santa Barbara-Santa Maria-Goleta, CA                       	       426878	     423895	MSA	 115	+0.70%
Santa Fe-Espanola, NM                                      	       186094	     184416	CSA	 201	+0.91%	Santa Fe, NM MSA | Espanola, NM µSA
Sarasota-Bradenton-Punta Gorda, FL                         	       869866	     862259	CSA	  61	+0.88%	Bradenton-Sarasota-Venice, FL MSA | Punta Gorda, FL MSA
Sault Ste. Marie, MI                                       	        38797	      38520	µSA	 555	+0.72%
Savannah-Hinesville-Fort Stewart, GA                       	       436163	     425528	CSA	 113	+2.50%	Savannah, GA MSA | Hinesville-Fort Stewart, GA MSA
Sayre, PA                                                  	        62917	      62622	µSA	 417	+0.47%
Scottsbluff, NE                                            	        37728	      37660	µSA	 563	+0.18%
Scottsboro, AL                                             	        53291	      53227	µSA	 453	+0.12%
Scranton-Wilkes-Barre, PA                                  	       563223	     563631	MSA	  91	-0.07%
Seaford, DE                                                	       200330	     197145	µSA	 193	+1.62%
Seattle-Tacoma-Olympia, WA                                 	      4269349	    4199312	CSA	  13	+1.67%	Seattle-Tacoma-Bellevue, WA MSA | Olympia, WA MSA | Bremerton-Silverdale, WA MSA | Mount Vernon-Anacortes, WA MSA | Oak Harbor, WA µSA | Shelton, WA µSA
Sebring, FL                                                	        98630	      98786	µSA	 324	-0.16%
Sedalia, MO                                                	        42178	      42201	µSA	 522	-0.05%
Selma, AL                                                  	        43332	      43820	µSA	 513	-1.11%
Seymour, IN                                                	        42966	      42376	µSA	 519	+1.39%
Sheboygan, WI                                              	       115149	     115507	MSA	 297	-0.31%
Shelbyville, TN                                            	        45509	      45058	µSA	 502	+1.00%
Sheridan, WY                                               	        29239	      29116	µSA	 635	+0.42%
Show Low, AZ                                               	       107398	     107449	µSA	 310	-0.05%
Shreveport-Bossier City-Minden, LA                         	       444883	     439811	CSA	 110	+1.15%	Shreveport-Bossier City, LA MSA | Minden, LA µSA
Sidney, OH                                                 	        49307	      49423	µSA	 474	-0.23%
Sierra Vista-Douglas, AZ                                   	       133289	     131346	µSA	 270	+1.48%
Silver City, NM                                            	        29380	      29514	µSA	 631	-0.45%
Silverthorne, CO                                           	        27972	      27994	µSA	 642	-0.08%
Sioux City-Vermillion, IA-NE-SD                            	       158113	     157441	CSA	 231	+0.43%	Sioux City, IA-NE-SD MSA | Vermillion, SD µSA
Sioux Falls, SD                                            	       232433	     228261	MSA	 172	+1.83%
Snyder, TX                                                 	        16919	      16921	µSA	 707	-0.01%
Somerset, KY                                               	        63657	      63063	µSA	 414	+0.94%
Somerset, PA                                               	        77405	      77742	µSA	 367	-0.43%
South Bend-Elkhart-Mishawaka, IN-MI                        	       564679	     563834	CSA	  90	+0.15%	South Bend-Mishawaka, IN-MI MSA | Elkhart-Goshen, IN MSA | Plymouth, IN µSA
Southern Pines-Pinehurst, NC                               	        89352	      88247	µSA	 341	+1.25%
Spearfish, SD                                              	        24312	      24097	µSA	 671	+0.89%
Spencer, IA                                                	        16590	      16667	µSA	 709	-0.46%
Spirit Lake, IA                                            	        16899	      16667	µSA	 708	+1.39%
Spokane, WA                                                	       473761	     471221	MSA	 103	+0.54%
Springfield, IL                                            	       211547	     210170	MSA	 182	+0.66%
Springfield, MA                                            	       693204	     692942	MSA	  73	+0.04%
Springfield, MO                                            	       440142	     436712	MSA	 111	+0.79%
St. George, UT                                             	       141666	     138115	MSA	 257	+2.57%
St. Joseph, MO-KS                                          	       127574	     127329	MSA	 279	+0.19%
St. Louis-St. Charles-Farmington, MO-IL                    	      2882932	    2878255	CSA	  18	+0.16%	St. Louis, MO-IL MSA | Farmington, MO µSA
St. Marys, GA                                              	        50410	      50513	µSA	 470	-0.20%
St. Marys, PA                                              	        31751	      31946	µSA	 617	-0.61%
Starkville, MS                                             	        47741	      47671	µSA	 482	+0.15%
State College, PA                                          	       154722	     153990	MSA	 237	+0.48%
Statesboro, GA                                             	        72881	      70217	µSA	 382	+3.79%
Staunton-Waynesboro, VA                                    	       118629	     118502	µSA	 290	+0.11%
Stephenville, TX                                           	        38266	      37890	µSA	 558	+0.99%
Sterling, CO                                               	        22619	      22709	µSA	 680	-0.40%
Sterling, IL                                               	        58388	      58498	µSA	 432	-0.19%
Steubenville-Weirton, OH-WV                                	       123243	     124454	MSA	 287	-0.97%
Stevens Point, WI                                          	        70084	      70019	µSA	 391	+0.09%
Stillwater, OK                                             	        77988	      77350	µSA	 366	+0.82%
Stockton, CA                                               	       696214	     685306	MSA	  72	+1.59%
Storm Lake, IA                                             	        20406	      20260	µSA	 699	+0.72%
Sturgis, MI                                                	        61136	      61295	µSA	 424	-0.26%
