fips	state	City Name                                      	Type	CBSA Parent
f39700	16   	Idaho Falls, ID                            	Cit  	26820
f36816	42   	Indiana, PA                                	Cit  	26860
f36003	18   	Indianapolis city (balance), IN            	Cit  	26900
f10342	18   	Carmel, IN                                 	Cit  	26900
f34740	28   	Indianola, MS                              	Cit  	26940
f38595	19   	Iowa City, IA                              	Cit  	26980
f40960	26   	Iron Mountain, MI                          	Cit  	27020
f38077	36   	Ithaca, NY                                 	Cit  	27060
f41420	26   	Jackson, MI                                	Cit  	27100
f36000	28   	Jackson, MS                                	Cit  	27140
f37640	47   	Jackson, TN                                	Cit  	27180
f40120	56   	Jackson, WY                                	Cit  	27220
f35000	12   	Jacksonville, FL                           	Cit  	27260
f38115	17   	Jacksonville, IL                           	Cit  	27300
f34200	37   	Jacksonville, NC                           	Cit  	27340
f37216	48   	Jacksonville, TX                           	Cit  	27380
f40580	38   	Jamestown, ND                              	Cit  	27420
f38264	36   	Jamestown, NY                              	Cit  	27460
f21105	36   	Dunkirk, NY                                	Cit  	27460
f27419	36   	Fredonia, NY                               	Cit  	27460
f37825	55   	Janesville, WI                             	Cit  	27500
f37782	18   	Jasper, IN                                 	Cit  	27540
f38370	72   	Jayuya, PR                                 	Cit  	27580
f37000	29   	Jefferson City, MO                         	Cit  	27620
f38355	22   	Jennings, LA                               	Cit  	27660
f42268	13   	Jesup, GA                                  	Cit  	27700
f38320	47   	Johnson City, TN                           	Cit  	27740
f38288	42   	Johnstown, PA                              	Cit  	27780
f35710	05   	Jonesboro, AR                              	Cit  	27860
f37592	29   	Joplin, MO                                 	Cit  	27900
f36400	02   	Juneau, AK                                 	Cit  	27940
f22700	15   	Kahului, HI                                	Cit  	27980
f77450	15   	Wailuku, HI                                	Cit  	27980
f42160	26   	Kalamazoo, MI                              	Cit  	28020
f65560	26   	Portage, MI                                	Cit  	28020
f40075	30   	Kalispell, MT                              	Cit  	28060
f38934	17   	Kankakee, IL                               	Cit  	28100
f07744	17   	Bradley, IL                                	Cit  	28100
f38000	29   	Kansas City, MO                            	Cit  	28140
f53775	20   	Overland Park, KS                          	Cit  	28140
f36000	20   	Kansas City, KS                            	Cit  	28140
f28850	15   	Kapaa, HI                                  	Cit  	28180
f25055	31   	Kearney, NE                                	Cit  	28260
f39300	33   	Keene, NH                                  	Cit  	28300
f39402	18   	Kendallville, IN                           	Cit  	28340
f38306	29   	Kennett, MO                                	Cit  	28380
f35275	53   	Kennewick, WA                              	Cit  	28420
f53545	53   	Pasco, WA                                  	Cit  	28420
f58235	53   	Richland, WA                               	Cit  	28420
f39040	48   	Kerrville, TX                              	Cit  	28500
f38970	02   	Ketchikan, AK                              	Cit  	28540
f36550	12   	Key West, FL                               	Cit  	28580
f35720	37   	Kill Devil Hills, NC                       	Cit  	28620
f39148	48   	Killeen, TX                                	Cit  	28660
f72176	48   	Temple, TX                                 	Cit  	28660
f26736	48   	Fort Hood, TX                              	Cit  	28660
f39560	47   	Kingsport, TN                              	Cit  	28700
f08540	47   	Bristol, TN                                	Cit  	28700
f09816	51   	Bristol, VA                                	Cit  	28700
f39727	36   	Kingston, NY                               	Cit  	28740
f39352	48   	Kingsville, TX                             	Cit  	28780
f35920	37   	Kinston, NC                                	Cit  	28820
f39026	29   	Kirksville, MO                             	Cit  	28860
f39700	41   	Klamath Falls, OR                          	Cit  	28900
f40000	47   	Knoxville, TN                              	Cit  	28940
f40950	02   	Kodiak, AK                                 	Cit  	28980
f40392	18   	Kokomo, IN                                 	Cit  	29020
f40180	33   	Laconia, NH                                	Cit  	29060
f40775	55   	La Crosse, WI                              	Cit  	29100
f40788	18   	Lafayette, IN                              	Cit  	29140
f40735	22   	Lafayette, LA                              	Cit  	29180
f40180	47   	La Follette, TN                            	Cit  	29220
f40350	41   	La Grande, OR                              	Cit  	29260
f44340	13   	LaGrange, GA                               	Cit  	29300
f41155	22   	Lake Charles, LA                           	Cit  	29340
f37775	12   	Lake City, FL                              	Cit  	29380
f39370	04   	Lake Havasu City, AZ                       	Cit  	29420
f37620	04   	Kingman, AZ                                	Cit  	29420
f38250	12   	Lakeland, FL                               	Cit  	29460
f78275	12   	Winter Haven, FL                           	Cit  	29460
f41164	48   	Lamesa, TX                                 	Cit  	29500
f41216	42   	Lancaster, PA                              	Cit  	29540
f39895	45   	Lancaster, SC                              	Cit  	29580
f46000	26   	Lansing, MI                                	Cit  	29620
f24120	26   	East Lansing, MI                           	Cit  	29620
f45050	56   	Laramie, WY                                	Cit  	29660
f41464	48   	Laredo, TX                                 	Cit  	29700
f39380	35   	Las Cruces, NM                             	Cit  	29740
f39940	35   	Las Vegas, NM                              	Cit  	29780
f40000	32   	Las Vegas, NV                              	Cit  	29820
f54600	32   	Paradise, NV                               	Cit  	29820
f39640	28   	Laurel, MS                                 	Cit  	29860
f37220	37   	Laurinburg, NC                             	Cit  	29900
f38900	20   	Lawrence, KS                               	Cit  	29940
f41340	47   	Lawrenceburg, TN                           	Cit  	29980
f41850	40   	Lawton, OK                                 	Cit  	30020
f41168	29   	Lebanon, MO                                	Cit  	30060
f41300	33   	Lebanon, NH                                	Cit  	30100
f42168	42   	Lebanon, PA                                	Cit  	30140
f42448	48   	Levelland, TX                              	Cit  	30220
f42976	42   	Lewisburg, PA                              	Cit  	30260
f41860	47   	Lewisburg, TN                              	Cit  	30280
f46540	16   	Lewiston, ID                               	Cit  	30300
f38740	23   	Lewiston, ME                               	Cit  	30340
f02060	23   	Auburn, ME                                 	Cit  	30340
f43000	42   	Lewistown, PA                              	Cit  	30380
f26910	31   	Lexington, NE                              	Cit  	30420
f46027	21   	Lexington-Fayette, KY                      	Cit  	30460
f46725	24   	Lexington Park, MD                         	Cit  	30500
f39825	20   	Liberal, KS                                	Cit  	30580
f43554	39   	Lima, OH                                   	Cit  	30620
f43536	17   	Lincoln, IL                                	Cit  	30660
f28000	31   	Lincoln, NE                                	Cit  	30700
f38320	37   	Lincolnton, NC                             	Cit  	30740
f41000	05   	Little Rock, AR                            	Cit  	30780
f50450	05   	North Little Rock, AR                      	Cit  	30780
f15190	05   	Conway, AR                                 	Cit  	30780
f44128	42   	Lock Haven, PA                             	Cit  	30820
f45860	49   	Logan, UT                                  	Cit  	30860
f44658	18   	Logansport, IN                             	Cit  	30900
f47476	21   	London, KY                                 	Cit  	30940
f43888	48   	Longview, TX                               	Cit  	30980
f40245	53   	Longview, WA                               	Cit  	31020
f42320	35   	Los Alamos, NM                             	Cit  	31060
f44000	06   	Los Angeles, CA                            	Cit  	31100
f43000	06   	Long Beach, CA                             	Cit  	31100
f69000	06   	Santa Ana, CA                              	Cit  	31100
f02000	06   	Anaheim, CA                                	Cit  	31100
f36770	06   	Irvine, CA                                 	Cit  	31100
f30000	06   	Glendale, CA                               	Cit  	31100
f58072	06   	Pomona, CA                                 	Cit  	31100
f56000	06   	Pasadena, CA                               	Cit  	31100
f80000	06   	Torrance, CA                               	Cit  	31100
f53980	06   	Orange, CA                                 	Cit  	31100
f28000	06   	Fullerton, CA                              	Cit  	31100
f16532	06   	Costa Mesa, CA                             	Cit  	31100
f08954	06   	Burbank, CA                                	Cit  	31100
f15044	06   	Compton, CA                                	Cit  	31100
f11530	06   	Carson, CA                                 	Cit  	31100
f70000	06   	Santa Monica, CA                           	Cit  	31100
f51182	06   	Newport Beach, CA                          	Cit  	31100
f80854	06   	Tustin, CA                                 	Cit  	31100
f48816	06   	Montebello, CA                             	Cit  	31100
f48914	06   	Monterey Park, CA                          	Cit  	31100
f28168	06   	Gardena, CA                                	Cit  	31100
f02462	06   	Arcadia, CA                                	Cit  	31100
f55618	06   	Paramount, CA                              	Cit  	31100
f25380	06   	Fountain Valley, CA                        	Cit  	31100
f12552	06   	Cerritos, CA                               	Cit  	31100
f48006	21   	Louisville/Jefferson County (balance), KY  	Cit  	31140
f45000	48   	Lubbock, TX                                	Cit  	31180
f45072	48   	Lufkin, TX                                 	Cit  	31260
f39700	37   	Lumberton, NC                              	Cit  	31300
f47672	51   	Lynchburg, VA                              	Cit  	31340
f45889	17   	Macomb, IL                                 	Cit  	31380
f49000	13   	Macon, GA                                  	Cit  	31420
f45022	06   	Madera, CA                                 	Cit  	31460
f13294	06   	Chowchilla, CA                             	Cit  	31460
f45990	18   	Madison, IN                                	Cit  	31500
f48000	55   	Madison, WI                                	Cit  	31540
f49368	21   	Madisonville, KY                           	Cit  	31580
f43460	05   	Magnolia, AR                               	Cit  	31620
f44710	36   	Malone, NY                                 	Cit  	31660
f45140	33   	Manchester, NH                             	Cit  	31700
f50260	33   	Nashua, NH                                 	Cit  	31700
f44250	20   	Manhattan, KS                              	Cit  	31740
f48500	55   	Manitowoc, WI                              	Cit  	31820
f39878	27   	Mankato, MN                                	Cit  	31860
f47068	27   	North Mankato, MN                          	Cit  	31860
f47138	39   	Mansfield, OH                              	Cit  	31900
f46584	48   	Marble Falls, TX                           	Cit  	31920
f49300	55   	Marinette, WI                              	Cit  	31940
f46908	18   	Marion, IN                                 	Cit  	31980
f47754	39   	Marion, OH                                 	Cit  	32020
f46916	17   	Marion, IL                                 	Cit  	32060
f34358	17   	Herrin, IL                                 	Cit  	32060
f51900	26   	Marquette, MI                              	Cit  	32100
f40688	27   	Marshall, MN                               	Cit  	32140
f46316	29   	Marshall, MO                               	Cit  	32180
f46776	48   	Marshall, TX                               	Cit  	32220
f49755	19   	Marshalltown, IA                           	Cit  	32260
f49675	55   	Marshfield, WI                             	Cit  	32270
f88200	55   	Wisconsin Rapids, WI                       	Cit  	32270
f46240	47   	Martin, TN                                 	Cit  	32280
f49784	51   	Martinsville, VA                           	Cit  	32300
f46640	29   	Maryville, MO                              	Cit  	32340
f50160	19   	Mason City, IA                             	Cit  	32380
f52431	72   	Mayagüez, PR                               	Cit  	32420
f50898	21   	Mayfield, KY                               	Cit  	32460
f51024	21   	Maysville, KY                              	Cit  	32500
f44800	40   	McAlester, OK                              	Cit  	32540
f45384	48   	McAllen, TX                                	Cit  	32580
f22660	48   	Edinburg, TX                               	Cit  	32580
f48768	48   	Mission, TX                                	Cit  	32580
f57200	48   	Pharr, TX                                  	Cit  	32580
f43280	28   	McComb, MS                                 	Cit  	32620
f45100	47   	McMinnville, TN                            	Cit  	32660
f43950	20   	McPherson, KS                              	Cit  	32700
f48360	42   	Meadville, PA                              	Cit  	32740
f47000	41   	Medford, OR                                	Cit  	32780
f48000	47   	Memphis, TN                                	Cit  	32820
f51025	55   	Menomonie, WI                              	Cit  	32860
f46898	06   	Merced, CA                                 	Cit  	32900
f46640	28   	Meridian, MS                               	Cit  	32940
f51250	55   	Merrill, WI                                	Cit  	32980
f47648	29   	Mexico, MO                                 	Cit  	33020
f48000	40   	Miami, OK                                  	Cit  	33060
f45000	12   	Miami, FL                                  	Cit  	33100
f24000	12   	Fort Lauderdale, FL                        	Cit  	33100
f58050	12   	Pompano Beach, FL                          	Cit  	33100
f76600	12   	West Palm Beach, FL                        	Cit  	33100
f45025	12   	Miami Beach, FL                            	Cit  	33100
f36100	12   	Kendall, FL                                	Cit  	33100
f07300	12   	Boca Raton, FL                             	Cit  	33100
f16725	12   	Deerfield Beach, FL                        	Cit  	33100
f07875	12   	Boynton Beach, FL                          	Cit  	33100
f17100	12   	Delray Beach, FL                           	Cit  	33100
f32275	12   	Homestead, FL                              	Cit  	33100
f48798	18   	Michigan City, IN                          	Cit  	33140
f42246	18   	La Porte, IN                               	Cit  	33140
f51924	21   	Middlesborough, KY                         	Cit  	33180
f53780	26   	Midland, MI                                	Cit  	33220
f48072	48   	Midland, TX                                	Cit  	33260
f51492	13   	Milledgeville, GA                          	Cit  	33300
f53000	55   	Milwaukee, WI                              	Cit  	33340
f84250	55   	Waukesha, WI                               	Cit  	33340
f85300	55   	West Allis, WI                             	Cit  	33340
f50885	22   	Minden, LA                                 	Cit  	33380
f48684	48   	Mineral Wells, TX                          	Cit  	33420
f43000	27   	Minneapolis, MN                            	Cit  	33460
f58000	27   	St. Paul, MN                               	Cit  	33460
f06616	27   	Bloomington, MN                            	Cit  	33460
f51730	27   	Plymouth, MN                               	Cit  	33460
f17288	27   	Eagan, MN                                  	Cit  	33460
f18116	27   	Eden Prairie, MN                           	Cit  	33460
f43252	27   	Minnetonka, MN                             	Cit  	33460
f53380	38   	Minot, ND                                  	Cit  	33500
f50200	30   	Missoula, MT                               	Cit  	33540
f43100	46   	Mitchell, SD                               	Cit  	33580
f49034	29   	Moberly, MO                                	Cit  	33620
f50000	01   	Mobile, AL                                 	Cit  	33660
f48354	06   	Modesto, CA                                	Cit  	33700
f51410	22   	Monroe, LA                                 	Cit  	33740
f55020	26   	Monroe, MI                                 	Cit  	33780
f53750	55   	Monroe, WI                                 	Cit  	33820
f51000	01   	Montgomery, AL                             	Cit  	33860
f51745	08   	Montrose, CO                               	Cit  	33940
f44320	37   	Morehead City, NC                          	Cit  	33980
f52040	22   	Morgan City, LA                            	Cit  	34020
f55756	54   	Morgantown, WV                             	Cit  	34060
f50280	47   	Morristown, TN                             	Cit  	34100
f54550	16   	Moscow, ID                                 	Cit  	34140
f47245	53   	Moses Lake, WA                             	Cit  	34180
f53060	13   	Moultrie, GA                               	Cit  	34220
f47390	05   	Mountain Home, AR                          	Cit  	34260
f54730	16   	Mountain Home, ID                          	Cit  	34300
f44800	37   	Mount Airy, NC                             	Cit  	34340
f56020	26   	Mount Pleasant, MI                         	Cit  	34380
f49800	48   	Mount Pleasant, TX                         	Cit  	34420
f54084	21   	Mount Sterling, KY                         	Cit  	34460
f51180	17   	Mount Vernon, IL                           	Cit  	34500
f53102	39   	Mount Vernon, OH                           	Cit  	34540
f47560	53   	Mount Vernon, WA                           	Cit  	34580
f01990	53   	Anacortes, WA                              	Cit  	34580
f51876	18   	Muncie, IN                                 	Cit  	34620
f54642	21   	Murray, KY                                 	Cit  	34660
f55110	19   	Muscatine, IA                              	Cit  	34700
f56320	26   	Muskegon, MI                               	Cit  	34740
f59140	26   	Norton Shores, MI                          	Cit  	34740
f50050	40   	Muskogee, OK                               	Cit  	34780
f49075	45   	Myrtle Beach, SC                           	Cit  	34820
f51280	45   	North Myrtle Beach, SC                     	Cit  	34820
f16405	45   	Conway, SC                                 	Cit  	34820
f50256	48   	Nacogdoches, TX                            	Cit  	34860
f50258	06   	Napa, CA                                   	Cit  	34900
f47625	12   	Naples, FL                                 	Cit  	34940
f43083	12   	Marco Island, FL                           	Cit  	34940
f52006	47   	Nashville-Davidson (balance), TN           	Cit  	34980
f51560	47   	Murfreesboro, TN                           	Cit  	34980
f27740	47   	Franklin, TN                               	Cit  	34980
f50440	28   	Natchez, MS                                	Cit  	35020
f53545	22   	Natchitoches, LA                           	Cit  	35060
f46340	37   	New Bern, NC                               	Cit  	35100
f49570	45   	Newberry, SC                               	Cit  	35140
f52740	18   	New Castle, IN                             	Cit  	35220
f53368	42   	New Castle, PA                             	Cit  	35260
f52000	09   	New Haven, CT                              	Cit  	35300
f47515	09   	Milford city (balance), CT                 	Cit  	35300
f54035	22   	New Iberia, LA                             	Cit  	35340
f55000	22   	New Orleans, LA                            	Cit  	35380
f50115	22   	Metairie, LA                               	Cit  	35380
f39475	22   	Kenner, LA                                 	Cit  	35380
f55216	39   	New Philadelphia, OH                       	Cit  	35420
f22456	39   	Dover, OH                                  	Cit  	35420
f53000	47   	Newport, TN                                	Cit  	35460
f56505	19   	Newton, IA                                 	Cit  	35500
f46042	27   	New Ulm, MN                                	Cit  	35580
f51000	36   	New York, NY                               	Cit  	35620
f51000	34   	Newark, NJ                                 	Cit  	35620
f20260	34   	Edison, NJ                                 	Cit  	35620
f81677	36   	White Plains, NY                           	Cit  	35620
f77870	34   	Wayne, NJ                                  	Cit  	35620
f74510	34   	Union, NJ                                  	Cit  	35620
f51210	34   	New Brunswick, NJ                          	Cit  	35620
f57760	26   	Niles, MI                                  	Cit  	35660
f07520	26   	Benton Harbor, MI                          	Cit  	35660
f49640	04   	Nogales, AZ                                	Cit  	35700
f34615	31   	Norfolk, NE                                	Cit  	35740
f35000	31   	North Platte, NE                           	Cit  	35820
f49675	12   	North Port, FL                             	Cit  	35840
f07950	12   	Bradenton, FL                              	Cit  	35840
f64175	12   	Sarasota, FL                               	Cit  	35840
f73900	12   	Venice, FL                                 	Cit  	35840
f55116	18   	North Vernon, IN                           	Cit  	35860
f47880	37   	North Wilkesboro, NC                       	Cit  	35900
f57302	39   	Norwalk, OH                                	Cit  	35940
f56200	09   	Norwich, CT                                	Cit  	35980
f52280	09   	New London, CT                             	Cit  	35980
f50360	53   	Oak Harbor, WA                             	Cit  	36020
f60028	54   	Oak Hill, WV                               	Cit  	36060
f50750	12   	Ocala, FL                                  	Cit  	36100
f54360	34   	Ocean City, NJ                             	Cit  	36140
f58275	24   	Ocean Pines, MD                            	Cit  	36180
f53388	48   	Odessa, TX                                 	Cit  	36220
f55980	49   	Ogden, UT                                  	Cit  	36260
f13850	49   	Clearfield, UT                             	Cit  	36260
f54485	36   	Ogdensburg, NY                             	Cit  	36300
f46019	36   	Massena, NY                                	Cit  	36300
f56456	42   	Oil City, PA                               	Cit  	36340
f51200	12   	Okeechobee, FL                             	Cit  	36380
f55000	40   	Oklahoma City, OK                          	Cit  	36420
f54716	36   	Olean, NY                                  	Cit  	36460
f51300	53   	Olympia, WA                                	Cit  	36500
f37000	31   	Omaha, NE                                  	Cit  	36540
f16860	19   	Council Bluffs, IA                         	Cit  	36540
f54881	36   	Oneonta, NY                                	Cit  	36580
f54900	41   	Ontario, OR                                	Cit  	36620
f58045	22   	Opelousas, LA                              	Cit  	36660
f24565	22   	Eunice, LA                                 	Cit  	36660
f53080	45   	Orangeburg, SC                             	Cit  	36700
f53000	12   	Orlando, FL                                	Cit  	36740
f36950	12   	Kissimmee, FL                              	Cit  	36740
f63650	12   	Sanford, FL                                	Cit  	36740
f60500	55   	Oshkosh, WI                                	Cit  	36780
f55750	55   	Neenah, WI                                 	Cit  	36780
f59925	19   	Oskaloosa, IA                              	Cit  	36820
f56926	17   	Ottawa, IL                                 	Cit  	36860
f73170	17   	Streator, IL                               	Cit  	36860
f60465	19   	Ottumwa, IA                                	Cit  	36900
f49300	27   	Owatonna, MN                               	Cit  	36940
f58620	21   	Owensboro, KY                              	Cit  	36980
f61940	26   	Owosso, MI                                 	Cit  	37020
f54840	28   	Oxford, MS                                 	Cit  	37060
f54652	06   	Oxnard, CA                                 	Cit  	37100
f78582	06   	Thousand Oaks, CA                          	Cit  	37100
f65042	06   	San Buenaventura (Ventura), CA             	Cit  	37100
f10046	06   	Camarillo, CA                              	Cit  	37100
f58836	21   	Paducah, KY                                	Cit  	37140
f53800	32   	Pahrump, NV                                	Cit  	37220
f53875	12   	Palatka, FL                                	Cit  	37260
f54708	48   	Palestine, TX                              	Cit  	37300
f54000	12   	Palm Bay, FL                               	Cit  	37340
f43975	12   	Melbourne, FL                              	Cit  	37340
f71900	12   	Titusville, FL                             	Cit  	37340
f54200	12   	Palm Coast, FL                             	Cit  	37380
f54912	48   	Pampa, TX                                  	Cit  	37420
f54700	12   	Panama City, FL                            	Cit  	37460
f41825	12   	Lynn Haven, FL                             	Cit  	37460
f54725	12   	Panama City Beach, FL                      	Cit  	37460
f53390	05   	Paragould, AR                              	Cit  	37500
f56720	47   	Paris, TN                                  	Cit  	37540
f55080	48   	Paris, TX                                  	Cit  	37580
f62140	54   	Parkersburg, WV                            	Cit  	37620
f47628	39   	Marietta, OH                               	Cit  	37620
f83500	54   	Vienna, WV                                 	Cit  	37620
f54675	20   	Parsons, KS                                	Cit  	37660
f55360	28   	Pascagoula, MS                             	Cit  	37700
f53700	04   	Payson, AZ                                 	Cit  	37740
f56516	48   	Pecos, TX                                  	Cit  	37780
f62040	19   	Pella, IA                                  	Cit  	37800
f57150	41   	Pendleton, OR                              	Cit  	37820
f33700	41   	Hermiston, OR                              	Cit  	37820
f55925	12   	Pensacola, FL                              	Cit  	37860
f22275	12   	Ferry Pass, FL                             	Cit  	37860
f08300	12   	Brent, FL                                  	Cit  	37860
f59000	17   	Peoria, IL                                 	Cit  	37900
f59328	18   	Peru, IN                                   	Cit  	37940
f60000	42   	Philadelphia, PA                           	Cit  	37980
f10000	34   	Camden, NJ                                 	Cit  	37980
f77580	10   	Wilmington, DE                             	Cit  	37980
f56871	06   	Phoenix Lake-Cedar Ridge, CA               	Cit  	38020
f55000	04   	Phoenix, AZ                                	Cit  	38060
f46000	04   	Mesa, AZ                                   	Cit  	38060
f27820	04   	Glendale, AZ                               	Cit  	38060
f65000	04   	Scottsdale, AZ                             	Cit  	38060
f73000	04   	Tempe, AZ                                  	Cit  	38060
f57160	28   	Picayune, MS                               	Cit  	38100
f49600	46   	Pierre, SD                                 	Cit  	38180
f60075	22   	Pierre Part, LA                            	Cit  	38200
f55310	05   	Pine Bluff, AR                             	Cit  	38220
f56025	20   	Pittsburg, KS                              	Cit  	38260
f61000	42   	Pittsburgh, PA                             	Cit  	38300
f53960	25   	Pittsfield, MA                             	Cit  	38340
f57980	48   	Plainview, TX                              	Cit  	38380
f63250	55   	Platteville, WI                            	Cit  	38420
f58574	36   	Plattsburgh, NY                            	Cit  	38460
f60822	18   	Plymouth, IN                               	Cit  	38500
f64090	16   	Pocatello, ID                              	Cit  	38540
f64708	54   	Point Pleasant, WV                         	Cit  	38580
f59850	40   	Ponca City, OK                             	Cit  	38620
f63820	72   	Ponce, PR                                  	Cit  	38660
f61015	17   	Pontiac, IL                                	Cit  	38700
f59096	29   	Poplar Bluff, MO                           	Cit  	38740
f59260	35   	Portales, NM                               	Cit  	38780
f55365	53   	Port Angeles, WA                           	Cit  	38820
f60545	23   	Portland, ME                               	Cit  	38860
f71990	23   	South Portland, ME                         	Cit  	38860
f04860	23   	Biddeford, ME                              	Cit  	38860
f59000	41   	Portland, OR                               	Cit  	38900
f74060	53   	Vancouver, WA                              	Cit  	38900
f34100	41   	Hillsboro, OR                              	Cit  	38900
f05350	41   	Beaverton, OR                              	Cit  	38900
f58715	12   	Port St. Lucie, FL                         	Cit  	38940
f64304	39   	Portsmouth, OH                             	Cit  	39020
f62432	42   	Pottsville, PA                             	Cit  	39060
f59641	36   	Poughkeepsie, NY                           	Cit  	39100
f50034	36   	Newburgh, NY                               	Cit  	39100
f47042	36   	Middletown, NY                             	Cit  	39100
f02616	36   	Arlington, NY                              	Cit  	39100
f57380	04   	Prescott, AZ                               	Cit  	39140
f62030	49   	Price, UT                                  	Cit  	39220
f59850	41   	Prineville, OR                             	Cit  	39260
f59000	44   	Providence, RI                             	Cit  	39300
f45000	25   	New Bedford, MA                            	Cit  	39300
f23000	25   	Fall River, MA                             	Cit  	39300
f74300	44   	Warwick, RI                                	Cit  	39300
f19180	44   	Cranston, RI                               	Cit  	39300
f62470	49   	Provo, UT                                  	Cit  	39340
f57300	49   	Orem, UT                                   	Cit  	39340
f62000	08   	Pueblo, CO                                 	Cit  	39380
f56625	53   	Pullman, WA                                	Cit  	39420
f59200	12   	Punta Gorda, FL                            	Cit  	39460
f62367	17   	Quincy, IL                                 	Cit  	39500
f66000	55   	Racine, WI                                 	Cit  	39540
f55000	37   	Raleigh, NC                                	Cit  	39580
f10740	37   	Cary, NC                                   	Cit  	39580
f52980	46   	Rapid City, SD                             	Cit  	39660
f60836	48   	Raymondville, TX                           	Cit  	39700
f63624	42   	Reading, PA                                	Cit  	39740
f59892	06   	Red Bluff, CA                              	Cit  	39780
f59920	06   	Redding, CA                                	Cit  	39820
f53620	27   	Red Wing, MN                               	Cit  	39860
f60600	32   	Reno, NV                                   	Cit  	39900
f68400	32   	Sparks, NV                                 	Cit  	39900
f67420	16   	Rexburg, ID                                	Cit  	39940
f64260	18   	Richmond, IN                               	Cit  	39980
f67000	51   	Richmond, VA                               	Cit  	40060
f65226	21   	Richmond, KY                               	Cit  	40080
f05842	21   	Berea, KY                                  	Cit  	40080
f62168	48   	Rio Grande City, TX                        	Cit  	40100
f63020	48   	Roma, TX                                   	Cit  	40100
f62000	06   	Riverside, CA                              	Cit  	40140
f65000	06   	San Bernardino, CA                         	Cit  	40140
f53896	06   	Ontario, CA                                	Cit  	40140
f82590	06   	Victorville, CA                            	Cit  	40140
f78120	06   	Temecula, CA                               	Cit  	40140
f13210	06   	Chino, CA                                  	Cit  	40140
f33182	06   	Hemet, CA                                  	Cit  	40140
f59962	06   	Redlands, CA                               	Cit  	40140
f14890	06   	Colton, CA                                 	Cit  	40140
f55184	06   	Palm Desert, CA                            	Cit  	40140
f66220	56   	Riverton, WY                               	Cit  	40180
f68000	51   	Roanoke, VA                                	Cit  	40220
f56900	37   	Roanoke Rapids, NC                         	Cit  	40260
f64746	17   	Rochelle, IL                               	Cit  	40300
f54880	27   	Rochester, MN                              	Cit  	40340
f63000	36   	Rochester, NY                              	Cit  	40380
f65000	17   	Rockford, IL                               	Cit  	40420
f57260	37   	Rockingham, NC                             	Cit  	40460
f63590	23   	Rockland, ME                               	Cit  	40500
f67235	56   	Rock Springs, WY                           	Cit  	40540
f57500	37   	Rocky Mount, NC                            	Cit  	40580
f62912	29   	Rolla, MO                                  	Cit  	40620
f66668	13   	Rome, GA                                   	Cit  	40660
f63650	41   	Roseburg, OR                               	Cit  	40700
f64930	35   	Roswell, NM                                	Cit  	40740
f65210	35   	Ruidoso, NM                                	Cit  	40760
f61670	05   	Russellville, AR                           	Cit  	40780
f66655	22   	Ruston, LA                                 	Cit  	40820
f61225	50   	Rutland, VT                                	Cit  	40860
f64000	06   	Sacramento, CA                             	Cit  	40900
f02553	06   	Arden-Arcade, CA                           	Cit  	40900
f62938	06   	Roseville, CA                              	Cit  	40900
f24638	06   	Folsom, CA                                 	Cit  	40900
f59444	06   	Rancho Cordova, CA                         	Cit  	40900
f86328	06   	Woodland, CA                               	Cit  	40900
f62000	04   	Safford, AZ                                	Cit  	40940
f70520	26   	Saginaw, MI                                	Cit  	40980
f70545	26   	Saginaw Township North, MI                 	Cit  	40980
f56896	27   	St. Cloud, MN                              	Cit  	41060
f65330	49   	St. George, UT                             	Cit  	41100
f64550	29   	St. Joseph, MO                             	Cit  	41140
f65000	29   	St. Louis, MO                              	Cit  	41180
f64082	29   	St. Charles, MO                            	Cit  	41180
f67984	13   	St. Marys, GA                              	Cit  	41220
f67344	42   	St. Marys, PA                              	Cit  	41260
f64900	41   	Salem, OR                                  	Cit  	41420
f62700	20   	Salina, KS                                 	Cit  	41460
f64224	06   	Salinas, CA                                	Cit  	41500
f69925	24   	Salisbury, MD                              	Cit  	41540
f58860	37   	Salisbury, NC                              	Cit  	41580
f67000	49   	Salt Lake City, UT                         	Cit  	41620
f64472	48   	San Angelo, TX                             	Cit  	41660
f65000	48   	San Antonio, TX                            	Cit  	41700
f50820	48   	New Braunfels, TX                          	Cit  	41700
f66000	06   	San Diego, CA                              	Cit  	41740
f11194	06   	Carlsbad, CA                               	Cit  	41740
f68196	06   	San Marcos, CA                             	Cit  	41740
f50398	06   	National City, CA                          	Cit  	41740
f70380	39   	Sandusky, OH                               	Cit  	41780
f59280	37   	Sanford, NC                                	Cit  	41820
f67000	06   	San Francisco, CA                          	Cit  	41860
f53000	06   	Oakland, CA                                	Cit  	41860
f26000	06   	Fremont, CA                                	Cit  	41860
f33000	06   	Hayward, CA                                	Cit  	41860
f06000	06   	Berkeley, CA                               	Cit  	41860
f68252	06   	San Mateo, CA                              	Cit  	41860
f68084	06   	San Leandro, CA                            	Cit  	41860
f60102	06   	Redwood City, CA                           	Cit  	41860
f57792	06   	Pleasanton, CA                             	Cit  	41860
f83346	06   	Walnut Creek, CA                           	Cit  	41860
f73262	06   	South San Francisco, CA                    	Cit  	41860
f68364	06   	San Rafael, CA                             	Cit  	41860
f76167	72   	San Germán, PR                             	Cit  	41900
f09861	72   	Cabo Rojo, PR                              	Cit  	41900
