fips	state	City Name                                      	Type	CBSA Parent
f68000	06   	San Jose, CA                               	Cit  	41940
f77000	06   	Sunnyvale, CA                              	Cit  	41940
f69084	06   	Santa Clara, CA                            	Cit  	41940
f49670	06   	Mountain View, CA                          	Cit  	41940
f47766	06   	Milpitas, CA                               	Cit  	41940
f55282	06   	Palo Alto, CA                              	Cit  	41940
f17610	06   	Cupertino, CA                              	Cit  	41940
f76770	72   	San Juan, PR                               	Cit  	41980
f10334	72   	Caguas, PR                                 	Cit  	41980
f32522	72   	Guaynabo, PR                               	Cit  	41980
f68154	06   	San Luis Obispo, CA                        	Cit  	42020
f22300	06   	El Paso de Robles (Paso Robles), CA        	Cit  	42020
f69070	06   	Santa Barbara, CA                          	Cit  	42060
f69196	06   	Santa Maria, CA                            	Cit  	42060
f30378	06   	Goleta, CA                                 	Cit  	42060
f69112	06   	Santa Cruz, CA                             	Cit  	42100
f83668	06   	Watsonville, CA                            	Cit  	42100
f70500	35   	Santa Fe, NM                               	Cit  	42140
f78145	72   	Santa Isabel, PR                           	Cit  	42180
f70098	06   	Santa Rosa, CA                             	Cit  	42220
f56784	06   	Petaluma, CA                               	Cit  	42220
f71740	26   	Sault Ste. Marie, MI                       	Cit  	42300
f69000	13   	Savannah, GA                               	Cit  	42340
f68096	42   	Sayre, PA                                  	Cit  	42380
f44245	31   	Scottsbluff, NE                            	Cit  	42420
f68736	01   	Scottsboro, AL                             	Cit  	42460
f68526	18   	Scottsburg, IN                             	Cit  	42500
f69000	42   	Scranton, PA                               	Cit  	42540
f85152	42   	Wilkes-Barre, PA                           	Cit  	42540
f64320	10   	Seaford, DE                                	Cit  	42580
f63020	05   	Searcy, AR                                 	Cit  	42620
f63000	53   	Seattle, WA                                	Cit  	42660
f70000	53   	Tacoma, WA                                 	Cit  	42660
f05210	53   	Bellevue, WA                               	Cit  	42660
f22640	53   	Everett, WA                                	Cit  	42660
f35415	53   	Kent, WA                                   	Cit  	42660
f57745	53   	Renton, WA                                 	Cit  	42660
f03180	53   	Auburn, WA                                 	Cit  	42660
f64825	12   	Sebastian, FL                              	Cit  	42680
f74150	12   	Vero Beach, FL                             	Cit  	42680
f64875	12   	Sebring, FL                                	Cit  	42700
f66440	29   	Sedalia, MO                                	Cit  	42740
f69216	42   	Selinsgrove, PA                            	Cit  	42780
f69120	01   	Selma, AL                                  	Cit  	42820
f65095	45   	Seneca, SC                                 	Cit  	42860
f66322	36   	Seneca Falls, NY                           	Cit  	42900
f67120	47   	Sevierville, TN                            	Cit  	42940
f68832	18   	Seymour, IN                                	Cit  	42980
f66800	40   	Shawnee, OK                                	Cit  	43060
f72975	55   	Sheboygan, WI                              	Cit  	43100
f61200	37   	Shelby, NC                                 	Cit  	43140
f67760	47   	Shelbyville, TN                            	Cit  	43180
f63735	53   	Shelton, WA                                	Cit  	43220
f69845	56   	Sheridan, WY                               	Cit  	43260
f67496	48   	Sherman, TX                                	Cit  	43300
f19900	48   	Denison, TX                                	Cit  	43300
f66470	04   	Show Low, AZ                               	Cit  	43320
f70000	22   	Shreveport, LA                             	Cit  	43340
f08920	22   	Bossier City, LA                           	Cit  	43340
f72424	39   	Sidney, OH                                 	Cit  	43380
f66820	04   	Sierra Vista, AZ                           	Cit  	43420
f20050	04   	Douglas, AZ                                	Cit  	43420
f67790	29   	Sikeston, MO                               	Cit  	43460
f73260	35   	Silver City, NM                            	Cit  	43500
f70525	08   	Silverthorne, CO                           	Cit  	43540
f73335	19   	Sioux City, IA                             	Cit  	43580
f59020	46   	Sioux Falls, SD                            	Cit  	43620
f68624	48   	Snyder, TX                                 	Cit  	43660
f71688	21   	Somerset, KY                               	Cit  	43700
f71776	42   	Somerset, PA                               	Cit  	43740
f71000	18   	South Bend, IN                             	Cit  	43780
f49932	18   	Mishawaka, IN                              	Cit  	43780
f63120	37   	Southern Pines, NC                         	Cit  	43860
f51940	37   	Pinehurst, NC                              	Cit  	43860
f68290	45   	Spartanburg, SC                            	Cit  	43900
f60020	46   	Spearfish, SD                              	Cit  	43940
f74280	19   	Spencer, IA                                	Cit  	43980
f74415	19   	Spirit Lake, IA                            	Cit  	44020
f67000	53   	Spokane, WA                                	Cit  	44060
f72000	17   	Springfield, IL                            	Cit  	44100
f67000	25   	Springfield, MA                            	Cit  	44140
f70000	29   	Springfield, MO                            	Cit  	44180
f74118	39   	Springfield, OH                            	Cit  	44220
f70240	28   	Starkville, MS                             	Cit  	44260
f73808	42   	State College, PA                          	Cit  	44300
f73256	13   	Statesboro, GA                             	Cit  	44340
f64740	37   	Statesville, NC                            	Cit  	44380
f44220	37   	Mooresville, NC                            	Cit  	44380
f75216	51   	Staunton, VA                               	Cit  	44420
f83680	51   	Waynesboro, VA                             	Cit  	44420
f70208	48   	Stephenville, TX                           	Cit  	44500
f73935	08   	Sterling, CO                               	Cit  	44540
f72546	17   	Sterling, IL                               	Cit  	44580
f74608	39   	Steubenville, OH                           	Cit  	44600
f85156	54   	Weirton, WV                                	Cit  	44600
f77200	55   	Stevens Point, WI                          	Cit  	44620
f70300	40   	Stillwater, OK                             	Cit  	44660
f75000	06   	Stockton, CA                               	Cit  	44700
f75630	19   	Storm Lake, IA                             	Cit  	44740
f76960	26   	Sturgis, MI                                	Cit  	44780
f70904	48   	Sulphur Springs, TX                        	Cit  	44860
f74376	13   	Summerville, GA                            	Cit  	44900
f70405	45   	Sumter, SC                                 	Cit  	44940
f75304	42   	Sunbury, PA                                	Cit  	44980
f77364	06   	Susanville, CA                             	Cit  	45000
f71540	48   	Sweetwater, TX                             	Cit  	45020
f73000	36   	Syracuse, NY                               	Cit  	45060
f72100	40   	Tahlequah, OK                              	Cit  	45140
f74592	01   	Talladega, AL                              	Cit  	45180
f74352	01   	Sylacauga, AL                              	Cit  	45180
f70600	12   	Tallahassee, FL                            	Cit  	45220
f74690	22   	Tallulah, LA                               	Cit  	45260
f71000	12   	Tampa, FL                                  	Cit  	45300
f63000	12   	St. Petersburg, FL                         	Cit  	45300
f12875	12   	Clearwater, FL                             	Cit  	45300
f39425	12   	Largo, FL                                  	Cit  	45300
f76200	35   	Taos, NM                                   	Cit  	45340
f74574	17   	Taylorville, IL                            	Cit  	45380
f75428	18   	Terre Haute, IN                            	Cit  	45460
f72368	48   	Texarkana, TX                              	Cit  	45500
f68810	05   	Texarkana, AR                              	Cit  	45500
f72950	41   	The Dalles, OR                             	Cit  	45520
f71625	12   	The Villages, FL                           	Cit  	45540
f76168	13   	Thomaston, GA                              	Cit  	45580
f76224	13   	Thomasville, GA                            	Cit  	45620
f67420	37   	Thomasville, NC                            	Cit  	45640
f38060	37   	Lexington, NC                              	Cit  	45640
f76778	39   	Tiffin, OH                                 	Cit  	45660
f76476	13   	Tifton, GA                                 	Cit  	45700
f76756	13   	Toccoa, GA                                 	Cit  	45740
f77000	39   	Toledo, OH                                 	Cit  	45780
f71000	20   	Topeka, KS                                 	Cit  	45820
f76500	09   	Torrington, CT                             	Cit  	45860
f80340	26   	Traverse City, MI                          	Cit  	45900
f74000	34   	Trenton, NJ                                	Cit  	45940
f22180	34   	Ewing, NJ                                  	Cit  	45940
f76920	01   	Troy, AL                                   	Cit  	45980
f80588	06   	Truckee, CA                                	Cit  	46020
f30798	06   	Grass Valley, CA                           	Cit  	46020
f77000	04   	Tucson, AZ                                 	Cit  	46060
f75320	47   	Tullahoma, TN                              	Cit  	46100
f75000	40   	Tulsa, OK                                  	Cit  	46140
f74840	28   	Tupelo, MS                                 	Cit  	46180
f77256	01   	Tuscaloosa, AL                             	Cit  	46220
f77304	01   	Tuskegee, AL                               	Cit  	46260
f82810	16   	Twin Falls, ID                             	Cit  	46300
f74144	48   	Tyler, TX                                  	Cit  	46340
f81134	06   	Ukiah, CA                                  	Cit  	46380
f73105	45   	Union, SC                                  	Cit  	46420
f75940	47   	Union City, TN                             	Cit  	46460
f79072	39   	Urbana, OH                                 	Cit  	46500
f76540	36   	Utica, NY                                  	Cit  	46540
f63418	36   	Rome, NY                                   	Cit  	46540
f84509	72   	Utuado, PR                                 	Cit  	46580
f74588	48   	Uvalde, TX                                 	Cit  	46620
f78800	13   	Valdosta, GA                               	Cit  	46660
f81666	06   	Vallejo, CA                                	Cit  	46700
f23182	06   	Fairfield, CA                              	Cit  	46700
f78204	01   	Valley, AL                                 	Cit  	46740
f79562	39   	Van Wert, OH                               	Cit  	46780
f66700	46   	Vermillion, SD                             	Cit  	46820
f80090	49   	Vernal, UT                                 	Cit  	46860
f75308	48   	Vernon, TX                                 	Cit  	46900
f76720	28   	Vicksburg, MS                              	Cit  	46980
f75428	48   	Victoria, TX                               	Cit  	47020
f79388	13   	Vidalia, GA                                	Cit  	47080
f79208	18   	Vincennes, IN                              	Cit  	47180
f76070	34   	Vineland, NJ                               	Cit  	47220
f46680	34   	Millville, NJ                              	Cit  	47220
f07600	34   	Bridgeton, NJ                              	Cit  	47220
f82000	51   	Virginia Beach, VA                         	Cit  	47260
f57000	51   	Norfolk, VA                                	Cit  	47260
f56000	51   	Newport News, VA                           	Cit  	47260
f35000	51   	Hampton, VA                                	Cit  	47260
f64000	51   	Portsmouth, VA                             	Cit  	47260
f82954	06   	Visalia, CA                                	Cit  	47300
f58240	06   	Porterville, CA                            	Cit  	47300
f79370	18   	Wabash, IN                                 	Cit  	47340
f76000	48   	Waco, TX                                   	Cit  	47380
f82660	38   	Wahpeton, ND                               	Cit  	47420
f75775	53   	Walla Walla, WA                            	Cit  	47460
f74275	45   	Walterboro, SC                             	Cit  	47500
f80766	39   	Wapakoneta, OH                             	Cit  	47540
f80508	13   	Warner Robins, GA                          	Cit  	47580
f81000	42   	Warren, PA                                 	Cit  	47620
f77092	29   	Warrensburg, MO                            	Cit  	47660
f80306	18   	Warsaw, IN                                 	Cit  	47700
f80504	18   	Washington, IN                             	Cit  	47780
f71220	37   	Washington, NC                             	Cit  	47820
f50000	11   	Washington, DC                             	Cit  	47900
f03000	51   	Arlington, VA                              	Cit  	47900
f01000	51   	Alexandria, VA                             	Cit  	47900
f66672	51   	Reston, VA                                 	Cit  	47900
f07125	24   	Bethesda, MD                               	Cit  	47900
f67675	24   	Rockville, MD                              	Cit  	47900
f30325	24   	Frederick, MD                              	Cit  	47900
f31175	24   	Gaithersburg, MD                           	Cit  	47900
f81718	39   	Washington Court House, OH                 	Cit  	47920
f82425	19   	Waterloo, IA                               	Cit  	47940
f11755	19   	Cedar Falls, IA                            	Cit  	47940
f69300	46   	Watertown, SD                              	Cit  	47980
f83975	55   	Watertown, WI                              	Cit  	48020
f26675	55   	Fort Atkinson, WI                          	Cit  	48020
f78608	36   	Watertown, NY                              	Cit  	48060
f26759	36   	Fort Drum, NY                              	Cit  	48060
f75375	12   	Wauchula, FL                               	Cit  	48100
f84475	55   	Wausau, WI                                 	Cit  	48140
f80956	13   	Waycross, GA                               	Cit  	48180
f79450	40   	Weatherford, OK                            	Cit  	48220
f77105	53   	Wenatchee, WA                              	Cit  	48300
f20155	53   	East Wenatchee, WA                         	Cit  	48300
f78928	29   	West Plains, MO                            	Cit  	48460
f79120	28   	West Point, MS                             	Cit  	48500
f86452	54   	Wheeling, WV                               	Cit  	48540
f86925	55   	Whitewater, WI                             	Cit  	48580
f79000	20   	Wichita, KS                                	Cit  	48620
f79000	48   	Wichita Falls, TX                          	Cit  	48660
f85312	42   	Williamsport, PA                           	Cit  	48700
f85810	09   	Willimantic, CT                            	Cit  	48740
f86220	38   	Williston, ND                              	Cit  	48780
f70420	27   	Willmar, MN                                	Cit  	48820
f74440	37   	Wilmington, NC                             	Cit  	48900
f85792	39   	Wilmington, OH                             	Cit  	48940
f74540	37   	Wilson, NC                                 	Cit  	48980
f86720	51   	Winchester, VA                             	Cit  	49020
f79950	20   	Winfield, KS                               	Cit  	49060
f71032	27   	Winona, MN                                 	Cit  	49100
f75000	37   	Winston-Salem, NC                          	Cit  	49180
f82150	40   	Woodward, OK                               	Cit  	49260
f86548	39   	Wooster, OH                                	Cit  	49300
f82000	25   	Worcester, MA                              	Cit  	49340
f71734	27   	Worthington, MN                            	Cit  	49380
f80010	53   	Yakima, WA                                 	Cit  	49420
f73060	46   	Yankton, SD                                	Cit  	49460
f88035	72   	Yauco, PR                                  	Cit  	49500
f81520	28   	Yazoo City, MS                             	Cit  	49540
f87048	42   	York, PA                                   	Cit  	49620
f32448	42   	Hanover, PA                                	Cit  	49620
f88000	39   	Youngstown, OH                             	Cit  	49660
f80892	39   	Warren, OH                                 	Cit  	49660
f07454	39   	Boardman, OH                               	Cit  	49660
f86972	06   	Yuba City, CA                              	Cit  	49700
f85540	04   	Yuma, AZ                                   	Cit  	49740
f88084	39   	Zanesville, OH                             	Cit  	49780
