parkID	NAME	Year	Capacity	Surface	Area_Fair	Cover	LF_Dim	SLF_Dim	LFA_Dim	LC_Dim	LCC_Dim	CF_Dim	RCC_Dim	RC_Dim	RFA_Dim	SRF_Dim	RF_Dim	Backstop	Foul	LF_W	LC_W	CF_W	RC_W	RF_W	Comments
SFO02	Candlestick Park	1994	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1994	49779	A	110	O	330			375		402		375			330	64	L	8		8		8	
TOR02	SkyDome	1994	50516	A	108	R	328	355	375	390		400		390	375	355	328	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1993	64573	N	110	O	333		370	386		404		372	364		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1993	43521	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1993	52700	N		O	330			385		402		385			330			10		10		10	
BAL12	Oriole Park at Camden Yards	1993	48079	N	106	O	333			364	410	400	386	373			318	58	M	7	7	7	7	25	
BOS07	Fenway Park	1993	34218	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI11	Wrigley Field	1993	39600	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CHI12	Comiskey Park II	1993	44321	N	110	O	347	359		375		400		375		356	347	60	M	8	8	8	8	8	
CIN08	Riverfront Stadium	1993	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1993	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DEN01	Mile High Stadium	1993	76123	N		O	335			394		420		413			370			14		14		18	
DET04	Tiger Stadium	1993	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1993	54816	A		D	330			370		400		370			330	52	L	10		10		10	
KAN06	Kauffman Stadium	1993	40613	A		O	330		385			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1993	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIA01	Joe Robbie Stadium	1993	43909	N	115	O	335		380		434	410		380			345	58	L	8	33	8	8	8	
MIL05	Milwaukee County Stadium	1993	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1993	55883	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1993	46500	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1993	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1993	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1993	48219	N	108	O	330		372			400			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1993	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1993	47952	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1993	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1993	59438	A		D	331			375		410		375			312			12		12		12	
SFO02	Candlestick Park	1993	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	Bleachers installed in LF
STL09	Busch Stadium II	1993	49779	A	110	O	330			375		402		375			330	64	L	8		8		8	
TOR02	SkyDome	1993	50516	A	108	R	328	355	375	390		400		390	375	355	328	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1992	64573	N	110	O	333		370	386		404		372	364		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1992	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1992	52700	N		O	330			385		402		385			330			10		10		10	
BAL12	Oriole Park at Camden Yards	1992	48079	N	106	O	333			364	410	400	386	373			318	58	M	7	7	7	7	25	
BOS07	Fenway Park	1992	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI11	Wrigley Field	1992	39600	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CHI12	Comiskey Park II	1992	44702	N	110	O	347	359		375		400		375		356	347	60	M	8	8	8	8	8	
CIN08	Riverfront Stadium	1992	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1992	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1992	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1992	54816	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1992	40613	A		O	330		385			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1992	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1992	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1992	55883	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1992	46500	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1992	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1992	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1992	48219	N	108	O	330		372			400			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1992	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1992	47952	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1992	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1992	59438	A		D	331			375		410		375			312			12		12		12	
SFO02	Candlestick Park	1992	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1992	49779	A	110	O	330			375		402		375			330	64	L	8		8		8	
TOR02	SkyDome	1992	50516	A	108	R	328	355	375	390		400		390	375	355	328	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1991	64573	N	110	O	333		370	386		404		372	364		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1991	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1991	52700	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1991	53371	N		O	309			376		405		376			309			14		8		14	
BOS07	Fenway Park	1991	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI11	Wrigley Field	1991	39600	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CHI12	Comiskey Park II	1991	44702	N	110	O	347	359		383		400		383		356	347	60	M	8	8	8	8	8	
CIN08	Riverfront Stadium	1991	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1991	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1991	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1991	54816	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1991	40613	A		O	330		385			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1991	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1991	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1991	55883	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1991	60111	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1991	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1991	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1991	48219	N	108	O	330		372			400			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1991	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1991	47952	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1991	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1991	59438	A		D	331			375		410		375			312			12		12		12	
SFO02	Candlestick Park	1991	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1991	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR02	SkyDome	1991	50516	A	108	R	328	355	375	390		400		390	375	355	328	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1990	64573	N	110	O	333		370	386		404		372	364		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1990	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1990	52700	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1990	54017	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1990	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1990	43951	N	110	O	347			382		409		382			347	86	M	10		11		10	
CHI11	Wrigley Field	1990	39600	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1990	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1990	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1990	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1990	54816	A		D	330			370		400		370			330	67	L	10		10		10	Grandstands extended into the OF. Manual scoreboards added to OF walls.
KAN06	Royals Stadium	1990	40613	A		O	330		385			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1990	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1990	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1990	55883	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1990	59149	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1990	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1990	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1990	48219	N	108	O	330		372			397			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1990	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1990	47952	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1990	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1990	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1990	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1990	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR02	SkyDome	1990	50516	A	108	R	328	355	375	390		400		390	375	355	328	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1989	64573	N	110	O	333		370	386		404		372	364		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1989	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1989	52006	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1989	54017	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1989	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1989	43931	N	110	O	347			382		409		382			347	86	M	10		11		10	
CHI11	Wrigley Field	1989	39600	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1989	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1989	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1989	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1989	47000	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1989	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1989	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1989	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1989	55883	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1989	59149	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1989	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1989	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1989	50000	N	108	O	330		372			397			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1989	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1989	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1989	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1989	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1989	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1989	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1989	43737	A		O	330			375		410		375			330			12		12		12	
TOR02	SkyDome	1989	50516	A	108	R	330	355	375	390		400		390	375	355	330	60	M	10	10	10	10	10	
ANA01	Anaheim Stadium	1988	64573	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1988	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1988	52006	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1988	54017	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1988	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1988	44492	N	110	O	347			382		409		382			347	86	M	10		11		10	
CHI11	Wrigley Field	1988	37702	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	Lights installed.
CIN08	Riverfront Stadium	1988	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1988	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1988	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1988	47000	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1988	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1988	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1988	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1988	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1988	59149	A		D	325			375		404		375			325	65	L	12		12		12	Dome Completed.
NYC16	Yankee Stadium	1988	57545	N	113	O	318			392	399	408		385		353	314	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1988	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1988	50000	N	108	O	330		372			397			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1988	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1988	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1988	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1988	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1988	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1988	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1988	43737	A		O	330			375		400		375			330			12		12		12	
ANA01	Anaheim Stadium	1987	64573	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1987	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1987	52006	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1987	54002	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1987	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1987	44492	N	110	O	347			382		409		382			347	86	M	10		11		10	
CHI11	Wrigley Field	1987	37702	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1987	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1987	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1987	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1987	47000	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1987	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1987	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1987	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1987	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1987	59149	A		D	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1987	57545	N	113	O	312			402	411	410		385		353	310	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1987	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1987	50000	N	108	O	330		372			397			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1987	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1987	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1987	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1987	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1987	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1987	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1987	43737	A		O	330			375		400		375			330			12		12		12	
ANA01	Anaheim Stadium	1986	64573	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1986	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1986	53046	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1986	54076	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1986	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1986	44492	N	110	O	347			382		409		382			347	86	M	10		11		10	
CHI11	Wrigley Field	1986	37702	N	108	O	355	357		363		400		381		363	353	60	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1986	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	
CLE07	Cleveland Stadium	1986	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1986	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1986	47000	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1986	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1986	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1986	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1986	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1986	59149	A		O	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1986	57545	N	113	O	312			402	411	410		385		353	310	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1986	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1986	50000	N	108	O	330		372			397			372		330	60	L	8		8		8	
PHI12	Veterans Stadium	1986	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1986	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1986	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1986	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1986	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1986	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1986	43737	A		O	330			375		400		375			330			12		12		12	
ANA01	Anaheim Stadium	1985	65158	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1985	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1985	53046	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1985	53198	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1985	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1985	44492	N	110	O	341			374		401		374			341	86	M	10		11		10	
CHI11	Wrigley Field	1985	37702	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1985	52953	A	112	O	330			375		404		375			330	51	S	8		8		8	Fence Lowed by 4 Ft.
CLE07	Cleveland Stadium	1985	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1985	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1985	47000	A		D	330			370		400		370			330	67	L	10		10		10	
KAN06	Royals Stadium	1985	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1985	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1985	53192	N	107	O	315			362		402		362			315	60	L	10		10		10	
MIN03	Hubert H. Humphrey Metrodome	1985	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1985	59149	A		O	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1985	57545	N	113	O	312			402	411	410		385		353	310	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1985	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1985	50000	N	108	O	330		372			397			372		330	60	L	10		10		10	
PHI12	Veterans Stadium	1985	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1985	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1985	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	
SEA02	Kingdome	1985	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1985	58945	N	105	O	335			365		400		365			335	66	L	9		9		9	
STL09	Busch Stadium II	1985	50222	A		O	330			386		414		386			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1985	43737	A		O	330			375		400		375			330			12		12		12	
ANA01	Anaheim Stadium	1984	65158	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1984	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1984	52785	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1984	52860	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1984	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1984	44492	N	110	O	341			374		401		374			341	86	M	10		11		10	
CHI11	Wrigley Field	1984	37702	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1984	52953	A	112	O	330			375		404		375			330	51	S	12		12		12	
CLE07	Cleveland Stadium	1984	74483	N	109	O	320			377		400		385			320	60	L	8		9		8	
DET04	Tiger Stadium	1984	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1984	47000	A		D	340			390		406		390			340	67	L	10		10		10	
KAN06	Royals Stadium	1984	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1984	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1984	53192	N	107	O	315			362		402		362			315	60	L	8		8		10	
MIN03	Hubert H. Humphrey Metrodome	1984	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	23	23	
MON02	Stade Olympique	1984	59149	A		O	325			375		404		375			325	65	L	12		12		12	
NYC16	Yankee Stadium	1984	57545	N	113	O	312			419	430	417		385		353	310	84	M	8	7	7	9	10	
NYC17	Shea Stadium	1984	56000	N	113	O	338			371		410		371			338	80	L	8	8	8	8	8	
OAK01	Oakland-Alameda County Coliseum	1984	50000	N	108	O	330		372			397			372		330	60	L	10		10		10	
PHI12	Veterans Stadium	1984	62382	A	112	O	330			371		408		371			330	60	L	12		12		12	
PIT07	Three Rivers Stadium	1984	58336	A	112	O	335			375		400		375			335	60	L	10		10		10	
SAN01	Jack Murphy Stadium	1984	59022	N	110	O	327			370		405		370			327	75	L	8		8		8	Seats added in RF and RC.
SEA02	Kingdome	1984	59438	A		D	316			357		405		357			316	63		12		12		12	
SFO02	Candlestick Park	1984	58945	N	105	O	335			365		400		365			335	65	L	9		9		9	
STL09	Busch Stadium II	1984	50222	A		O	330			383		414		383			330	64	L	10		10		10	
TOR01	Exhibition Stadium	1984	43737	A		O	330			375		400		375			330			12		12		12	
ANA01	Anaheim Stadium	1983	67335	N	110	O	333		374	386		404		386	374		333	60	M	8	8	8	8	10	
ARL01	Arlington Stadium	1983	41284	N		O	330			380		400		380			330			12		12		12	
ATL01	Atlanta-Fulton County Stadium	1983	52934	N		O	330			385		402		385			330			10		10		10	
BAL11	Memorial Stadium	1983	52860	N		O	309			376		405		376			309			14		7		14	
BOS07	Fenway Park	1983	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1983	44492	N	110	O	341			374		401		374			341	86	M	10		7		10	
CHI11	Wrigley Field	1983	37702	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN08	Riverfront Stadium	1983	52953	A	112	O	330			375		404		375			330	51	S	12		12		12	
CLE07	Cleveland Stadium	1983	74483	N	109	O	320			377		400		385			320	60	L	7		9		7	
DET04	Tiger Stadium	1983	52806	N	113	O	340			365		440		375			325	66	S	9		9		9	
HOU02	Astrodome	1983	47000	A		D	340			390		406		390			340	67	L	10		10		10	
KAN06	Royals Stadium	1983	40613	A		O	330		375			410			385		330	60	S	12	12	12	12	12	
LOS03	Dodger Stadium	1983	56000	N	113	O	330		370	385		400		385	370		330	75	L	4	8	8	8	4	
MIL05	Milwaukee County Stadium	1983	53192	N	107	O	315			362		402		362			315	60	L	8		8		10	
MIN03	Hubert H. Humphrey Metrodome	1983	54711	A		D	343		384	394		408		376	367		327	60	S	13	13	7	13	13	
