parkID	NAME	Year	Capacity	Surface	Area_Fair	Cover	LF_Dim	SLF_Dim	LFA_Dim	LC_Dim	LCC_Dim	CF_Dim	RCC_Dim	RC_Dim	RFA_Dim	SRF_Dim	RF_Dim	Backstop	Foul	LF_W	LC_W	CF_W	RC_W	RF_W	Comments
NYC16	Yankee Stadium	1963	67337	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		22		4	
PHI11	Connie Mack Stadium	1963	33608	N	111	O	334			405		447		393			329	64	L	12		8		32	
PIT06	Forbes Field	1963	35000	N	118	O	365			406		435		408			300	75	L	14		12		28	
SFO02	Candlestick Park	1963	45744	N	105	O	330			365		410		375			335	70	L	10		10		10	
STL07	Busch Stadium I	1963	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS10	D.C. Stadium	1963	45016	N		O	335			381		410		378			335	60	A	7		7		7	
BAL11	Memorial Stadium	1962	47778	N		O	309			370		410		370			309			14		14		14	
BOS07	Fenway Park	1962	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1962	52934	N	110	O	352			365		410		365			352	86	M	10		5		10	
CHI11	Wrigley Field	1962	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1962	30274	N	104	O	328			380		387		383			366	78	M	14		14		9	
CLE07	Cleveland Stadium	1962	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Tiger Stadium	1962	52806	N	113	O	340			365		440		370			325	66	S	9		9		9	
HOU01	Colt Stadium	1962	32601	N		O	360			395		420		395			360	60		8		30		8	
KAN05	Municipal Stadium	1962	30611	N		O	353			390		421		364			353	60		14		14		14	
LOS03	Dodger Stadium	1962	56000	N	113	O	330		380			410			380		330	65	L	4	10	10	10	4	
MIL05	Milwaukee County Stadium	1962	53192	N	107	O	320			362		402		362			315	60	L	8		8		10	Bleachers added in alleys.
MIN02	Metropolitan Stadium	1962	40000	N		O	330			402		425		402			330		M	8		8		8	
NYC14	Polo Grounds V	1962	56000	N		O	279			455		475		449			258	65	L	17		8		11	Home plate moved towards CF.
NYC16	Yankee Stadium	1962	67337	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		22		4	
PHI11	Connie Mack Stadium	1962	33608	N	111	O	334			405		447		393			329	64	L	12		8		32	
PIT06	Forbes Field	1962	35000	N	118	O	365			406		435		408			300	75	L	14		12		28	
SFO02	Candlestick Park	1962	45744	N	105	O	330			365		410		375			335	70	L	10		10		10	
STL07	Busch Stadium I	1962	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS10	D.C. Stadium	1962	43500	N		O	335			385		410		385			335	60	A	7		7		7	
BAL11	Memorial Stadium	1961	47778	N		O	309			380		410		380			309			14		14		14	
BOS07	Fenway Park	1961	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1961	52934	N	110	O	352			365		410		365			352	86	M	10		5		10	
CHI11	Wrigley Field	1961	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1961	30274	N	104	O	328			380		387		383			366	78	M	12		18		9	
CLE07	Cleveland Stadium	1961	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1961	52806	N	113	O	340			365		440		370			325	66	S	11		9		9	
KAN05	Municipal Stadium	1961	30611	N		O	370			390		421		387			353	60		10		12		12	
LOS01	Los Angeles Memorial Coliseum	1961	92572	N		O	252			380		420		380			300	66		42		8		6	
LOS02	Wrigley Field	1961	20457	N		O	340			345		412		345			339	56		15		12		9	
MIL05	Milwaukee County Stadium	1961	50000	N	107	O	320			355		402		355			315	60	L	8		8		10	"Bleachers added in CF, replacing evergreen trees."
MIN02	Metropolitan Stadium	1961	30637	N		O	329			402		412		402			329		M	8		8		8	
NYC16	Yankee Stadium	1961	67337	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		22		4	
PHI11	Connie Mack Stadium	1961	33608	N	111	O	334			405		447		393			329	64	L	12		8		32	
PIT06	Forbes Field	1961	35000	N	118	O	365			406		435		408			300	75	L	14		12		28	
SFO02	Candlestick Park	1961	45744	N	105	O	330			365		410		375			335	70	L	10		10		10	
STL07	Busch Stadium I	1961	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS09	Griffith Stadium	1961	27550	N		O	405	383		391		421		450		371	320	61	M	11	11	31	31	31	Interior fence and LF bullpen removed
BAL11	Memorial Stadium	1960	47778	N		O	309			380		410		380			309			14		6		14	
BOS07	Fenway Park	1960	33368	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1960	52934	N	110	O	352			365		410		365			352	86	M	10		5		10	Exploding Scoreboard added.
CHI11	Wrigley Field	1960	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1960	30328	N	104	O	328			380		387		383			366	78	M	12		18		9	
CLE07	Cleveland Stadium	1960	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1960	58000	N	113	O	340			365		440		370			325	66	S	11		9		9	
KAN05	Municipal Stadium	1960	30611	N		O	330			375		421		387			353	60		39		14		14	
LOS01	Los Angeles Memorial Coliseum	1960	92572	N		O	252			380		420		380			300	66		42		8		6	
MIL05	Milwaukee County Stadium	1960	43340	N	107	O	320			355		402		355			315	60	L	8		8		10	
NYC16	Yankee Stadium	1960	67205	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		22		4	
PHI11	Connie Mack Stadium	1960	33359	N	111	O	334			405		447		393			329	64	L	12		8		32	
PIT06	Forbes Field	1960	35000	N	118	O	365			406		435		408			300	75	L	14		12		28	
SFO02	Candlestick Park	1960	43765	N	105	O	330			397		420		397			335	73	L	10		10		10	
STL07	Busch Stadium I	1960	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS09	Griffith Stadium	1960	28669	N		O	350	362		376		399		404		371	320	61	M	7	6	6	6	31	
BAL11	Memorial Stadium	1959	47778	N		O	309			380		410		380			309			14		6		14	
BOS07	Fenway Park	1959	35000	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1959	52934	N	110	O	352			365		410		365			352	86	M	10		5		10	
CHI11	Wrigley Field	1959	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1959	29603	N	104	O	328			380		387		383			366	78	M	12		18		9	
CLE07	Cleveland Stadium	1959	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1959	58000	N	113	O	340			365		440		370			325	66	S	11		9		9	
KAN05	Municipal Stadium	1959	30296	N		O	330			375		421		387			353	60		39		14		14	
LOS01	Los Angeles Memorial Coliseum	1959	92572	N		O	252			380		420		375			300	66		42		8		6	
MIL05	Milwaukee County Stadium	1959	43340	N	107	O	320			355		402		355			315	60	L	8		8		10	
NYC16	Yankee Stadium	1959	67205	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		22		4	
PHI11	Connie Mack Stadium	1959	33166	N	111	O	334			405		447		393			329	78	L	12		8		32	
PIT06	Forbes Field	1959	34249	N	118	O	365			406		435		408			300	75	L	14		12		28	
SFO01	Seals Stadium	1959	23500	N		O	361			364		400		397			350	55		15		31		16	
STL07	Busch Stadium I	1959	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS09	Griffith Stadium	1959	35000	N		O	350	362		376		399		404		371	320	61	M	7	6	6	6	31	
BAL11	Memorial Stadium	1958	47778	N		O	309			405		410		405			309			11		6		11	
BOS07	Fenway Park	1958	35000	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1958	52934	N	110	O	352			375		410		375			352	86	M	12		5		12	
CHI11	Wrigley Field	1958	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1958	29603	N	104	O	328			380		387		383			366	78	M	12		18		10	
CLE07	Cleveland Stadium	1958	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1958	58000	N	113	O	340			365		440		370			325	66	S	11		9		9	
KAN05	Municipal Stadium	1958	30296	N		O	330			375		421		387			353	60		19		12		12	
LOS01	Los Angeles Memorial Coliseum	1958	92572	N		O	250			400		425		440			301	60		40		8		6	
MIL05	Milwaukee County Stadium	1958	43340	N	107	O	320			355		402		355			315	60	L	10		10		4	
NYC16	Yankee Stadium	1958	67205	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Connie Mack Stadium	1958	33166	N	111	O	334			405		447		393			329	78	L	12		8		32	
PIT06	Forbes Field	1958	34249	N	118	O	365			406		435		408			300	84	L	14		12		28	
SFO01	Seals Stadium	1958	22900	N		O	365			375		410		397			355	55		15		31		16	
STL07	Busch Stadium I	1958	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS09	Griffith Stadium	1958	35000	N		O	350	362		376		399		404		371	320	61	M	7	6	6	6	31	
BAL11	Memorial Stadium	1957	47855	N		O	309			405		425		405			309			11		7		11	
BOS07	Fenway Park	1957	35000	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1957	52934	N	110	O	352			375		410		375			352	86	M	12		5		12	
CHI11	Wrigley Field	1957	36755	N	108	O	355	357		363		400		381		363	353	61	S	16	11	11	11	16	
CIN07	Crosley Field	1957	29980	N	104	O	328			380		387		383			342	78	M	12		18		10	
CLE07	Cleveland Stadium	1957	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1957	58000	N	113	O	340			365		440		370			325	66	S	12		9		8	
JER02	Roosevelt Stadium	1957		N		O	330			397		411		397			330	60		4		4		7	
KAN05	Municipal Stadium	1957	30296	N		O	330			375		421		387			353	60		24		12		12	
MIL05	Milwaukee County Stadium	1957	43340	N	107	O	320			355		402		355			315	60	L	10		10		4	
NYC14	Polo Grounds V	1957	56000	N		O	279			455		480		449			258	74	L	17		8		11	
NYC15	Ebbets Field	1957	31902	N	100	O	348			351		393		352			297	72	S	10		10		38	
NYC16	Yankee Stadium	1957	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Connie Mack Stadium	1957	33166	N	111	O	334			405		447		393			329	78	L	12		8		32	
PIT06	Forbes Field	1957	34249	N	118	O	365			406		435		408			300	84	L	14		12		28	
STL07	Busch Stadium I	1957	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	
WAS09	Griffith Stadium	1957	35000	N		O	350	362		376		399		404		371	320	61	M	7	6	6	6	31	
BAL11	Memorial Stadium	1956	47855	N		O	309			405		425		405			309			11		7		11	
BOS07	Fenway Park	1956	35000	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1956	52934	N	110	O	352			375		410		375			352	86	M	12		5		12	
CHI11	Wrigley Field	1956	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1956	29980	N	104	O	328			380		387		383			342	78	M	18		18		10	
CLE07	Cleveland Stadium	1956	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1956	58000	N	113	O	340			365		440		370			325	66	S	12		9		8	
JER02	Roosevelt Stadium	1956		N		O	330			397		411		397			330	60		4		4		7	
KAN05	Municipal Stadium	1956	30296	N		O	330			382		421		382			352	60		24		12		12	
MIL05	Milwaukee County Stadium	1956	43340	N	107	O	320			355		402		355			315	60	L	4		4		4	
NYC14	Polo Grounds V	1956	56000	N		O	279			455		480		449			258	74	L	17		8		11	
NYC15	Ebbets Field	1956	31902	N	100	O	343			351		393		352			297	70	S	10		10		19	
NYC16	Yankee Stadium	1956	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Connie Mack Stadium	1956	33166	N	111	O	334			405		447		393			329	78	L	12		8		32	
PIT06	Forbes Field	1956	34249	N	118	O	365			406		435		408			300	84	L	14		12		28	
STL07	Busch Stadium I	1956	30500	N	109	O	351			379		422		354			310	67	L	12		12		37	New RF Screen added.
WAS09	Griffith Stadium	1956	35000	N		O	350	362		376		399		404		371	320	61	M	7	6	6	6	31	Interior fence added
BAL11	Memorial Stadium	1955	47855	N		O	309			447		450		447			309			11		7		11	
BOS07	Fenway Park	1955	35000	N	99	O	305			379	388	390	420	383	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1955	52934	N	110	O	352			365		410		365			352	86	M	12		5		12	
CHI11	Wrigley Field	1955	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1955	29980	N	104	O	328			380		387		383			342	78	M	18		18		10	
CLE07	Cleveland Stadium	1955	78189	N	109	O	320			395		410		395			320	60	L	6		5		6	
DET04	Briggs Stadium	1955	58000	N	113	O	340			365		440		370			325	66	S	12		9		8	
KAN05	Municipal Stadium	1955	30296	N		O	312			382		430		382			347	60		24		12		12	
MIL05	Milwaukee County Stadium	1955	43340	N	107	O	320			355		402		355			315	60	L	4		4		4	
NYC14	Polo Grounds V	1955	56000	N		O	279			455		480		449			258	74	L	17		8		11	
NYC15	Ebbets Field	1955	31902	N	100	O	343			351		393		352			297	70	S	10		10		19	
NYC16	Yankee Stadium	1955	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Connie Mack Stadium	1955	33166	N	111	O	334			405		468		393			329	86	L	12		20		40	
PIT06	Forbes Field	1955	34249	N	118	O	365			406		435		408			300	84	L	14		12		28	
STL07	Busch Stadium I	1955	30500	N	109	O	351			379		422		354			310	67	L	12		12		12	RF Screen Removed.
WAS09	Griffith Stadium	1955	35000	N		O	388	382		391		421		450		371	320	61	M	11	11	31	31	31	
BAL11	Memorial Stadium	1954	47855	N		O	309			446		445		446			309	78		11		8		11	
BOS07	Fenway Park	1954	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1954	52934	N	110	O	352			382		410		382			352	85	M	12		5		12	
CHI11	Wrigley Field	1954	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1954	29980	N	104	O	328			380		390		383			342	78	M	18		18		10	
CLE07	Cleveland Stadium	1954	78189	N	109	O	320			395		410		395			320	60	L	5		5		5	
DET04	Briggs Stadium	1954	58000	N	113	O	340			365		440		370			302	54	S	14		9		8	
MIL05	Milwaukee County Stadium	1954	43340	N	107	O	320			355		410		355			315	60	L	4		4		4	
NYC14	Polo Grounds V	1954	56000	N		O	280			455		483		449			258	65	L	17		8		11	
NYC15	Ebbets Field	1954	31902	N	100	O	348			351		384		352			297	70	S	10		10		19	
NYC16	Yankee Stadium	1954	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Connie Mack Stadium	1954	33166	N	111	O	334			405		468		393			329	86	L	12		20		30	
PIT06	Forbes Field	1954	34249	N	118	O	365			406		435		408			300	84	L	14		12		28	Bullpens returned to foul territory - Kiner's Korner wall removed.
STL07	Busch Stadium I	1954	30500	N	109	O	351			379		422		354			310	67	L	12		12		33	
WAS09	Griffith Stadium	1954	35000	N		O	388	382		391		421		450		371	320	61	M	11	11	31	31	31	CF bullpen moved
BOS07	Fenway Park	1953	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
CHI10	Comiskey Park I	1953	52934	N	110	O	352			375		410		375			352	85	M	12		5		12	
CHI11	Wrigley Field	1953	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1953	29980	N	104	O	328			380		390		383			342	78	M	18		18		10	"Giles Garden, inner RF fence, added."
CLE07	Cleveland Stadium	1953	78189	N	109	O	320			395		410		395			320	60	L	5		5		5	
DET04	Briggs Stadium	1953	58000	N	113	O	340			365		440		370			325	54	S	12		9		8	
MIL05	Milwaukee County Stadium	1953	35911	N	107	O	320			355		404		355			320	60	L	4		4		4	
NYC14	Polo Grounds V	1953	56000	N		O	280			455		480		449			258	74	L	17		8		11	
NYC15	Ebbets Field	1953	31902	N	100	O	348			351		384		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1953	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	80	M	4		20		4	
PHI11	Shibe Park	1953	33166	N	111	O	334			405		460		393			329	86	L	12		20		40	
PIT06	Forbes Field	1953	34249	N	118	O	335			355		435		408			300	80	L	14		12		28	
STL07	Busch Stadium I	1953	34500	N	109	O	351			379		422		354			310	67	L	12		12		33	
WAS09	Griffith Stadium	1953	35000	N		O	405	383		391		407		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1952	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1952	37106	N	103	O	337			355		370		355			317	60	L	19		10		10	
CHI10	Comiskey Park I	1952	50000	N	110	O	352			375		410		375			352	85	M	12		5		12	
CHI11	Wrigley Field	1952	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1952	29980	N	104	O	328			380		390		383			366	66	M	18		18		12	
CLE07	Cleveland Stadium	1952	78189	N	109	O	321			395		410		395			321	60	L	5		5		5	
DET04	Briggs Stadium	1952	58000	N	113	O	340			365		440		370			325	54	S	15		11		20	
NYC14	Polo Grounds V	1952	54500	N		O	280			455		483		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1952	31902	N	100	O	343			351		384		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1952	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1952	33300	N	111	O	334			405		440		393			329	86	L	12		20		50	
PIT06	Forbes Field	1952	33730	N	118	O	335			355		435		408			300	80	L	14		12		28	
STL07	Sportsman's Park III	1952	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1952	35000	N		O	405	383		391		407		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1951	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1951	37106	N	103	O	337			355		370		355			320	60	L	25		25		10	
CHI10	Comiskey Park I	1951	50000	N	110	O	352			375		410		375			352	85	M	12		5		12	
CHI11	Wrigley Field	1951	36755	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	Right Field Wall remodled.
CIN07	Crosley Field	1951	30000	N	104	O	328			380		390		383			366	66	M	18		18		12	
CLE07	Cleveland Stadium	1951	78189	N	109	O	321			395		410		395			321	60	L	5		5		5	
DET04	Briggs Stadium	1951	58000	N	113	O	340			365		440		370			325	54	S	15		11		20	
NYC14	Polo Grounds V	1951	54500	N		O	280			455		505		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1951	32000	N	100	O	343			351		384		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1951	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1951	32500	N	111	O	334			405		440		393			329	86	L	12		20		50	
PIT06	Forbes Field	1951	33730	N	118	O	335			355		435		408			300	80	L	14		12		28	
STL07	Sportsman's Park III	1951	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1951	25048	N		O	405	383		391		407		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1950	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1950	37106	N	103	O	337			355		370		355			320	60	L	25		25		10	
CHI10	Comiskey Park I	1950	50000	N	110	O	352			375		415		375			352	85	M	12		5		12	
CHI11	Wrigley Field	1950	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1950	30000	N	104	O	328			380		390		383			366	66	M	18		18		12	
CLE07	Cleveland Stadium	1950	78189	N	109	O	321			395		410		395			321	60	L	5		5		5	
DET04	Briggs Stadium	1950	58000	N	113	O	340			365		440		370			325	54	S	15		11		20	
NYC14	Polo Grounds V	1950	54500	N		O	280			455		505		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1950	32000	N	100	O	343			351		384		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1950	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1950	32500	N	111	O	334			405		448		393			329	86	L	12		20		50	
PIT06	Forbes Field	1950	33730	N	118	O	335			355		435		408			300	80	L	14		12		28	
STL07	Sportsman's Park III	1950	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1950	25048	N		O	405	383		391		407		450		371	320	61	M	11	11	31	31	31	Configuration slightly different first 11 games
BOS07	Fenway Park	1949	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1949	37106	N	103	O	337			355		370		355			320	60	L	25		25		10	
CHI10	Comiskey Park I	1949	50000	N	110	O	352			375		415		375			352	85	M	12		5		12	
CHI11	Wrigley Field	1949	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1949	30000	N	104	O	328			380		390		383			366	66	M	18		18		10	
CLE07	Cleveland Stadium	1949	78189	N	109	O	321			395		410		395			321	60	L	5		5		5	
DET04	Briggs Stadium	1949	58000	N	113	O	340			365		440		370			325	54	S	15		15		8	
NYC14	Polo Grounds V	1949	54500	N		O	280			455		505		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1949	32000	N	100	O	343			351		384		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1949	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1949	32500	N	111	O	334			405		468		393			329	86	L	12		20		50	
PIT06	Forbes Field	1949	33730	N	118	O	335			355		435		408			300	80	L	12		12		28	
STL07	Sportsman's Park III	1949	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1949	25048	N		O	405	383		391		421		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1948	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1948	37106	N		O	337			355		370		355			320	60	L	25		25		10	68 ft scoreboard added
CHI10	Comiskey Park I	1948	50000	N	110	O	352			382		440		382			352	85	M	12		30		12	
CHI11	Wrigley Field	1948	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1948	30000	N	104	O	328			380		390		383			366	66	M	18		18		8	
CLE07	Cleveland Stadium	1948	78189	N	109	O	321			395		380		395			321	60	L	5		5		5	
DET04	Briggs Stadium	1948	58000	N	113	O	340			365		440		370			325	54	S	15		15		8	Lights installed.
NYC14	Polo Grounds V	1948	54500	N		O	280			455		484		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1948	32000	N	100	O	343			351		384		352			297	64	S	10		10		19	Seats added to LF and CF.
NYC16	Yankee Stadium	1948	67000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1948	32500	N	111	O	334			405		468		393			329	86	L	12		20		30	
PIT06	Forbes Field	1948	33730	N	118	O	335			355		435		408			300	80	L	12		12		28	
STL07	Sportsman's Park III	1948	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1948	25048	N		O	405	383		391		421		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1947	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	"LF Wall Painted Green, becomes Green Monster."
BOS08	Braves Field	1947	36706	N		O	337			355		370		355			318	60	L	20		20		10	"In June, field lowered 18 inches."
CHI10	Comiskey Park I	1947	46500	N	110	O	352			382		440		382			352	85	M	12		15		12	"CF seats closed, moveable seats became permanent."
CHI11	Wrigley Field	1947	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1947	33000	N	104	O	328			380		390		383			366	66	M	18		18		8	
CLE07	Cleveland Stadium	1947	78189	N	109	O	320			395		410		395			320	60	L	5		5		5	Inner Fence Added
DET04	Briggs Stadium	1947	58000	N	113	O	340			365		440		370			325	54	S	15		15		8	
NYC14	Polo Grounds V	1947	54500	N		O	280			455		484		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1947	32000	N	100	O	357			365		399		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1947	70000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1947	32750	N	111	O	334			405		468		393			329	86	L	12		20		30	
PIT06	Forbes Field	1947	33730	N	118	O	335			355		435		408			300	80	L	8		12		28	Bullpens moved to LF - inner fence installed (Kiner's Korner)
STL07	Sportsman's Park III	1947	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1947	29000	N		O	405	383		391		421		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1946	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	Rooftop Boxes Built.
BOS08	Braves Field	1946	37746	N		O	337			355		370		355			320	60	L	20		20		10	"Lights added, field turned towards right"
CHI10	Comiskey Park I	1946	46500	N	110	O	352			382		440		382			352	85	M	12		15		12	
CHI11	Wrigley Field	1946	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1946	33000	N	104	O	328			380		390		383			366	66	M	18		18		8	
CLE06	League Park IV	1946	22500	N	103	O	375			415		420		400			290	60	M	5		10		40	
CLE07	Cleveland Stadium	1946	78189	N	109	O	320			435		450		435			320	60	L	5		12		5	
DET04	Briggs Stadium	1946	58000	N	113	O	340			365		440		370			325	54	S	15		15		8	
NYC14	Polo Grounds V	1946	56000	N		O	280			455		490		449			258	70	L	17		8		11	
NYC15	Ebbets Field	1946	32000	N	100	O	356			365		400		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1946	70000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1946	33000	N	111	O	334			405		468		393			329	86	L	12		20		30	
PIT06	Forbes Field	1946	33467	N	118	O	365			406		435		408			300	84	L	8		12		28	
STL07	Sportsman's Park III	1946	34500	N	109	O	351			379		422		354			310	75	L	12		12		33	
WAS09	Griffith Stadium	1946	29613	N		O	405	383		391		421		450		371	320	61	M	11	11	31	31	31	
BOS07	Fenway Park	1945	35000	N	99	O	305			379	388	390	420	380	380		302	60	S	37	18	9	5	3	
BOS08	Braves Field	1945	37746	N		O	337			355		380		355			320	60	L	8		8		10	
CHI10	Comiskey Park I	1945	46500	N	110	O	352			382		440		382			352	85	M	12		15		12	
CHI11	Wrigley Field	1945	40000	N	108	O	355	357		363		400		381		363	353	62	S	16	11	11	11	16	
CIN07	Crosley Field	1945	33000	N	104	O	328			380		390		383			366	66	M	18		18		8	
CLE06	League Park IV	1945	22500	N	103	O	375			415		420		400			290	60	M	5		10		40	
CLE07	Cleveland Stadium	1945	78189	N	109	O	320			435		450		435			320	60	L	5		12		5	
DET04	Briggs Stadium	1945	58000	N	113	O	340			365		440		370			325	54	S	12		9		8	
NYC14	Polo Grounds V	1945	56000	N		O	280			455		480		449			258	65	L	17		8		11	
NYC15	Ebbets Field	1945	34000	N	100	O	356			365		400		352			297	64	S	10		10		19	
NYC16	Yankee Stadium	1945	70000	N		O	301	402	415	451	461	449	429	407	367	344	296	82	M	4		14		4	
PHI11	Shibe Park	1945	33000	N	111	O	334			405		468		393			329	86	L	12		20		30	
