lindsfr01	lindsfr01h	1	4	6	1949	1976	Veterans	0	1|2|2|2|4
bluegos01	bluegos01h	0	2	6	1948			0	2|1|0|1|1|1
watsobo01	watsobo01h	0	1	1	1990			0	1
pendlte01	pendlte01h	0	0	1	2004			0	0
whitero02	whitero02h	0	0	1	2013			0	0
tovarce01	tovarce01h	0	0	1	1982			0	0
menkede01	menkede01h	0	0	1	1980			0	0
steinte01	steinte01h	0	0	1	2005			0	0
barnero01	barnero01h	0	4	1	1936			0	4
mcraeha01	mcraeha01h	0	0	1	1993			0	0
jenseja01	jenseja01h	0	1	6	1967			0	1|1|0|0|1|0
boyercl02	boyercl02h	0	1	2	1978			0	0|1
meusebo01	meusebo01h	0	5	11	1937			0	0|0|0|5|2|1|0|1|1|2|4
templga01	templga01h	0	0	1	1997			0	0
hendeda01	hendeda01h	0	0	1	2000			0	0
johnsda02	johnsda02h	0	1	1	1984			0	1
higgipi01	higgipi01h	0	2	4	1950			0	1|0|2|1
sanguma01	sanguma01h	0	0	1	1986			0	0
herzobu01	herzobu01h	0	0	1	1938			0	0
wertzvi01	wertzvi01h	0	1	9	1970			0	1|1|1|1|1|1|1|1|1
chambch01	chambch01h	0	0	1	1994			0	0
cardele01	cardele01h	0	0	2	1981			0	0|0
boonebo01	boonebo01h	0	8	5	1996			0	8|6|5|5|4
davissp01	davissp01h	0	1	2	1948			0	1|1
santibe01	santibe01h	0	0	1	2011			0	0
odoulle01	odoulle01h	0	17	10	1948			0	3|3|5|6|8|4|3|10|17|8
mayle01	mayle01h	0	1	1	1988			0	1
vaughmo01	vaughmo01h	0	1	1	2009			0	1
howarel01	howarel01h	0	21	15	1974			0	5|6|14|11|11|7|8|21|10|9|11|14|12|11|12
kleskry01	kleskry01h	0	0	1	2013			0	0
kuheljo01	kuheljo01h	0	1	1	1956			0	1
bauerha01	bauerha01h	0	8	1	1967			0	8
hortowi01	hortowi01h	0	1	1	1986			0	1
oglivbe01	oglivbe01h	0	0	1	1992			0	0
brutobi01	brutobi01h	0	0	1	1971			0	0
luzingr01	luzingr01h	0	0	1	1990			0	0
sauerha01	sauerha01h	0	1	1	1966			0	1
kuennha01	kuennha01h	0	39	15	1977			0	15|15|15|22|23|15|21|26|32|34|35|39|26|24|23
barryja01	barryja01h	0	1	2	1938			0	1|0
greenmi01	greenmi01h	0	0	1	2002			0	0
harpeto01	harpeto01h	0	0	1	1982			0	0
sievero01	sievero01h	0	1	2	1971			0	1|1
hemusso01	hemusso01h	0	0	1	1966			0	0
mcmilro01	mcmilro01h	0	2	3	1972			0	2|1|1
cashda01	cashda01h	0	0	1	1986			0	0
rudijo01	rudijo01h	0	0	1	1988			0	0
ageeto01	ageeto01h	0	0	1	1979			0	0
dempsri01	dempsri01h	0	0	1	1998			0	0
saxst01	saxst01h	0	0	1	2000			0	0
wrighgl01	wrighgl01h	0	7	12	1948			0	2|1|1|0|0|1|0|2|2|3|7|1
kellyge01	kellyge01h	1	2	8	1947	1973	Veterans	0	1|2|1|1|1|2|1
werbebi01	werbebi01h	0	1	4	1949			0	1|1|0|1
krukjo01	krukjo01h	0	0	1	2001			0	0
ziskri01	ziskri01h	0	0	1	1989			0	0
klingjo01	klingjo01h	0	10	9	1936			0	4|10|10|5|6|5|10|2|0
hislela01	hislela01h	0	0	1	1988			0	0
doyleja01	doyleja01h	0	1	1	1936			0	1
maybejo01	maybejo01h	0	0	1	1988			0	0
moonwa01	moonwa01h	0	1	1	1971			0	1
penato01	penato01h	0	0	1	2003			0	0
bumbral01	bumbral01h	0	0	1	1991			0	0
paskedo01	paskedo01h	0	0	1	1937			0	0
raderdo02	raderdo02h	0	0	1	1983			0	0
alleyge01	alleyge01h	0	0	1	1979			0	0
oneilst01	oneilst01h	0	5	7	1948			0	2|4|1|1|4|5|4
mostijo01	mostijo01h	0	1	2	1956			0	1|0
thornan01	thornan01h	0	0	1	1993			0	0
wanerll01	wanerll01h	1	23	10	1949	1967	Veterans	0	2|1|0|1|9|15|8|3|23
fosteed02	fosteed02h	0	1	1	1938			0	1
briggjo02	briggjo02h	0	0	1	1981			0	0
rayjo01	rayjo01h	0	0	1	1996			0	0
crosefr01	crosefr01h	0	5	6	1950			0	1|0|1|2|3|5
muellbi02	muellbi02h	0	1	1	2012			0	1
schulfr01	schulfr01h	0	0	1	1937			0	0
rolfere01	rolfere01h	0	5	8	1950			0	4|3|2|2|2|5|4|1
tayloto02	tayloto02h	0	0	1	1982			0	0
alouma01	alouma01h	0	1	1	1980			0	1
wrighge01	wrighge01h	0	8	1	1936			0	8
tartada01	tartada01h	0	0	1	2003			0	0
suhrgu01	suhrgu01h	0	1	3	1956			0	1|0|0
gamblos01	gamblos01h	0	0	1	1991			0	0
higgibo02	higgibo02h	0	0	1	2011			0	0
langebi01	langebi01h	0	8	2	1936			0	8|0
buhneja01	buhneja01h	0	0	1	2007			0	0
daultda01	daultda01h	0	0	1	2003			0	0
loberha01	loberha01h	0	1	4	1937			0	1|0|1|0
zimmech01	zimmech01h	0	0	1	1938			0	0
chaseha01	chaseha01h	0	9	2	1936			0	5|9
burleri01	burleri01h	0	0	1	1993			0	0
boonebr01	boonebr01h	0	0	1	2011			0	0
austiji01	austiji01h	0	0	1	1958			0	0
bowala01	bowala01h	0	2	1	1991			0	2
johnsch04	johnsch04h	0	0	1	2011			0	0
mcbriba01	mcbriba01h	0	0	1	1989			0	0
selkige01	selkige01h	0	1	6	1948			0	1|1|1|1|0|0
johnsho01	johnsho01h	0	0	1	2001			0	0
northji01	northji01h	0	0	2	1981			0	0|0
reisepe01	reisepe01h	0	3	2	1958			0	2|3
conrowi01	conrowi01h	0	0	1	1945			0	0
hornebo01	hornebo01h	0	0	1	1994			0	0
kennete02	kennete02h	0	0	1	1997			0	0
irvinmo01	irvinmo01h	1	\N	1	1973	1973	Negro League	0	\N
lewisdu01	lewisdu01h	0	14	9	1937			0	1|2|2|0|1|5|8|8|14
carrach01	carrach01h	0	0	1	1966			0	0
fergujo01	fergujo01h	0	0	1	1989			0	0
southbi01	southbi01h	0	7	8	1945			0	0|0|5|1|2|0|1|7
guilloz01	guilloz01h	0	1	1	2006			0	1
dennyje01	dennyje01h	0	8	1	1936			0	8
cardejo02	cardejo02h	0	0	1	1986			0	0
mcveyca01	mcveyca01h	0	1	1	1936			0	1
davisto02	davisto02h	0	1	1	1982			0	1
harrebu01	harrebu01h	0	0	1	1986			0	0
stengca01	stengca01h	0	2	1	1949			0	2
lowebo01	lowebo01h	0	1	3	1936			0	1|0|1
severha01	severha01h	0	1	1	1948			0	1
bellge02	bellge02h	0	1	1	1999			0	1
ofarrbo01	ofarrbo01h	0	2	3	1950			0	2|1|1
thomago01	thomago01h	0	0	1	1992			0	0
burnije01	burnije01h	0	0	1	2012			0	0
virdobi01	virdobi01h	0	1	2	1974			0	1|0
stearjo01	stearjo01h	0	0	1	1990			0	0
baergca01	baergca01h	0	0	1	2011			0	0
claytro01	claytro01h	0	0	1	2013			0	0
coninje01	coninje01h	0	0	1	2013			0	0
washicl01	washicl01h	0	0	1	1996			0	0
jeffegr01	jeffegr01h	0	0	1	2006			0	0
cartejo01	cartejo01h	0	4	1	2004			0	4
zeileto01	zeileto01h	0	0	1	2010			0	0
castivi02	castivi02h	0	1	1	2012			0	1
peitzhe01	peitzhe01h	0	0	1	1939			0	0
moorete01	moorete01h	0	12	8	1950			0	1|0|5|3|1|7|1|12
meltobi01	meltobi01h	0	0	1	1983			0	0
younger01	younger01h	0	0	1	2012			0	0
hargrbu01	hargrbu01h	0	1	3	1947			0	1|0|0
ruelmu01	ruelmu01h	0	8	10	1946			0	0|2|0|0|3|2|4|8|4|3
milledo02	milledo02h	0	1	1	1948			0	1
gowdyha01	gowdyha01h	0	36	17	1937			0	1|3|1|3|1|1|2|7|4|12|15|22|20|36|25|17|14
jonescl01	jonescl01h	0	0	1	1982			0	0
yeagest01	yeagest01h	0	0	1	1992			0	0
hattogr01	hattogr01h	0	1	2	1966			0	1|0
lockmwh01	lockmwh01h	0	1	1	1966			0	1
burroje01	burroje01h	0	0	1	1991			0	0
motama01	motama01h	0	4	2	1988			0	4|2
millafe01	millafe01h	0	0	1	1983			0	0
chapmsa01	chapmsa01h	0	0	1	1958			0	0
martipe01	martipe01h	0	17	14	1942			0	1|0|0|6|10|4|8|13|16|4|17|11|4|9
dentbu01	dentbu01h	0	1	1	1990			0	1
kingmda01	kingmda01h	0	1	1	1992			0	1
stanlmi01	stanlmi01h	0	0	1	1984			0	0
fieldce01	fieldce01h	0	0	1	2004			0	0
valenel01	valenel01h	0	0	1	1991			0	0
moorejo02	moorejo02h	0	1	1	1950			0	1
samueju01	samueju01h	0	0	1	2004			0	0
unserde01	unserde01h	0	0	1	1988			0	0
nixonot01	nixonot01h	0	0	1	2005			0	0
kressre01	kressre01h	0	1	2	1958			0	0|1
lopezal01	lopezal01h	0	39	3	1949			0	1|28|39
sierrru01	sierrru01h	0	0	1	2012			0	0
stahlja01	stahlja01h	0	0	2	1938			0	0|0
weisswa01	weisswa01h	0	0	1	2006			0	0
murrare01	murrare01h	0	0	2	1937			0	0|0
mccarto01	mccarto01h	1	1	2	1936	1946	Old Timers	0	1
scottev01	scottev01h	0	3	14	1937			0	1|1|0|0|1|2|2|2|1|2|2|2|3|1
davalvi01	davalvi01h	0	0	1	1986			0	0
adamssp01	adamssp01h	0	0	2	1958			0	0|0
nevinph01	nevinph01h	0	0	1	2012			0	0
brosisc01	brosisc01h	0	0	1	2007			0	0
danniha01	danniha01h	0	0	2	1958			0	0|0
parrila01	parrila01h	0	0	1	1994			0	0
beckegl01	beckegl01h	0	0	1	1981			0	0
clarkho01	clarkho01h	0	0	1	1980			0	0
powervi01	powervi01h	0	1	2	1971			0	1|1
berryke01	berryke01h	0	0	1	1981			0	0
casege01	casege01h	0	1	4	1958			0	0|0|1|1
harribu01	harribu01h	0	7	1	1949			0	7
groteje01	groteje01h	0	0	1	1987			0	0
critzhu01	critzhu01h	0	1	1	1956			0	1
bladera01	bladera01h	0	0	2	1958			0	0|0
northro01	northro01h	0	0	1	1964			0	0
edwarjo01	edwarjo01h	0	0	1	1980			0	0
bucknbi01	bucknbi01h	0	2	1	1996			0	2
bodiepi01	bodiepi01h	0	1	2	1937			0	1|1
schaapa01	schaapa01h	0	0	1	1980			0	0
remyje01	remyje01h	0	0	1	1990			0	0
smithea02	smithea02h	0	1	2	1948			0	1|1
dauerri01	dauerri01h	0	0	1	1991			0	0
adamsbo03	adamsbo03h	0	0	1	1966			0	0
pikeli01	pikeli01h	0	1	1	1936			0	1
fonsele01	fonsele01h	0	1	5	1948			0	1|1|1|1|1
reichri01	reichri01h	0	0	1	1980			0	0
howear01	howear01h	0	0	1	1991			0	0
robinwi01	robinwi01h	0	8	1	1936			0	8
alomasa02	alomasa02h	0	3	1	2013			0	3
hinchbi01	hinchbi01h	0	0	1	1937			0	0
sweenbi02	sweenbi02h	0	0	1	1945			0	0
grimmch01	grimmch01h	0	10	12	1939			0	0|0|0|5|7|8|4|3|3|10|5|1
eisenji01	eisenji01h	0	1	1	2004			0	1
morriha02	morriha02h	0	1	1	2006			0	1
hickmji02	hickmji02h	0	0	1	1980			0	0
schreos01	schreos01h	0	1	3	1937			0	1|1|1
knighra01	knighra01h	0	0	1	1994			0	0
geronce01	geronce01h	0	0	1	1989			0	0
grossgr01	grossgr01h	0	0	1	1995			0	0
simsdu01	simsdu01h	0	0	1	1980			0	0
brookhu01	brookhu01h	0	0	1	2000			0	0
wittwh01	wittwh01h	0	1	1	1949			0	1
milnejo01	milnejo01h	0	0	1	1988			0	0
pinielo01	pinielo01h	0	0	1	1990			0	0
haasmu01	haasmu01h	0	1	4	1955			0	0|1|0|0
colemvi01	colemvi01h	0	1	1	2003			0	1
westrwe01	westrwe01h	0	1	1	1964			0	1
carribi02	carribi02h	0	2	4	1937			0	2|2|1|1
bigbeca01	bigbeca01h	0	1	1	1948			0	1
hundlra01	hundlra01h	0	0	1	1983			0	0
mancugu01	mancugu01h	0	0	1	1958			0	0
dunstsh01	dunstsh01h	0	0	1	2008			0	0
jordati01	jordati01h	0	0	1	1951			0	0
lavagco01	lavagco01h	0	2	2	1958			0	2|1
disarga01	disarga01h	0	0	1	2006			0	0
trillma01	trillma01h	0	0	1	1995			0	0
mcleala01	mcleala01h	0	0	1	1937			0	0
walkeha01	walkeha01h	0	0	1	1958			0	0
collish01	collish01h	0	0	1	1937			0	0
howelro02	howelro02h	0	0	1	1990			0	0
crigelo01	crigelo01h	0	8	5	1936			0	3|8|4|1|3
mayca01	mayca01h	0	0	1	1983			0	0
walketo04	walketo04h	0	0	1	2013			0	0
roberda01	roberda01h	0	0	1	1953			0	0
seguida01	seguida01h	0	0	1	2010			0	0
karroer01	karroer01h	0	0	1	2010			0	0
edwarha01	edwarha01h	0	1	1	1960			0	1
tolanbo01	tolanbo01h	0	0	1	1985			0	0
lowenjo01	lowenjo01h	0	0	1	1991			0	0
brownga01	brownga01h	0	0	2	1981			0	0|0
coxbi02	coxbi02h	0	1	1	1962			0	1
johnsal01	johnsal01h	0	0	1	1982			0	0
leonaje01	leonaje01h	0	0	1	1996			0	0
pepitjo01	pepitjo01h	0	0	1	1979			0	0
knabeot01	knabeot01h	0	0	2	1939			0	0|0
allenbe01	allenbe01h	0	0	1	1979			0	0
duganjo01	duganjo01h	0	3	7	1937			0	0|0|2|1|1|2|3
jorgemi01	jorgemi01h	0	0	1	1991			0	0
rojasco01	rojasco01h	0	0	1	1983			0	0
gelbech01	gelbech01h	0	1	4	1947			0	1|1|1|0
wilsoji01	wilsoji01h	0	9	12	1948			0	7|4|2|1|3|4|3|5|9|1|2|3
irwinch01	irwinch01h	0	0	2	1938			0	0|0
schaege01	schaege01h	0	0	2	1942			0	0|0
bailobo01	bailobo01h	0	0	1	1991			0	0
kessido01	kessido01h	0	1	1	1985			0	1
cruiswa01	cruiswa01h	0	0	1	1938			0	0
cramedo01	cramedo01h	0	6	5	1956			0	2|1|0|1|6
helmsto01	helmsto01h	0	0	1	1983			0	0
richabo01	richabo01h	0	2	3	1972			0	2|1|1
gustifr01	gustifr01h	0	1	1	1958			0	1
leachfr01	leachfr01h	0	1	2	1958			0	1|0
maxvida01	maxvida01h	0	0	1	1981			0	0
flintsi01	flintsi01h	0	0	1	1936			0	0
robinbi02	robinbi02h	0	0	1	1989			0	0
comisch01	comisch01h	0	8	1	1936			0	8
courtcl01	courtcl01h	0	0	1	1967			0	0
gonzami01	gonzami01h	0	1	5	1950			0	1|0|0|1|1
moranpa01	moranpa01h	0	0	4	1937			0	0|0|0|0
perkicy01	perkicy01h	0	1	1	1958			0	1
allisdo01	allisdo01h	0	1	1	1936			0	1
brownla01	brownla01h	0	0	1	1980			0	0
yerkest02	yerkest02h	0	0	1	1945			0	0
cannich01	cannich01h	0	0	1	1980			0	0
johnsde01	johnsde01h	0	0	1	1982			0	0
battijo01	battijo01h	0	1	1	1936			0	1
thomair01	thomair01h	0	0	1	1938			0	0
youngpe01	youngpe01h	0	0	1	1958			0	0
sullibi03	sullibi03h	0	0	3	1936			0	0|0|0
whitebu01	whitebu01h	0	1	1	1956			0	1
milleha01	milleha01h	0	0	1	1937			0	0
paganjo01	paganjo01h	0	0	1	1979			0	0
mackco01	mackco01h	0	0	1	1936			0	0
archeji01	archeji01h	0	3	3	1937			0	3|3|1
bicheda01	bicheda01h	0	1	1	2007			0	1
berrych02	berrych02h	0	1	2	1955			0	0|1
ricede01	ricede01h	0	1	1	1966			0	1
mayje01	mayje01h	0	0	1	1979			0	0
durocle01	durocle01h	0	7	2	1949			0	1|7
wathajo01	wathajo01h	0	0	1	1991			0	0
tebbebi01	tebbebi01h	0	3	2	1958			0	3|0
kraneed01	kraneed01h	0	0	1	1985			0	0
granted01	granted01h	0	1	5	1938			0	0|1|1|1|0
remseja01	remseja01h	0	1	1	1936			0	1
streega01	streega01h	0	0	3	1937			0	0|0|0
sewellu01	sewellu01h	0	1	4	1948			0	1|1|1|1
dooinre01	dooinre01h	0	0	2	1937			0	0|0
wambsbi01	wambsbi01h	0	2	6	1942			0	0|1|0|2|2|1
heganji01	heganji01h	0	2	2	1966			0	2|1
killebi01	killebi01h	0	0	1	1946			0	0
boleyjo01	boleyjo01h	0	0	1	1942			0	0
mckecbi01	mckecbi01h	0	1	1	1946			0	1
summech01	summech01h	0	0	1	1990			0	0
dropowa01	dropowa01h	0	0	1	1967			0	0
martibi02	martibi02h	0	0	1	1967			0	0
smallro01	smallro01h	0	0	1	1964			0	0
spencji01	spencji01h	0	0	1	1988			0	0
stahlla01	stahlla01h	0	0	1	1979			0	0
crowlte01	crowlte01h	0	0	1	1989			0	0
gagliph01	gagliph01h	0	0	1	1980			0	0
gosgeji01	gosgeji01h	0	0	1	1980			0	0
womacto01	womacto01h	0	0	1	2012			0	0
reeseri01	reeseri01h	0	0	1	1979			0	0
harrile01	harrile01h	0	0	1	2011			0	0
sistisi01	sistisi01h	0	0	1	1960			0	0
jacksso01	jacksso01h	0	0	1	1980			0	0
montawi01	montawi01h	0	0	1	1988			0	0
paborch01	paborch01h	0	1	1	1936			0	1
cissebi01	cissebi01h	0	0	1	1937			0	0
milleno01	milleno01h	0	0	1	1980			0	0
lockebo01	lockebo01h	0	0	1	1981			0	0
alouje01	alouje01h	0	0	1	1985			0	0
koscoan01	koscoan01h	0	0	1	1980			0	0
sukefcl01	sukefcl01h	0	0	1	1958			0	0
dyered01	dyered01h	0	1	1	1947			0	1
schacal01	schacal01h	0	2	4	1939			0	0|2|2|1
moraljo01	moraljo01h	0	0	1	1990			0	0
olearch01	olearch01h	0	0	3	1953			0	0|0|0
francju02	francju02h	0	1	1	2013			0	1
bergema01	bergema01h	0	1	3	1937			0	1|0|0
stephjo03	stephjo03h	0	0	1	1979			0	0
ensje01	ensje01h	0	1	1	1950			0	1
stewaji01	stewaji01h	0	0	1	1979			0	0
kennejo03	kennejo03h	0	0	1	1980			0	0
