milancl01		0	0	2	7	2	1938		0|1|0|0|0|1|2
millebi02		0	0	2	2	2	1958		0|2
moseswa01		0	0	2	6	2	1958		0|0|1|1|2|2
ofarrbo01		0	0	2	3	2	1950		2|1|1
oneilpa01		0	0	2	1	2	2007		2
parrila02		0	0	2	1	2	2001		2
richabo01		0	0	2	3	2	1972		2|1|1
schacal01		0	0	2	4	2	1939		0|2|2|1
stengca01		0	0	2	1	2	1949		2
wambsbi01		0	0	2	6	2	1942		0|1|0|2|2|1
wilsowi02		0	0	2	1	2	2000		2
coxbi02		0	0	1	1	1	1962		1
ensje01		0	0	1	1	1	1950		1
mayle01		0	0	1	1	1	1988		1
aloufe01		0	0	1	1	1	1980		1
alouma01		0	0	1	1	1	1980		1
aloumo01		0	0	1	1	1	2014		1
bellge02		0	0	1	1	1	1999		1
bushdo01		0	0	1	5	1	1937		0|1|1|0|0
casege01		0	0	1	4	1	1958		0|0|1|1
dentbu01		0	0	1	1	1	1990		1
dyered01		0	0	1	1	1	1947		1
haasmu01		0	0	1	4	1	1955		0|1|0|0
kammwi01		0	0	1	2	1	1958		1|0
lowebo01		0	0	1	2	1	1936		0|1
moonwa01		0	0	1	1	1	1971		1
myerbu01		0	0	1	1	1	1949		1
ricede01		0	0	1	1	1	1966		1
suhrgu01		0	0	1	3	1	1956		1|0|0
valoel01		0	0	1	1	1	1967		1
westsa01		0	0	1	1	1	1948		1
wittwh01		0	0	1	1	1	1949		1
bakerdu01		0	0	1	1	1	1992		1
bandosa01		0	0	1	1	1	1987		1
barryja01		0	0	1	2	1	1938		1|0
bartedi01		0	0	1	4	1	1948		1|0|0|0
bergema01		0	0	1	3	1	1937		1|0|0
bergewa01		0	0	1	2	1	1956		1|1
berrych02		0	0	1	2	1	1955		0|1
bicheda01		0	0	1	1	1	2007		1
bigbeca01		0	0	1	1	1	1948		1
bodiepi01		0	0	1	2	1	1937		1|1
boyercl02		0	0	1	2	1	1978		0|1
burgesm01		0	0	1	2	1	1973		0|1
burnsge01		0	0	1	5	1	1937		1|1|0|1|1
cansejo01		0	0	1	1	1	2007		1
castivi02		0	0	1	1	1	2012		1
chapmbe01		0	0	1	2	1	1949		1|0
clarkja01		0	0	1	1	1	1998		1
colavro01		0	0	1	2	1	1974		1|0
colemvi01		0	0	1	1	1	2003		1
cravaga01		0	0	1	4	1	1937		1|1|1|1
critzhu01		0	0	1	1	1	1956		1
cuccito01		0	0	1	2	1	1956		1|1
daubeja01		0	0	1	5	1	1936		1|0|0|0|0
davisch01		0	0	1	1	1	2005		1
daviser01		0	0	1	1	1	2007		1
davissp01		0	0	1	2	1	1948		1|1
davisto02		0	0	1	1	1	1982		1
edwarha01		0	0	1	1	1	1960		1
eisenji01		0	0	1	1	1	2004		1
elberki01		0	0	1	5	1	1936		0|0|1|0|1
ennisde01		0	0	1	2	1	1966		1|1
fairlro01		0	0	1	2	1	1984		0|1
fernato01		0	0	1	1	1	2007		1
finlest01		0	0	1	1	1	2013		1
fonsele01		0	0	1	5	1	1948		1|1|1|1|1
fosteed02		0	0	1	1	1	1938		1
