ROC02	Culver Field II	1898-08-27	1898-08-29	0	2	-77.58	43.15	Rochester	NY	US
ROC03	Ontario Beach Grounds	1898-08-28	1898-08-28	0	1	-77.61	43.26	Rochester	NY	US
SAI01	St. George Cricket Grounds	1886-04-22	1889-06-14	0	148	-74.08	40.65	Staten Island	NY	US
SAN01	Qualcomm Stadium	1969-04-08	2003-09-28	0	2768	-117.12	32.78	San Diego	CA	US
SAN02	PetCo Park	2004-04-08	2013-09-26	1	810	-117.16	32.71	San Diego	CA	US
SEA01	Sicks' Stadium	1969-04-11	1969-10-02	0	82	-122.3	47.58	Seattle	WA	US
SEA02	Kingdome	1977-04-06	1999-06-27	0	1755	-122.33	47.6	Seattle	WA	US
SEA03	Safeco Field	1999-07-15	2013-09-29	1	1181	-122.33	47.59	Seattle	WA	US
SFO01	Seals Stadium	1958-04-15	1959-09-20	0	154	-122.41	37.77	San Francisco	CA	US
SFO02	Candlestick Park	1960-04-12	1999-09-30	0	3173	-122.39	37.71	San Francisco	CA	US
SFO03	AT&T Park	2000-04-11	2013-09-29	1	1135	-122.39	37.78	San Francisco	CA	US
SJU01	Estadio Hiram Bithorn	2001-04-01	2010-06-30	0	47	-66.07	18.42	San Juan	PR	US
SPR01	Hampden Park Race Track	1872-07-23	1875-05-14	0	3	-72.61	42.11	Springfield	MA	US
STL01	Red Stocking Base-Ball Park	1875-05-04	1875-07-04	0	14	-90.23	38.63	St. Louis	MO	US
STL02	Grand Avenue Park	1875-05-06	1878-07-13	0	97	-90.22	38.66	St. Louis	MO	US
STL03	Sportsman's Park I	1882-05-02	1892-10-13	0	717	-90.22	38.66	St. Louis	MO	US
STL04	Palace Park of America	1884-04-20	1886-09-23	0	175	-90.21	38.65	St. Louis	MO	US
STL05	Robison Field	1893-04-27	1920-06-06	0	2021	-90.22	38.66	St. Louis	MO	US
