Name                                                     	Type	   id	Parent	Children
Prescott, AZ                                                 	MSA	39140		04025: Yavapai County, AZ
Providence-New Bedford-Fall River, RI-MA                     	MSA	39300		25005: Bristol County, MA | 44001: Bristol County, RI | 44003: Kent County, RI | 44005: Newport County, RI | 44007: Providence County, RI | 44009: Washington County, RI
Provo-Orem, UT                                               	MSA	39340		49023: Juab County, UT | 49049: Utah County, UT
Pueblo, CO                                                   	MSA	39380		08101: Pueblo County, CO
Punta Gorda, FL                                              	MSA	39460		12015: Charlotte County, FL
Racine, WI                                                   	MSA	39540		55101: Racine County, WI
Raleigh-Cary, NC                                             	MSA	39580		37069: Franklin County, NC | 37101: Johnston County, NC | 37183: Wake County, NC
Rapid City, SD                                               	MSA	39660		46093: Meade County, SD | 46103: Pennington County, SD
Reading, PA                                                  	MSA	39740		42011: Berks County, PA
Redding, CA                                                  	MSA	39820		06089: Shasta County, CA
Reno-Sparks, NV                                              	MSA	39900		32029: Storey County, NV | 32031: Washoe County, NV
Richmond, VA                                                 	MSA	40060		51007: Amelia County, VA | 51033: Caroline County, VA | 51036: Charles City County, VA | 51041: Chesterfield County, VA | 51049: Cumberland County, VA | 51053: Dinwiddie County, VA | 51075: Goochland County, VA | 51085: Hanover County, VA | 51087: Henrico County, VA | 51097: King and Queen County, VA | 51101: King William County, VA | 51109: Louisa County, VA | 51127: New Kent County, VA | 51145: Powhatan County, VA | 51149: Prince George County, VA | 51183: Sussex County, VA | 51570: Colonial Heights city, VA | 51670: Hopewell city, VA | 51730: Petersburg city, VA | 51760: Richmond city, VA
Riverside-San Bernardino-Ontario, CA                         	MSA	40140		06065: Riverside County, CA | 06071: San Bernardino County, CA
Roanoke, VA                                                  	MSA	40220		51023: Botetourt County, VA | 51045: Craig County, VA | 51067: Franklin County, VA | 51161: Roanoke County, VA | 51770: Roanoke city, VA | 51775: Salem city, VA
Rochester, MN                                                	MSA	40340		27039: Dodge County, MN | 27109: Olmsted County, MN | 27157: Wabasha County, MN
Rochester, NY                                                	MSA	40380		36051: Livingston County, NY | 36055: Monroe County, NY | 36069: Ontario County, NY | 36073: Orleans County, NY | 36117: Wayne County, NY
Rockford, IL                                                 	MSA	40420		17007: Boone County, IL | 17201: Winnebago County, IL
Rocky Mount, NC                                              	MSA	40580		37065: Edgecombe County, NC | 37127: Nash County, NC
Rome, GA                                                     	MSA	40660		13115: Floyd County, GA
Sacramento-Arden+Arcade-Roseville, CA                      	MSA	40900		06017: El Dorado County, CA | 06061: Placer County, CA | 06067: Sacramento County, CA | 06113: Yolo County, CA
Saginaw-Saginaw Township North, MI                           	MSA	40980		26145: Saginaw County, MI
Salem, OR                                                    	MSA	41420		41047: Marion County, OR | 41053: Polk County, OR
Salinas, CA                                                  	MSA	41500		06053: Monterey County, CA
Salisbury, MD                                                	MSA	41540		24039: Somerset County, MD | 24045: Wicomico County, MD
Salt Lake City, UT                                           	MSA	41620		49035: Salt Lake County, UT | 49043: Summit County, UT | 49045: Tooele County, UT
San Angelo, TX                                               	MSA	41660		48235: Irion County, TX | 48451: Tom Green County, TX
San Antonio-New Braunfels, TX                                	MSA	41700		48013: Atascosa County, TX | 48019: Bandera County, TX | 48029: Bexar County, TX | 48091: Comal County, TX | 48187: Guadalupe County, TX | 48259: Kendall County, TX | 48325: Medina County, TX | 48493: Wilson County, TX
San Diego-Carlsbad-San Marcos, CA                            	MSA	41740		06073: San Diego County, CA
San Francisco-Oakland-Fremont, CA                            	MSA	41860		! 36084: Oakland-Fremont-Hayward, CA MDIV                                                           	| 36084.06001: Alameda County, CA | 36084.06013: Contra Costa County, CA	! 41884: San Francisco-San Mateo-Redwood City, CA MDIV	| 41884.06041: Marin County, CA | 41884.06075: San Francisco County, CA | 41884.06081: San Mateo County, CA
San Germán-Cabo Rojo, PR                                     	MSA	41900		72023: Cabo Rojo Municipio, PR | 72079: Lajas Municipio, PR | 72121: Sabana Grande Municipio, PR | 72125: San Germán Municipio, PR
San Jose-Sunnyvale-Santa Clara, CA                           	MSA	41940		06069: San Benito County, CA | 06085: Santa Clara County, CA
San Juan-Caguas-Guaynabo, PR                                 	MSA	41980		72007: Aguas Buenas Municipio, PR | 72009: Aibonito Municipio, PR | 72013: Arecibo Municipio, PR | 72017: Barceloneta Municipio, PR | 72019: Barranquitas Municipio, PR | 72021: Bayamón Municipio, PR | 72025: Caguas Municipio, PR | 72027: Camuy Municipio, PR | 72029: Canóvanas Municipio, PR | 72031: Carolina Municipio, PR | 72033: Cataño Municipio, PR | 72035: Cayey Municipio, PR | 72039: Ciales Municipio, PR | 72041: Cidra Municipio, PR | 72045: Comerío Municipio, PR | 72047: Corozal Municipio, PR | 72051: Dorado Municipio, PR | 72054: Florida Municipio, PR | 72061: Guaynabo Municipio, PR | 72063: Gurabo Municipio, PR | 72065: Hatillo Municipio, PR | 72069: Humacao Municipio, PR | 72077: Juncos Municipio, PR | 72085: Las Piedras Municipio, PR | 72087: Loíza Municipio, PR | 72091: Manatí Municipio, PR | 72095: Maunabo Municipio, PR | 72101: Morovis Municipio, PR | 72103: Naguabo Municipio, PR | 72105: Naranjito Municipio, PR | 72107: Orocovis Municipio, PR | 72115: Quebradillas Municipio, PR | 72119: Río Grande Municipio, PR | 72127: San Juan Municipio, PR | 72129: San Lorenzo Municipio, PR | 72135: Toa Alta Municipio, PR | 72137: Toa Baja Municipio, PR | 72139: Trujillo Alto Municipio, PR | 72143: Vega Alta Municipio, PR | 72145: Vega Baja Municipio, PR | 72151: Yabucoa Municipio, PR
San Luis Obispo-Paso Robles, CA                              	MSA	42020		06079: San Luis Obispo County, CA
Sandusky, OH                                                 	MSA	41780		39043: Erie County, OH
Santa Barbara-Santa Maria-Goleta, CA                         	MSA	42060		06083: Santa Barbara County, CA
Santa Cruz-Watsonville, CA                                   	MSA	42100		06087: Santa Cruz County, CA
Santa Fe, NM                                                 	MSA	42140		35049: Santa Fe County, NM
Santa Rosa-Petaluma, CA                                      	MSA	42220		06097: Sonoma County, CA
Savannah, GA                                                 	MSA	42340		13029: Bryan County, GA | 13051: Chatham County, GA | 13103: Effingham County, GA
Scranton-Wilkes+Barre, PA                                   	MSA	42540		42069: Lackawanna County, PA | 42079: Luzerne County, PA | 42131: Wyoming County, PA
Seattle-Tacoma-Bellevue, WA                                  	MSA	42660		! 42644: Seattle-Bellevue-Everett, WA MDIV                                                          	| 42644.53033: King County, WA | 42644.53061: Snohomish County, WA	! 45104: Tacoma, WA MDIV	| 45104.53053: Pierce County, WA
Sebastian-Vero Beach, FL                                     	MSA	42680		12061: Indian River County, FL
Sheboygan, WI                                                	MSA	43100		55117: Sheboygan County, WI
Sherman-Denison, TX                                          	MSA	43300		48181: Grayson County, TX
Shreveport-Bossier City, LA                                  	MSA	43340		22015: Bossier Parish, LA | 22017: Caddo Parish, LA | 22031: De Soto Parish, LA
Sioux City, IA-NE-SD                                         	MSA	43580		19193: Woodbury County, IA | 31043: Dakota County, NE | 31051: Dixon County, NE | 46127: Union County, SD
Sioux Falls, SD                                              	MSA	43620		46083: Lincoln County, SD | 46087: McCook County, SD | 46099: Minnehaha County, SD | 46125: Turner County, SD
South Bend-Mishawaka, IN-MI                                  	MSA	43780		18141: St. Joseph County, IN | 26027: Cass County, MI
Spartanburg, SC                                              	MSA	43900		45083: Spartanburg County, SC
Spokane, WA                                                  	MSA	44060		53063: Spokane County, WA
Springfield, IL                                              	MSA	44100		17129: Menard County, IL | 17167: Sangamon County, IL
Springfield, MA                                              	MSA	44140		25011: Franklin County, MA | 25013: Hampden County, MA | 25015: Hampshire County, MA
Springfield, MO                                              	MSA	44180		29043: Christian County, MO | 29059: Dallas County, MO | 29077: Greene County, MO | 29167: Polk County, MO | 29225: Webster County, MO
Springfield, OH                                              	MSA	44220		39023: Clark County, OH
St. Cloud, MN                                                	MSA	41060		27009: Benton County, MN | 27145: Stearns County, MN
St. George, UT                                               	MSA	41100		49053: Washington County, UT
St. Joseph, MO-KS                                            	MSA	41140		20043: Doniphan County, KS | 29003: Andrew County, MO | 29021: Buchanan County, MO | 29063: DeKalb County, MO
St. Louis, MO-IL                                             	MSA	41180		17005: Bond County, IL | 17013: Calhoun County, IL | 17027: Clinton County, IL | 17083: Jersey County, IL | 17117: Macoupin County, IL | 17119: Madison County, IL | 17133: Monroe County, IL | 17163: St. Clair County, IL | 29055: Crawford County, MO (pt.)* | 29071: Franklin County, MO | 29099: Jefferson County, MO | 29113: Lincoln County, MO | 29183: St. Charles County, MO | 29189: St. Louis County, MO | 29219: Warren County, MO | 29221: Washington County, MO | 29510: St. Louis city, MO
State College, PA                                            	MSA	44300		42027: Centre County, PA
Steubenville-Weirton, OH-WV                                  	MSA	44600		39081: Jefferson County, OH | 54009: Brooke County, WV | 54029: Hancock County, WV
Stockton, CA                                                 	MSA	44700		06077: San Joaquin County, CA
Sumter, SC                                                   	MSA	44940		45085: Sumter County, SC
Syracuse, NY                                                 	MSA	45060		36053: Madison County, NY | 36067: Onondaga County, NY | 36075: Oswego County, NY
Tallahassee, FL                                              	MSA	45220		12039: Gadsden County, FL | 12065: Jefferson County, FL | 12073: Leon County, FL | 12129: Wakulla County, FL
Tampa-St. Petersburg-Clearwater, FL                          	MSA	45300		12053: Hernando County, FL | 12057: Hillsborough County, FL | 12101: Pasco County, FL | 12103: Pinellas County, FL
Terre Haute, IN                                              	MSA	45460		18021: Clay County, IN | 18153: Sullivan County, IN | 18165: Vermillion County, IN | 18167: Vigo County, IN
Texarkana, TX-Texarkana, AR                                  	MSA	45500		05091: Miller County, AR | 48037: Bowie County, TX
Toledo, OH                                                   	MSA	45780		39051: Fulton County, OH | 39095: Lucas County, OH | 39123: Ottawa County, OH | 39173: Wood County, OH
Topeka, KS                                                   	MSA	45820		20085: Jackson County, KS | 20087: Jefferson County, KS | 20139: Osage County, KS | 20177: Shawnee County, KS | 20197: Wabaunsee County, KS
Trenton-Ewing, NJ                                            	MSA	45940		34021: Mercer County, NJ
Tucson, AZ                                                   	MSA	46060		04019: Pima County, AZ
Tulsa, OK                                                    	MSA	46140		40037: Creek County, OK | 40111: Okmulgee County, OK | 40113: Osage County, OK | 40117: Pawnee County, OK | 40131: Rogers County, OK | 40143: Tulsa County, OK | 40145: Wagoner County, OK
Tuscaloosa, AL                                               	MSA	46220		01063: Greene County, AL | 01065: Hale County, AL | 01125: Tuscaloosa County, AL
Tyler, TX                                                    	MSA	46340		48423: Smith County, TX
Utica-Rome, NY                                               	MSA	46540		36043: Herkimer County, NY | 36065: Oneida County, NY
Valdosta, GA                                                 	MSA	46660		13027: Brooks County, GA | 13101: Echols County, GA | 13173: Lanier County, GA | 13185: Lowndes County, GA
Vallejo-Fairfield, CA                                        	MSA	46700		06095: Solano County, CA
Victoria, TX                                                 	MSA	47020		48057: Calhoun County, TX | 48175: Goliad County, TX | 48469: Victoria County, TX
Vineland-Millville-Bridgeton, NJ                             	MSA	47220		34011: Cumberland County, NJ
Virginia Beach-Norfolk-Newport News, VA-NC                   	MSA	47260		37053: Currituck County, NC | 51073: Gloucester County, VA | 51093: Isle of Wight County, VA | 51095: James City County, VA | 51115: Mathews County, VA | 51181: Surry County, VA | 51199: York County, VA | 51550: Chesapeake city, VA | 51650: Hampton city, VA | 51700: Newport News city, VA | 51710: Norfolk city, VA | 51735: Poquoson city, VA | 51740: Portsmouth city, VA | 51800: Suffolk city, VA | 51810: Virginia Beach city, VA | 51830: Williamsburg city, VA
Visalia-Porterville, CA                                      	MSA	47300		06107: Tulare County, CA
Waco, TX                                                     	MSA	47380		48309: McLennan County, TX
Warner Robins, GA                                            	MSA	47580		13153: Houston County, GA
Washington-Arlington-Alexandria, DC-VA-MD-WV                 	MSA	47900		! 13644: Bethesda-Rockville-Frederick, MD MDIV                                                      	| 13644.24021: Frederick County, MD | 13644.24031: Montgomery County, MD	! 47894: Washington-Arlington-Alexandria, DC-VA-MD-WV MDIV	| 47894.11001: District of Columbia, DC | 47894.24009: Calvert County, MD | 47894.24017: Charles County, MD | 47894.24033: Prince George's County, MD | 47894.51013: Arlington County, VA | 47894.51043: Clarke County, VA | 47894.51059: Fairfax County, VA | 47894.51061: Fauquier County, VA | 47894.51107: Loudoun County, VA | 47894.51153: Prince William County, VA | 47894.51177: Spotsylvania County, VA | 47894.51179: Stafford County, VA | 47894.51187: Warren County, VA | 47894.51510: Alexandria city, VA | 47894.51600: Fairfax city, VA | 47894.51610: Falls Church city, VA | 47894.51630: Fredericksburg city, VA | 47894.51683: Manassas city, VA | 47894.51685: Manassas Park city, VA | 47894.54037: Jefferson County, WV
Waterloo-Cedar Falls, IA                                     	MSA	47940		19013: Black Hawk County, IA | 19017: Bremer County, IA | 19075: Grundy County, IA
Wausau, WI                                                   	MSA	48140		55073: Marathon County, WI
Wenatchee-East Wenatchee, WA                                 	MSA	48300		53007: Chelan County, WA | 53017: Douglas County, WA
Wheeling, WV-OH                                              	MSA	48540		39013: Belmont County, OH | 54051: Marshall County, WV | 54069: Ohio County, WV
Wichita Falls, TX                                            	MSA	48660		48009: Archer County, TX | 48077: Clay County, TX | 48485: Wichita County, TX
Wichita, KS                                                  	MSA	48620		20015: Butler County, KS | 20079: Harvey County, KS | 20173: Sedgwick County, KS | 20191: Sumner County, KS
Williamsport, PA                                             	MSA	48700		42081: Lycoming County, PA
Wilmington, NC                                               	MSA	48900		37019: Brunswick County, NC | 37129: New Hanover County, NC | 37141: Pender County, NC
Winchester, VA-WV                                            	MSA	49020		51069: Frederick County, VA | 51840: Winchester city, VA | 54027: Hampshire County, WV
Winston-Salem, NC                                            	MSA	49180		37059: Davie County, NC | 37067: Forsyth County, NC | 37169: Stokes County, NC | 37197: Yadkin County, NC
Worcester, MA                                                	MSA	49340		25027: Worcester County, MA
Yakima, WA                                                   	MSA	49420		53077: Yakima County, WA
Yauco, PR                                                    	MSA	49500		72055: Guánica Municipio, PR | 72059: Guayanilla Municipio, PR | 72111: Peñuelas Municipio, PR | 72153: Yauco Municipio, PR
York-Hanover, PA                                             	MSA	49620		42133: York County, PA
Youngstown-Warren-Boardman, OH-PA                            	MSA	49660		39099: Mahoning County, OH | 39155: Trumbull County, OH | 42085: Mercer County, PA
Yuba City, CA                                                	MSA	49700		06101: Sutter County, CA | 06115: Yuba County, CA
Yuma, AZ                                                     	MSA	49740		04027: Yuma County, AZ
										
Boston-Quincy, MA                                         	MDv	14484	14460	14484.25021: Norfolk County, MA | 14484.25023: Plymouth County, MA | 14484.25025: Suffolk County, MA
Cambridge-Newton-Framingham, MA                           	MDv	15764	14460	15764.25017: Middlesex County, MA
Peabody, MA                                               	MDv	37764	14460	37764.25009: Essex County, MA
Rockingham County-Strafford County, NH                    	MDv	40484	14460	40484.33015: Rockingham County, NH | 40484.33017: Strafford County, NH
Chicago-Joliet-Naperville, IL                             	MDv	16974	16980	16974.17031: Cook County, IL | 16974.17037: DeKalb County, IL | 16974.17043: DuPage County, IL | 16974.17063: Grundy County, IL | 16974.17089: Kane County, IL | 16974.17093: Kendall County, IL | 16974.17111: McHenry County, IL | 16974.17197: Will County, IL
Gary, IN                                                  	MDv	23844	16980	23844.18073: Jasper County, IN | 23844.18089: Lake County, IN | 23844.18111: Newton County, IN | 23844.18127: Porter County, IN
Lake County-Kenosha County, IL-WI                         	MDv	29404	16980	29404.17097: Lake County, IL | 29404.55059: Kenosha County, WI
Dallas-Plano-Irving, TX                                   	MDv	19124	19100	19124.48085: Collin County, TX | 19124.48113: Dallas County, TX | 19124.48119: Delta County, TX | 19124.48121: Denton County, TX | 19124.48139: Ellis County, TX | 19124.48231: Hunt County, TX | 19124.48257: Kaufman County, TX | 19124.48397: Rockwall County, TX
Fort Worth-Arlington, TX                                  	MDv	23104	19100	23104.48251: Johnson County, TX | 23104.48367: Parker County, TX | 23104.48439: Tarrant County, TX | 23104.48497: Wise County, TX
Detroit-Livonia-Dearborn, MI                              	MDv	19804	19820	19804.26163: Wayne County, MI
Warren-Troy-Farmington Hills, MI                          	MDv	47644	19820	47644.26087: Lapeer County, MI | 47644.26093: Livingston County, MI | 47644.26099: Macomb County, MI | 47644.26125: Oakland County, MI | 47644.26147: St. Clair County, MI
Los Angeles-Long Beach-Glendale, CA                       	MDv	31084	31100	31084.06037: Los Angeles County, CA
Santa Ana-Anaheim-Irvine, CA                              	MDv	42044	31100	42044.06059: Orange County, CA
Fort Lauderdale-Pompano Beach-Deerfield Beach, FL        	MDv	22744	33100	22744.12011: Broward County, FL
Miami-Miami Beach-Kendall, FL                             	MDv	33124	33100	33124.12086: Miami-Dade County, FL
West Palm Beach-Boca Raton-Boynton Beach, FL              	MDv	48424	33100	48424.12099: Palm Beach County, FL
Edison-New Brunswick, NJ                                  	MDv	20764	35620	20764.34023: Middlesex County, NJ | 20764.34025: Monmouth County, NJ | 20764.34029: Ocean County, NJ | 20764.34035: Somerset County, NJ
Nassau-Suffolk, NY                                        	MDv	35004	35620	35004.36059: Nassau County, NY | 35004.36103: Suffolk County, NY
New York-White Plains-Wayne, NY-NJ                        	MDv	35644	35620	35644.34003: Bergen County, NJ | 35644.34017: Hudson County, NJ | 35644.34031: Passaic County, NJ | 35644.36005: Bronx County, NY | 35644.36047: Kings County, NY | 35644.36061: New York County, NY | 35644.36079: Putnam County, NY | 35644.36081: Queens County, NY | 35644.36085: Richmond County, NY | 35644.36087: Rockland County, NY | 35644.36119: Westchester County, NY
Newark-Union, NJ-PA                                       	MDv	35084	35620	35084.34013: Essex County, NJ | 35084.34019: Hunterdon County, NJ | 35084.34027: Morris County, NJ | 35084.34037: Sussex County, NJ | 35084.34039: Union County, NJ | 35084.42103: Pike County, PA
Camden, NJ                                                	MDv	15804	37980	15804.34005: Burlington County, NJ | 15804.34007: Camden County, NJ | 15804.34015: Gloucester County, NJ
Philadelphia, PA                                          	MDv	37964	37980	37964.42017: Bucks County, PA | 37964.42029: Chester County, PA | 37964.42045: Delaware County, PA | 37964.42091: Montgomery County, PA | 37964.42101: Philadelphia County, PA
Wilmington, DE-MD-NJ                                      	MDv	48864	37980	48864.10003: New Castle County, DE | 48864.24015: Cecil County, MD | 48864.34033: Salem County, NJ
Oakland-Fremont-Hayward, CA                               	MDv	36084	41860	36084.06001: Alameda County, CA | 36084.06013: Contra Costa County, CA
San Francisco-San Mateo-Redwood City, CA                  	MDv	41884	41860	41884.06041: Marin County, CA | 41884.06075: San Francisco County, CA | 41884.06081: San Mateo County, CA
Seattle-Bellevue-Everett, WA                              	MDv	42644	42660	42644.53033: King County, WA | 42644.53061: Snohomish County, WA
Tacoma, WA                                                	MDv	45104	42660	45104.53053: Pierce County, WA
Bethesda-Rockville-Frederick, MD                          	MDv	13644	47900	13644.24021: Frederick County, MD | 13644.24031: Montgomery County, MD
Washington-Arlington-Alexandria, DC-VA-MD-WV              	MDv	47894	47900	47894.11001: District of Columbia, DC | 47894.24009: Calvert County, MD | 47894.24017: Charles County, MD | 47894.24033: Prince George's County, MD | 47894.51013: Arlington County, VA | 47894.51043: Clarke County, VA | 47894.51059: Fairfax County, VA | 47894.51061: Fauquier County, VA | 47894.51107: Loudoun County, VA | 47894.51153: Prince William County, VA | 47894.51177: Spotsylvania County, VA | 47894.51179: Stafford County, VA | 47894.51187: Warren County, VA | 47894.51510: Alexandria city, VA | 47894.51600: Fairfax city, VA | 47894.51610: Falls Church city, VA | 47894.51630: Fredericksburg city, VA | 47894.51683: Manassas city, VA | 47894.51685: Manassas Park city, VA | 47894.54037: Jefferson County, WV
									  	
Abbeville, LA                                                	µSA	10020		22113: Vermilion Parish, LA
Aberdeen, SD                                                 	µSA	10100		46013: Brown County, SD | 46045: Edmunds County, SD
Aberdeen, WA                                                 	µSA	10140		53027: Grays Harbor County, WA
Ada, OK                                                      	µSA	10220		40123: Pontotoc County, OK
Adjuntas, PR                                                 	µSA	10260		72001: Adjuntas Municipio, PR
Adrian, MI                                                   	µSA	10300		26091: Lenawee County, MI
Alamogordo, NM                                               	µSA	10460		35035: Otero County, NM
Albany-Lebanon, OR                                           	µSA	10540		41043: Linn County, OR
Albemarle, NC                                                	µSA	10620		37167: Stanly County, NC
Albert Lea, MN                                               	µSA	10660		27047: Freeborn County, MN
Albertville, AL                                              	µSA	10700		01095: Marshall County, AL
Alexander City, AL                                           	µSA	10760		01037: Coosa County, AL | 01123: Tallapoosa County, AL
Alexandria, MN                                               	µSA	10820		27041: Douglas County, MN
Alice, TX                                                    	µSA	10860		48249: Jim Wells County, TX
Allegan, MI                                                  	µSA	10880		26005: Allegan County, MI
Alma, MI                                                     	µSA	10940		26057: Gratiot County, MI
Alpena, MI                                                   	µSA	10980		26007: Alpena County, MI
Altus, OK                                                    	µSA	11060		40065: Jackson County, OK
Americus, GA                                                 	µSA	11140		13249: Schley County, GA | 13261: Sumter County, GA
Amsterdam, NY                                                	µSA	11220		36057: Montgomery County, NY
Andrews, TX                                                  	µSA	11380		48003: Andrews County, TX
Angola, IN                                                   	µSA	11420		18151: Steuben County, IN
Arcadia, FL                                                  	µSA	11580		12027: DeSoto County, FL
Ardmore, OK                                                  	µSA	11620		40019: Carter County, OK | 40085: Love County, OK
Arkadelphia, AR                                              	µSA	11660		05019: Clark County, AR
Ashland, OH                                                  	µSA	11740		39005: Ashland County, OH
Ashtabula, OH                                                	µSA	11780		39007: Ashtabula County, OH
Astoria, OR                                                  	µSA	11820		41007: Clatsop County, OR
Atchison, KS                                                 	µSA	11860		20005: Atchison County, KS
Athens, OH                                                   	µSA	11900		39009: Athens County, OH
Athens, TN                                                   	µSA	11940		47107: McMinn County, TN
Athens, TX                                                   	µSA	11980		48213: Henderson County, TX
Auburn, IN                                                   	µSA	12140		18033: DeKalb County, IN
Auburn, NY                                                   	µSA	12180		36011: Cayuga County, NY
Augusta-Waterville, ME                                       	µSA	12300		23011: Kennebec County, ME
Austin, MN                                                   	µSA	12380		27099: Mower County, MN
Bainbridge, GA                                               	µSA	12460		13087: Decatur County, GA
Baraboo, WI                                                  	µSA	12660		55111: Sauk County, WI
Barre, VT                                                    	µSA	12740		50023: Washington County, VT
Bartlesville, OK                                             	µSA	12780		40147: Washington County, OK
Bastrop, LA                                                  	µSA	12820		22067: Morehouse Parish, LA
Batavia, NY                                                  	µSA	12860		36037: Genesee County, NY
Batesville, AR                                               	µSA	12900		05063: Independence County, AR
Bay City, TX                                                 	µSA	13060		48321: Matagorda County, TX
Beatrice, NE                                                 	µSA	13100		31067: Gage County, NE
Beaver Dam, WI                                               	µSA	13180		55027: Dodge County, WI
Beckley, WV                                                  	µSA	13220		54081: Raleigh County, WV
Bedford, IN                                                  	µSA	13260		18093: Lawrence County, IN
Beeville, TX                                                 	µSA	13300		48025: Bee County, TX
Bellefontaine, OH                                            	µSA	13340		39091: Logan County, OH
Bemidji, MN                                                  	µSA	13420		27007: Beltrami County, MN
Bennettsville, SC                                            	µSA	13500		45069: Marlboro County, SC
Bennington, VT                                               	µSA	13540		50003: Bennington County, VT
Berlin, NH-VT                                                	µSA	13620		33007: Coos County, NH | 50009: Essex County, VT
Big Rapids, MI                                               	µSA	13660		26107: Mecosta County, MI
Big Spring, TX                                               	µSA	13700		48227: Howard County, TX
Bishop, CA                                                   	µSA	13860		06027: Inyo County, CA
Blackfoot, ID                                                	µSA	13940		16011: Bingham County, ID
Bloomsburg-Berwick, PA                                       	µSA	14100		42037: Columbia County, PA | 42093: Montour County, PA
Bluefield, WV-VA                                             	µSA	14140		51185: Tazewell County, VA | 54055: Mercer County, WV
Blytheville, AR                                              	µSA	14180		05093: Mississippi County, AR
Bogalusa, LA                                                 	µSA	14220		22117: Washington Parish, LA
Bonham, TX                                                   	µSA	14300		48147: Fannin County, TX
Boone, IA                                                    	µSA	14340		19015: Boone County, IA
Boone, NC                                                    	µSA	14380		37189: Watauga County, NC
Borger, TX                                                   	µSA	14420		48233: Hutchinson County, TX
Bozeman, MT                                                  	µSA	14580		30031: Gallatin County, MT
Bradford, PA                                                 	µSA	14620		42083: McKean County, PA
Brainerd, MN                                                 	µSA	14660		27021: Cass County, MN | 27035: Crow Wing County, MN
Branson, MO                                                  	µSA	14700		29209: Stone County, MO | 29213: Taney County, MO
Brenham, TX                                                  	µSA	14780		48477: Washington County, TX
Brevard, NC                                                  	µSA	14820		37175: Transylvania County, NC
Brigham City, UT                                             	µSA	14940		49003: Box Elder County, UT
Brookhaven, MS                                               	µSA	15020		28085: Lincoln County, MS
Brookings, OR                                                	µSA	15060		41015: Curry County, OR
Brookings, SD                                                	µSA	15100		46011: Brookings County, SD
Brownsville, TN                                              	µSA	15140		47075: Haywood County, TN
Brownwood, TX                                                	µSA	15220		48049: Brown County, TX
Bucyrus, OH                                                  	µSA	15340		39033: Crawford County, OH
Burley, ID                                                   	µSA	15420		16031: Cassia County, ID | 16067: Minidoka County, ID
Burlington, IA-IL                                            	µSA	15460		17071: Henderson County, IL | 19057: Des Moines County, IA
Butte-Silver Bow, MT                                         	µSA	15580		30093: Silver Bow County, MT
Cadillac, MI                                                 	µSA	15620		26113: Missaukee County, MI | 26165: Wexford County, MI
Calhoun, GA                                                  	µSA	15660		13129: Gordon County, GA
Cambridge, MD                                                	µSA	15700		24019: Dorchester County, MD
Cambridge, OH                                                	µSA	15740		39059: Guernsey County, OH
Camden, AR                                                   	µSA	15780		05013: Calhoun County, AR | 05103: Ouachita County, AR
Campbellsville, KY                                           	µSA	15820		21217: Taylor County, KY
Cañon City, CO                                               	µSA	15860		08043: Fremont County, CO
Canton, IL                                                   	µSA	15900		17057: Fulton County, IL
Carbondale, IL                                               	µSA	16060		17077: Jackson County, IL
Carlsbad-Artesia, NM                                         	µSA	16100		35015: Eddy County, NM
Cedar City, UT                                               	µSA	16260		49021: Iron County, UT
Cedartown, GA                                                	µSA	16340		13233: Polk County, GA
Celina, OH                                                   	µSA	16380		39107: Mercer County, OH
Central City, KY                                             	µSA	16420		21177: Muhlenberg County, KY
Centralia, IL                                                	µSA	16460		17121: Marion County, IL
Centralia, WA                                                	µSA	16500		53041: Lewis County, WA
Chambersburg, PA                                             	µSA	16540		42055: Franklin County, PA
Charleston-Mattoon, IL                                       	µSA	16660		17029: Coles County, IL | 17035: Cumberland County, IL
Chester, SC                                                  	µSA	16900		45023: Chester County, SC
Chillicothe, OH                                              	µSA	17060		39141: Ross County, OH
Claremont, NH                                                	µSA	17200		33019: Sullivan County, NH
Clarksburg, WV                                               	µSA	17220		54017: Doddridge County, WV | 54033: Harrison County, WV | 54091: Taylor County, WV
Clarksdale, MS                                               	µSA	17260		28027: Coahoma County, MS
Clearlake, CA                                                	µSA	17340		06033: Lake County, CA
Cleveland, MS                                                	µSA	17380		28011: Bolivar County, MS
Clewiston, FL                                                	µSA	17500		12051: Hendry County, FL
Clinton, IA                                                  	µSA	17540		19045: Clinton County, IA
Clovis, NM                                                   	µSA	17580		35009: Curry County, NM
Coamo, PR                                                    	µSA	17620		72043: Coamo Municipio, PR | 72123: Salinas Municipio, PR
Coffeyville, KS                                              	µSA	17700		20125: Montgomery County, KS
Coldwater, MI                                                	µSA	17740		26023: Branch County, MI
Columbia, TN                                                 	µSA	17940		47119: Maury County, TN
Columbus, MS                                                 	µSA	18060		28087: Lowndes County, MS
Columbus, NE                                                 	µSA	18100		31141: Platte County, NE
Concord, NH                                                  	µSA	18180		33013: Merrimack County, NH
Connersville, IN                                             	µSA	18220		18041: Fayette County, IN
Cookeville, TN                                               	µSA	18260		47087: Jackson County, TN | 47133: Overton County, TN | 47141: Putnam County, TN
Coos Bay, OR                                                 	µSA	18300		41011: Coos County, OR
Corbin, KY                                                   	µSA	18340		21235: Whitley County, KY
Cordele, GA                                                  	µSA	18380		13081: Crisp County, GA
Corinth, MS                                                  	µSA	18420		28003: Alcorn County, MS
Cornelia, GA                                                 	µSA	18460		13137: Habersham County, GA
