Name                                                     	Type	   id	Parent	Children
Champaign-Urbana, IL                                         	MSA	16580		17019: Champaign County, IL | 17053: Ford County, IL | 17147: Piatt County, IL
Charleston, WV                                               	MSA	16620		54005: Boone County, WV | 54015: Clay County, WV | 54039: Kanawha County, WV | 54043: Lincoln County, WV | 54079: Putnam County, WV
Charleston-North Charleston-Summerville, SC                  	MSA	16700		45015: Berkeley County, SC | 45019: Charleston County, SC | 45035: Dorchester County, SC
Charlotte-Gastonia-Rock Hill, NC-SC                          	MSA	16740		37007: Anson County, NC | 37025: Cabarrus County, NC | 37071: Gaston County, NC | 37119: Mecklenburg County, NC | 37179: Union County, NC | 45091: York County, SC
Charlottesville, VA                                          	MSA	16820		51003: Albemarle County, VA | 51065: Fluvanna County, VA | 51079: Greene County, VA | 51125: Nelson County, VA | 51540: Charlottesville city, VA
Chattanooga, TN-GA                                           	MSA	16860		13047: Catoosa County, GA | 13083: Dade County, GA | 13295: Walker County, GA | 47065: Hamilton County, TN | 47115: Marion County, TN | 47153: Sequatchie County, TN
Cheyenne, WY                                                 	MSA	16940		56021: Laramie County, WY
Chicago-Joliet-Naperville, IL-IN-WI                          	MSA	16980		! 16974: Chicago-Joliet-Naperville, IL MDIV                                                         	| 16974.17031: Cook County, IL | 16974.17037: DeKalb County, IL | 16974.17043: DuPage County, IL | 16974.17063: Grundy County, IL | 16974.17089: Kane County, IL | 16974.17093: Kendall County, IL | 16974.17111: McHenry County, IL | 16974.17197: Will County, IL	! 23844: Gary, IN MDIV	| 23844.18073: Jasper County, IN | 23844.18089: Lake County, IN | 23844.18111: Newton County, IN | 23844.18127: Porter County, IN	! 29404: Lake County-Kenosha County, IL-WI MDIV	| 29404.17097: Lake County, IL | 29404.55059: Kenosha County, WI
Chico, CA                                                    	MSA	17020		06007: Butte County, CA
Cincinnati-Middletown, OH-KY-IN                              	MSA	17140		18029: Dearborn County, IN | 18047: Franklin County, IN | 18115: Ohio County, IN | 21015: Boone County, KY | 21023: Bracken County, KY | 21037: Campbell County, KY | 21077: Gallatin County, KY | 21081: Grant County, KY | 21117: Kenton County, KY | 21191: Pendleton County, KY | 39015: Brown County, OH | 39017: Butler County, OH | 39025: Clermont County, OH | 39061: Hamilton County, OH | 39165: Warren County, OH
Clarksville, TN-KY                                           	MSA	17300		21047: Christian County, KY | 21221: Trigg County, KY | 47125: Montgomery County, TN | 47161: Stewart County, TN
Cleveland, TN                                                	MSA	17420		47011: Bradley County, TN | 47139: Polk County, TN
Cleveland-Elyria-Mentor, OH                                  	MSA	17460		39035: Cuyahoga County, OH | 39055: Geauga County, OH | 39085: Lake County, OH | 39093: Lorain County, OH | 39103: Medina County, OH
Coeur d'Alene, ID                                            	MSA	17660		16055: Kootenai County, ID
College Station-Bryan, TX                                    	MSA	17780		48041: Brazos County, TX | 48051: Burleson County, TX | 48395: Robertson County, TX
Colorado Springs, CO                                         	MSA	17820		08041: El Paso County, CO | 08119: Teller County, CO
Columbia, MO                                                 	MSA	17860		29019: Boone County, MO | 29089: Howard County, MO
Columbia, SC                                                 	MSA	17900		45017: Calhoun County, SC | 45039: Fairfield County, SC | 45055: Kershaw County, SC | 45063: Lexington County, SC | 45079: Richland County, SC | 45081: Saluda County, SC
Columbus, GA-AL                                              	MSA	17980		01113: Russell County, AL | 13053: Chattahoochee County, GA | 13145: Harris County, GA | 13197: Marion County, GA | 13215: Muscogee County, GA
Columbus, IN                                                 	MSA	18020		18005: Bartholomew County, IN
Columbus, OH                                                 	MSA	18140		39041: Delaware County, OH | 39045: Fairfield County, OH | 39049: Franklin County, OH | 39089: Licking County, OH | 39097: Madison County, OH | 39117: Morrow County, OH | 39129: Pickaway County, OH | 39159: Union County, OH
Corpus Christi, TX                                           	MSA	18580		48007: Aransas County, TX | 48355: Nueces County, TX | 48409: San Patricio County, TX
Corvallis, OR                                                	MSA	18700		41003: Benton County, OR
Crestview-Fort Walton Beach-Destin, FL                       	MSA	18880		12091: Okaloosa County, FL
Cumberland, MD-WV                                            	MSA	19060		24001: Allegany County, MD | 54057: Mineral County, WV
Dallas-Fort Worth-Arlington, TX                              	MSA	19100		! 19124: Dallas-Plano-Irving, TX MDIV                                                               	| 19124.48085: Collin County, TX | 19124.48113: Dallas County, TX | 19124.48119: Delta County, TX | 19124.48121: Denton County, TX | 19124.48139: Ellis County, TX | 19124.48231: Hunt County, TX | 19124.48257: Kaufman County, TX | 19124.48397: Rockwall County, TX	! 23104: Fort Worth-Arlington, TX MDIV	| 23104.48251: Johnson County, TX | 23104.48367: Parker County, TX | 23104.48439: Tarrant County, TX | 23104.48497: Wise County, TX
Dalton, GA                                                   	MSA	19140		13213: Murray County, GA | 13313: Whitfield County, GA
Danville, IL                                                 	MSA	19180		17183: Vermilion County, IL
Danville, VA                                                 	MSA	19260		51143: Pittsylvania County, VA | 51590: Danville city, VA
Davenport-Moline-Rock Island, IA-IL                          	MSA	19340		17073: Henry County, IL | 17131: Mercer County, IL | 17161: Rock Island County, IL | 19163: Scott County, IA
Dayton, OH                                                   	MSA	19380		39057: Greene County, OH | 39109: Miami County, OH | 39113: Montgomery County, OH | 39135: Preble County, OH
Decatur, AL                                                  	MSA	19460		01079: Lawrence County, AL | 01103: Morgan County, AL
Decatur, IL                                                  	MSA	19500		17115: Macon County, IL
Deltona-Daytona Beach-Ormond Beach, FL                       	MSA	19660		12127: Volusia County, FL
Denver-Aurora-Broomfield, CO                                 	MSA	19740		08001: Adams County, CO | 08005: Arapahoe County, CO | 08014: Broomfield County, CO | 08019: Clear Creek County, CO | 08031: Denver County, CO | 08035: Douglas County, CO | 08039: Elbert County, CO | 08047: Gilpin County, CO | 08059: Jefferson County, CO | 08093: Park County, CO
Des Moines-West Des Moines, IA                               	MSA	19780		19049: Dallas County, IA | 19077: Guthrie County, IA | 19121: Madison County, IA | 19153: Polk County, IA | 19181: Warren County, IA
Detroit-Warren-Livonia, MI                                   	MSA	19820		! 19804: Detroit-Livonia-Dearborn, MI MDIV                                                          	| 19804.26163: Wayne County, MI	! 47644: Warren-Troy-Farmington Hills, MI MDIV	| 47644.26087: Lapeer County, MI | 47644.26093: Livingston County, MI | 47644.26099: Macomb County, MI | 47644.26125: Oakland County, MI | 47644.26147: St. Clair County, MI
Dothan, AL                                                   	MSA	20020		01061: Geneva County, AL | 01067: Henry County, AL | 01069: Houston County, AL
Dover, DE                                                    	MSA	20100		10001: Kent County, DE
Dubuque, IA                                                  	MSA	20220		19061: Dubuque County, IA
Duluth, MN-WI                                                	MSA	20260		27017: Carlton County, MN | 27137: St. Louis County, MN | 55031: Douglas County, WI
Durham-Chapel Hill, NC                                       	MSA	20500		37037: Chatham County, NC | 37063: Durham County, NC | 37135: Orange County, NC | 37145: Person County, NC
Eau Claire, WI                                               	MSA	20740		55017: Chippewa County, WI | 55035: Eau Claire County, WI
El Centro, CA                                                	MSA	20940		06025: Imperial County, CA
El Paso, TX                                                  	MSA	21340		48141: El Paso County, TX
Elizabethtown, KY                                            	MSA	21060		21093: Hardin County, KY | 21123: Larue County, KY
Elkhart-Goshen, IN                                           	MSA	21140		18039: Elkhart County, IN
Elmira, NY                                                   	MSA	21300		36015: Chemung County, NY
Erie, PA                                                     	MSA	21500		42049: Erie County, PA
Eugene-Springfield, OR                                       	MSA	21660		41039: Lane County, OR
Evansville, IN-KY                                            	MSA	21780		18051: Gibson County, IN | 18129: Posey County, IN | 18163: Vanderburgh County, IN | 18173: Warrick County, IN | 21101: Henderson County, KY | 21233: Webster County, KY
Fairbanks, AK                                                	MSA	21820		02090: Fairbanks North Star Borough, AK
Fajardo, PR                                                  	MSA	21940		72037: Ceiba Municipio, PR | 72053: Fajardo Municipio, PR | 72089: Luquillo Municipio, PR
Fargo, ND-MN                                                 	MSA	22020		27027: Clay County, MN | 38017: Cass County, ND
Farmington, NM                                               	MSA	22140		35045: San Juan County, NM
Fayetteville, NC                                             	MSA	22180		37051: Cumberland County, NC | 37093: Hoke County, NC
Fayetteville-Springdale-Rogers, AR-MO                        	MSA	22220		05007: Benton County, AR | 05087: Madison County, AR | 05143: Washington County, AR | 29119: McDonald County, MO
Flagstaff, AZ                                                	MSA	22380		04005: Coconino County, AZ
Flint, MI                                                    	MSA	22420		26049: Genesee County, MI
Florence, SC                                                 	MSA	22500		45031: Darlington County, SC | 45041: Florence County, SC
Florence-Muscle Shoals, AL                                   	MSA	22520		01033: Colbert County, AL | 01077: Lauderdale County, AL
Fond du Lac, WI                                              	MSA	22540		55039: Fond du Lac County, WI
Fort Collins-Loveland, CO                                    	MSA	22660		08069: Larimer County, CO
Fort Smith, AR-OK                                            	MSA	22900		05033: Crawford County, AR | 05047: Franklin County, AR | 05131: Sebastian County, AR | 40079: Le Flore County, OK | 40135: Sequoyah County, OK
Fort Wayne, IN                                               	MSA	23060		18003: Allen County, IN | 18179: Wells County, IN | 18183: Whitley County, IN
Fresno, CA                                                   	MSA	23420		06019: Fresno County, CA
Gadsden, AL                                                  	MSA	23460		01055: Etowah County, AL
Gainesville, FL                                              	MSA	23540		12001: Alachua County, FL | 12041: Gilchrist County, FL
Gainesville, GA                                              	MSA	23580		13139: Hall County, GA
Glens Falls, NY                                              	MSA	24020		36113: Warren County, NY | 36115: Washington County, NY
Goldsboro, NC                                                	MSA	24140		37191: Wayne County, NC
Grand Forks, ND-MN                                           	MSA	24220		27119: Polk County, MN | 38035: Grand Forks County, ND
Grand Junction, CO                                           	MSA	24300		08077: Mesa County, CO
Grand Rapids-Wyoming, MI                                     	MSA	24340		26015: Barry County, MI | 26067: Ionia County, MI | 26081: Kent County, MI | 26123: Newaygo County, MI
Great Falls, MT                                              	MSA	24500		30013: Cascade County, MT
Greeley, CO                                                  	MSA	24540		08123: Weld County, CO
Green Bay, WI                                                	MSA	24580		55009: Brown County, WI | 55061: Kewaunee County, WI | 55083: Oconto County, WI
Greensboro-High Point, NC                                    	MSA	24660		37081: Guilford County, NC | 37151: Randolph County, NC | 37157: Rockingham County, NC
Greenville, NC                                               	MSA	24780		37079: Greene County, NC | 37147: Pitt County, NC
Greenville-Mauldin-Easley, SC                                	MSA	24860		45045: Greenville County, SC | 45059: Laurens County, SC | 45077: Pickens County, SC
Guayama, PR                                                  	MSA	25020		72015: Arroyo Municipio, PR | 72057: Guayama Municipio, PR | 72109: Patillas Municipio, PR
Gulfport-Biloxi, MS                                          	MSA	25060		28045: Hancock County, MS | 28047: Harrison County, MS | 28131: Stone County, MS
Hagerstown-Martinsburg, MD-WV                                	MSA	25180		24043: Washington County, MD | 54003: Berkeley County, WV | 54065: Morgan County, WV
Hanford-Corcoran, CA                                         	MSA	25260		06031: Kings County, CA
Harrisburg-Carlisle, PA                                      	MSA	25420		42041: Cumberland County, PA | 42043: Dauphin County, PA | 42099: Perry County, PA
Harrisonburg, VA                                             	MSA	25500		51165: Rockingham County, VA | 51660: Harrisonburg city, VA
Hartford-West Hartford-East Hartford, CT                     	MSA	25540		09003: Hartford County, CT | 09007: Middlesex County, CT | 09013: Tolland County, CT
Hattiesburg, MS                                              	MSA	25620		28035: Forrest County, MS | 28073: Lamar County, MS | 28111: Perry County, MS
Hickory-Lenoir-Morganton, NC                                 	MSA	25860		37003: Alexander County, NC | 37023: Burke County, NC | 37027: Caldwell County, NC | 37035: Catawba County, NC
Hinesville-Fort Stewart, GA                                  	MSA	25980		13179: Liberty County, GA | 13183: Long County, GA
Holland-Grand Haven, MI                                      	MSA	26100		26139: Ottawa County, MI
Honolulu, HI                                                 	MSA	26180		15003: Honolulu County, HI
Hot Springs, AR                                              	MSA	26300		05051: Garland County, AR
Houma-Bayou Cane-Thibodaux, LA                               	MSA	26380		22057: Lafourche Parish, LA | 22109: Terrebonne Parish, LA
Houston-Sugar Land-Baytown, TX                               	MSA	26420		48015: Austin County, TX | 48039: Brazoria County, TX | 48071: Chambers County, TX | 48157: Fort Bend County, TX | 48167: Galveston County, TX | 48201: Harris County, TX | 48291: Liberty County, TX | 48339: Montgomery County, TX | 48407: San Jacinto County, TX | 48473: Waller County, TX
Huntington-Ashland, WV-KY-OH                                 	MSA	26580		21019: Boyd County, KY | 21089: Greenup County, KY | 39087: Lawrence County, OH | 54011: Cabell County, WV | 54099: Wayne County, WV
Huntsville, AL                                               	MSA	26620		01083: Limestone County, AL | 01089: Madison County, AL
Idaho Falls, ID                                              	MSA	26820		16019: Bonneville County, ID | 16051: Jefferson County, ID
Indianapolis-Carmel, IN                                      	MSA	26900		18011: Boone County, IN | 18013: Brown County, IN | 18057: Hamilton County, IN | 18059: Hancock County, IN | 18063: Hendricks County, IN | 18081: Johnson County, IN | 18097: Marion County, IN | 18109: Morgan County, IN | 18133: Putnam County, IN | 18145: Shelby County, IN
Iowa City, IA                                                	MSA	26980		19103: Johnson County, IA | 19183: Washington County, IA
Ithaca, NY                                                   	MSA	27060		36109: Tompkins County, NY
Jackson, MI                                                  	MSA	27100		26075: Jackson County, MI
Jackson, MS                                                  	MSA	27140		28029: Copiah County, MS | 28049: Hinds County, MS | 28089: Madison County, MS | 28121: Rankin County, MS | 28127: Simpson County, MS
Jackson, TN                                                  	MSA	27180		47023: Chester County, TN | 47113: Madison County, TN
Jacksonville, FL                                             	MSA	27260		12003: Baker County, FL | 12019: Clay County, FL | 12031: Duval County, FL | 12089: Nassau County, FL | 12109: St. Johns County, FL
Jacksonville, NC                                             	MSA	27340		37133: Onslow County, NC
Janesville, WI                                               	MSA	27500		55105: Rock County, WI
Jefferson City, MO                                           	MSA	27620		29027: Callaway County, MO | 29051: Cole County, MO | 29135: Moniteau County, MO | 29151: Osage County, MO
Johnson City, TN                                             	MSA	27740		47019: Carter County, TN | 47171: Unicoi County, TN | 47179: Washington County, TN
Johnstown, PA                                                	MSA	27780		42021: Cambria County, PA
Jonesboro, AR                                                	MSA	27860		05031: Craighead County, AR | 05111: Poinsett County, AR
Joplin, MO                                                   	MSA	27900		29097: Jasper County, MO | 29145: Newton County, MO
Kalamazoo-Portage, MI                                        	MSA	28020		26077: Kalamazoo County, MI | 26159: Van Buren County, MI
Kankakee-Bradley, IL                                         	MSA	28100		17091: Kankakee County, IL
Kansas City, MO-KS                                           	MSA	28140		20059: Franklin County, KS | 20091: Johnson County, KS | 20103: Leavenworth County, KS | 20107: Linn County, KS | 20121: Miami County, KS | 20209: Wyandotte County, KS | 29013: Bates County, MO | 29025: Caldwell County, MO | 29037: Cass County, MO | 29047: Clay County, MO | 29049: Clinton County, MO | 29095: Jackson County, MO | 29107: Lafayette County, MO | 29165: Platte County, MO | 29177: Ray County, MO
Kennewick-Pasco-Richland, WA                                 	MSA	28420		53005: Benton County, WA | 53021: Franklin County, WA
Killeen-Temple-Fort Hood, TX                                 	MSA	28660		48027: Bell County, TX | 48099: Coryell County, TX | 48281: Lampasas County, TX
Kingsport-Bristol-Bristol, TN-VA                             	MSA	28700		47073: Hawkins County, TN | 47163: Sullivan County, TN | 51169: Scott County, VA | 51191: Washington County, VA | 51520: Bristol city, VA
Kingston, NY                                                 	MSA	28740		36111: Ulster County, NY
Knoxville, TN                                                	MSA	28940		47001: Anderson County, TN | 47009: Blount County, TN | 47093: Knox County, TN | 47105: Loudon County, TN | 47173: Union County, TN
Kokomo, IN                                                   	MSA	29020		18067: Howard County, IN | 18159: Tipton County, IN
La Crosse, WI-MN                                             	MSA	29100		27055: Houston County, MN | 55063: La Crosse County, WI
Lafayette, IN                                                	MSA	29140		18007: Benton County, IN | 18015: Carroll County, IN | 18157: Tippecanoe County, IN
Lafayette, LA                                                	MSA	29180		22055: Lafayette Parish, LA | 22099: St. Martin Parish, LA
Lake Charles, LA                                             	MSA	29340		22019: Calcasieu Parish, LA | 22023: Cameron Parish, LA
Lake Havasu City-Kingman, AZ                                 	MSA	29420		04015: Mohave County, AZ
Lakeland-Winter Haven, FL                                    	MSA	29460		12105: Polk County, FL
Lancaster, PA                                                	MSA	29540		42071: Lancaster County, PA
Lansing-East Lansing, MI                                     	MSA	29620		26037: Clinton County, MI | 26045: Eaton County, MI | 26065: Ingham County, MI
Laredo, TX                                                   	MSA	29700		48479: Webb County, TX
Las Cruces, NM                                               	MSA	29740		35013: Dona Ana County, NM
Las Vegas-Paradise, NV                                       	MSA	29820		32003: Clark County, NV
Lawrence, KS                                                 	MSA	29940		20045: Douglas County, KS
Lawton, OK                                                   	MSA	30020		40031: Comanche County, OK
Lebanon, PA                                                  	MSA	30140		42075: Lebanon County, PA
Lewiston, ID-WA                                              	MSA	30300		16069: Nez Perce County, ID | 53003: Asotin County, WA
Lewiston-Auburn, ME                                          	MSA	30340		23001: Androscoggin County, ME
Lexington-Fayette, KY                                        	MSA	30460		21017: Bourbon County, KY | 21049: Clark County, KY | 21067: Fayette County, KY | 21113: Jessamine County, KY | 21209: Scott County, KY | 21239: Woodford County, KY
Lima, OH                                                     	MSA	30620		39003: Allen County, OH
Lincoln, NE                                                  	MSA	30700		31109: Lancaster County, NE | 31159: Seward County, NE
Little Rock-North Little Rock-Conway, AR                     	MSA	30780		05045: Faulkner County, AR | 05053: Grant County, AR | 05085: Lonoke County, AR | 05105: Perry County, AR | 05119: Pulaski County, AR | 05125: Saline County, AR
Logan, UT-ID                                                 	MSA	30860		16041: Franklin County, ID | 49005: Cache County, UT
Longview, TX                                                 	MSA	30980		48183: Gregg County, TX | 48401: Rusk County, TX | 48459: Upshur County, TX
Longview, WA                                                 	MSA	31020		53015: Cowlitz County, WA
Los Angeles-Long Beach-Santa Ana, CA                         	MSA	31100		! 31084: Los Angeles-Long Beach-Glendale, CA MDIV                                                   	| 31084.06037: Los Angeles County, CA	! 42044: Santa Ana-Anaheim-Irvine, CA MDIV	| 42044.06059: Orange County, CA
Louisville/Jefferson County, KY-IN                           	MSA	31140		18019: Clark County, IN | 18043: Floyd County, IN | 18061: Harrison County, IN | 18175: Washington County, IN | 21029: Bullitt County, KY | 21103: Henry County, KY | 21111: Jefferson County, KY | 21163: Meade County, KY | 21179: Nelson County, KY | 21185: Oldham County, KY | 21211: Shelby County, KY | 21215: Spencer County, KY | 21223: Trimble County, KY
Lubbock, TX                                                  	MSA	31180		48107: Crosby County, TX | 48303: Lubbock County, TX
Lynchburg, VA                                                	MSA	31340		51009: Amherst County, VA | 51011: Appomattox County, VA | 51019: Bedford County, VA | 51031: Campbell County, VA | 51515: Bedford city, VA | 51680: Lynchburg city, VA
Macon, GA                                                    	MSA	31420		13021: Bibb County, GA | 13079: Crawford County, GA | 13169: Jones County, GA | 13207: Monroe County, GA | 13289: Twiggs County, GA
Madera-Chowchilla, CA                                        	MSA	31460		06039: Madera County, CA
Madison, WI                                                  	MSA	31540		55021: Columbia County, WI | 55025: Dane County, WI | 55049: Iowa County, WI
Manchester-Nashua, NH                                        	MSA	31700		33011: Hillsborough County, NH
Manhattan, KS                                                	MSA	31740		20061: Geary County, KS | 20149: Pottawatomie County, KS | 20161: Riley County, KS
Mankato-North Mankato, MN                                    	MSA	31860		27013: Blue Earth County, MN | 27103: Nicollet County, MN
Mansfield, OH                                                	MSA	31900		39139: Richland County, OH
Mayagüez, PR                                                 	MSA	32420		72067: Hormigueros Municipio, PR | 72097: Mayagüez Municipio, PR
McAllen-Edinburg-Mission, TX                                 	MSA	32580		48215: Hidalgo County, TX
Medford, OR                                                  	MSA	32780		41029: Jackson County, OR
Memphis, TN-MS-AR                                            	MSA	32820		05035: Crittenden County, AR | 28033: DeSoto County, MS | 28093: Marshall County, MS | 28137: Tate County, MS | 28143: Tunica County, MS | 47047: Fayette County, TN | 47157: Shelby County, TN | 47167: Tipton County, TN
Merced, CA                                                   	MSA	32900		06047: Merced County, CA
Miami-Fort Lauderdale-Pompano Beach, FL                      	MSA	33100		! 22744: Fort Lauderdale-Pompano Beach-Deerfield Beach, FL MDIV                                     	| 22744.12011: Broward County, FL	! 33124: Miami-Miami Beach-Kendall, FL MDIV	| 33124.12086: Miami-Dade County, FL	! 48424: West Palm Beach-Boca Raton-Boynton Beach, FL MDIV	| 48424.12099: Palm Beach County, FL
Michigan City-La Porte, IN                                   	MSA	33140		18091: LaPorte County, IN
Midland, TX                                                  	MSA	33260		48329: Midland County, TX
Milwaukee-Waukesha-West Allis, WI                            	MSA	33340		55079: Milwaukee County, WI | 55089: Ozaukee County, WI | 55131: Washington County, WI | 55133: Waukesha County, WI
Minneapolis-St. Paul-Bloomington, MN-WI                      	MSA	33460		27003: Anoka County, MN | 27019: Carver County, MN | 27025: Chisago County, MN | 27037: Dakota County, MN | 27053: Hennepin County, MN | 27059: Isanti County, MN | 27123: Ramsey County, MN | 27139: Scott County, MN | 27141: Sherburne County, MN | 27163: Washington County, MN | 27171: Wright County, MN | 55093: Pierce County, WI | 55109: St. Croix County, WI
Missoula, MT                                                 	MSA	33540		30063: Missoula County, MT
Mobile, AL                                                   	MSA	33660		01097: Mobile County, AL
Modesto, CA                                                  	MSA	33700		06099: Stanislaus County, CA
Monroe, LA                                                   	MSA	33740		22073: Ouachita Parish, LA | 22111: Union Parish, LA
Monroe, MI                                                   	MSA	33780		26115: Monroe County, MI
Montgomery, AL                                               	MSA	33860		01001: Autauga County, AL | 01051: Elmore County, AL | 01085: Lowndes County, AL | 01101: Montgomery County, AL
Morgantown, WV                                               	MSA	34060		54061: Monongalia County, WV | 54077: Preston County, WV
Morristown, TN                                               	MSA	34100		47057: Grainger County, TN | 47063: Hamblen County, TN | 47089: Jefferson County, TN
Mount Vernon-Anacortes, WA                                   	MSA	34580		53057: Skagit County, WA
Muncie, IN                                                   	MSA	34620		18035: Delaware County, IN
Muskegon-Norton Shores, MI                                   	MSA	34740		26121: Muskegon County, MI
Myrtle Beach-North Myrtle Beach-Conway, SC                   	MSA	34820		45051: Horry County, SC
Napa, CA                                                     	MSA	34900		06055: Napa County, CA
Naples-Marco Island, FL                                      	MSA	34940		12021: Collier County, FL
Nashville+Davidson-Murfreesboro-Franklin, TN               	MSA	34980		47015: Cannon County, TN | 47021: Cheatham County, TN | 47037: Davidson County, TN | 47043: Dickson County, TN | 47081: Hickman County, TN | 47111: Macon County, TN | 47147: Robertson County, TN | 47149: Rutherford County, TN | 47159: Smith County, TN | 47165: Sumner County, TN | 47169: Trousdale County, TN | 47187: Williamson County, TN | 47189: Wilson County, TN
New Haven-Milford, CT                                        	MSA	35300		09009: New Haven County, CT
New Orleans-Metairie-Kenner, LA                              	MSA	35380		22051: Jefferson Parish, LA | 22071: Orleans Parish, LA | 22075: Plaquemines Parish, LA | 22087: St. Bernard Parish, LA | 22089: St. Charles Parish, LA | 22095: St. John the Baptist Parish, LA | 22103: St. Tammany Parish, LA
New York-Northern New Jersey-Long Island, NY-NJ-PA           	MSA	35620		! 20764: Edison-New Brunswick, NJ MDIV                                                              	| 20764.34023: Middlesex County, NJ | 20764.34025: Monmouth County, NJ | 20764.34029: Ocean County, NJ | 20764.34035: Somerset County, NJ	! 35004: Nassau-Suffolk, NY MDIV	| 35004.36059: Nassau County, NY | 35004.36103: Suffolk County, NY	! 35644: New York-White Plains-Wayne, NY-NJ MDIV	| 35644.34003: Bergen County, NJ | 35644.34017: Hudson County, NJ | 35644.34031: Passaic County, NJ | 35644.36005: Bronx County, NY | 35644.36047: Kings County, NY | 35644.36061: New York County, NY | 35644.36079: Putnam County, NY | 35644.36081: Queens County, NY | 35644.36085: Richmond County, NY | 35644.36087: Rockland County, NY | 35644.36119: Westchester County, NY	! 35084: Newark-Union, NJ-PA MDIV	| 35084.34013: Essex County, NJ | 35084.34019: Hunterdon County, NJ | 35084.34027: Morris County, NJ | 35084.34037: Sussex County, NJ | 35084.34039: Union County, NJ | 35084.42103: Pike County, PA
Niles-Benton Harbor, MI                                      	MSA	35660		26021: Berrien County, MI
North Port-Bradenton-Sarasota, FL                            	MSA	35840		12081: Manatee County, FL | 12115: Sarasota County, FL
Norwich-New London, CT                                       	MSA	35980		09011: New London County, CT
Ocala, FL                                                    	MSA	36100		12083: Marion County, FL
Ocean City, NJ                                               	MSA	36140		34009: Cape May County, NJ
Odessa, TX                                                   	MSA	36220		48135: Ector County, TX
Ogden-Clearfield, UT                                         	MSA	36260		49011: Davis County, UT | 49029: Morgan County, UT | 49057: Weber County, UT
Oklahoma City, OK                                            	MSA	36420		40017: Canadian County, OK | 40027: Cleveland County, OK | 40051: Grady County, OK | 40081: Lincoln County, OK | 40083: Logan County, OK | 40087: McClain County, OK | 40109: Oklahoma County, OK
Olympia, WA                                                  	MSA	36500		53067: Thurston County, WA
Omaha-Council Bluffs, NE-IA                                  	MSA	36540		19085: Harrison County, IA | 19129: Mills County, IA | 19155: Pottawattamie County, IA | 31025: Cass County, NE | 31055: Douglas County, NE | 31153: Sarpy County, NE | 31155: Saunders County, NE | 31177: Washington County, NE
Orlando-Kissimmee-Sanford, FL                                	MSA	36740		12069: Lake County, FL | 12095: Orange County, FL | 12097: Osceola County, FL | 12117: Seminole County, FL
Oshkosh-Neenah, WI                                           	MSA	36780		55139: Winnebago County, WI
Owensboro, KY                                                	MSA	36980		21059: Daviess County, KY | 21091: Hancock County, KY | 21149: McLean County, KY
Oxnard-Thousand Oaks-Ventura, CA                             	MSA	37100		06111: Ventura County, CA
Palm Bay-Melbourne-Titusville, FL                            	MSA	37340		12009: Brevard County, FL
Palm Coast, FL                                               	MSA	37380		12035: Flagler County, FL
Panama City-Lynn Haven-Panama City Beach, FL                 	MSA	37460		12005: Bay County, FL
Parkersburg-Marietta-Vienna, WV-OH                           	MSA	37620		39167: Washington County, OH | 54073: Pleasants County, WV | 54105: Wirt County, WV | 54107: Wood County, WV
Pascagoula, MS                                               	MSA	37700		28039: George County, MS | 28059: Jackson County, MS
Pensacola-Ferry Pass-Brent, FL                               	MSA	37860		12033: Escambia County, FL | 12113: Santa Rosa County, FL
Peoria, IL                                                   	MSA	37900		17123: Marshall County, IL | 17143: Peoria County, IL | 17175: Stark County, IL | 17179: Tazewell County, IL | 17203: Woodford County, IL
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD                  	MSA	37980		! 15804: Camden, NJ MDIV                                                                            	| 15804.34005: Burlington County, NJ | 15804.34007: Camden County, NJ | 15804.34015: Gloucester County, NJ	! 37964: Philadelphia, PA MDIV	| 37964.42017: Bucks County, PA | 37964.42029: Chester County, PA | 37964.42045: Delaware County, PA | 37964.42091: Montgomery County, PA | 37964.42101: Philadelphia County, PA	! 48864: Wilmington, DE-MD-NJ MDIV	| 48864.10003: New Castle County, DE | 48864.24015: Cecil County, MD | 48864.34033: Salem County, NJ
Phoenix-Mesa-Glendale, AZ                                    	MSA	38060		04013: Maricopa County, AZ | 04021: Pinal County, AZ
Pine Bluff, AR                                               	MSA	38220		05025: Cleveland County, AR | 05069: Jefferson County, AR | 05079: Lincoln County, AR
Pittsburgh, PA                                               	MSA	38300		42003: Allegheny County, PA | 42005: Armstrong County, PA | 42007: Beaver County, PA | 42019: Butler County, PA | 42051: Fayette County, PA | 42125: Washington County, PA | 42129: Westmoreland County, PA
Pittsfield, MA                                               	MSA	38340		25003: Berkshire County, MA
Pocatello, ID                                                	MSA	38540		16005: Bannock County, ID | 16077: Power County, ID
Ponce, PR                                                    	MSA	38660		72075: Juana Díaz Municipio, PR | 72113: Ponce Municipio, PR | 72149: Villalba Municipio, PR
Port St. Lucie, FL                                           	MSA	38940		12085: Martin County, FL | 12111: St. Lucie County, FL
Portland-South Portland-Biddeford, ME                        	MSA	38860		23005: Cumberland County, ME | 23023: Sagadahoc County, ME | 23031: York County, ME
Portland-Vancouver-Hillsboro, OR-WA                          	MSA	38900		41005: Clackamas County, OR | 41009: Columbia County, OR | 41051: Multnomah County, OR | 41067: Washington County, OR | 41071: Yamhill County, OR | 53011: Clark County, WA | 53059: Skamania County, WA
Poughkeepsie-Newburgh-Middletown, NY                         	MSA	39100		36027: Dutchess County, NY | 36071: Orange County, NY
