309	Carbondale-Marion, IL	MSA	126738	126575	0.13	
310	Farmington, NM	MSA	126503	130044	-2.72	
311	Altoona, PA	MSA	126314	127089	-0.61	
312	Jonesboro, AR	MSA	125633	121026	3.81	Jonesboro-Paragould, AR CSA
313	Hammond, LA	MSA	125412	121097	3.56	New Orleans-Metairie-Hammond, LA-MS CSA
314	Goldsboro, NC	MSA	124583	122623	1.60	
315	Beckley, WV	MSA	124432	124898	-0.37	
316	Bismarck, ND	MSA	123751	114778	7.82	
317	Sherman-Denison, TX	MSA	122353	120877	1.22	Dallas-Fort Worth, TX-OK CSA
318	Weirton-Steubenville, WV-OH	MSA	121992	124454	-1.98	Pittsburgh-New Castle-Weirton, PA-OH-WV CSA
319	Mansfield, OH	MSA	121773	124475	-2.17	Mansfield-Ashland-Bucyrus, OH CSA
320	Staunton-Waynesboro, VA	MSA	119525	118502	0.86	Harrisonburg-Staunton-Waynesboro, VA CSA
321	Watertown-Fort Drum, NY	MSA	119504	116229	2.82	
322	Mount Vernon-Anacortes, WA	MSA	118837	116901	1.66	Seattle-Tacoma, WA CSA
323	Albany, OR	MSA	118765	116672	1.79	Portland-Vancouver-Salem, OR-WA CSA
324	Cleveland, TN	MSA	118538	115788	2.38	Chattanooga-Cleveland-Dalton, TN-GA-AL CSA
325	Muncie, IN	MSA	117484	117671	-0.16	Indianapolis-Carmel-Muncie, IN CSA
326	Williamsport, PA	MSA	116754	116111	0.55	Williamsport-Lock Haven, PA CSA
327	Anniston-Oxford-Jacksonville, AL	MSA	116736	118572	-1.55	
328	San Angelo, TX	MSA	116566	111823	4.24	
329	Owensboro, KY	MSA	116401	114752	1.44	
330	Morristown, TN	MSA	115197	113951	1.09	Knoxville-Morristown-Sevierville, TN CSA
331	Sheboygan, WI	MSA	114922	115507	-0.51	
332	Lawrence, KS	MSA	114322	110826	3.15	Kansas City-Overland Park-Kansas City, MO-KS CSA
333	Brunswick, GA	MSA	113807	112370	1.28	
334	Wenatchee, WA	MSA	113438	110884	2.30	
335	Kankakee, IL	MSA	112120	113449	-1.17	Chicago-Naperville, IL-IN-WI CSA
336	Missoula, MT	MSA	111807	109299	2.29	
337	Michigan City-La Porte, IN	MSA	111281	111467	-0.17	Chicago-Naperville, IL-IN-WI CSA
338	California-Lexington Park, MD	MSA	109633	105151	4.26	Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA
339	Decatur, IL	MSA	109278	110768	-1.35	
340	Sumter, SC	MSA	108123	107456	0.62	
341	Lewiston-Auburn, ME	MSA	107604	107702	-0.09	Portland-Lewiston-South Portland, ME CSA
342	The Villages, FL	MSA	107056	93420	14.60	Orlando-Deltona-Daytona Beach, FL CSA
343	Bay City, MI	MSA	106832	107771	-0.87	Saginaw-Midland-Bay City, MI CSA
344	Lima, OH	MSA	105298	106331	-0.97	Lima-Van Wert-Celina, OH CSA
345	Gadsden, AL	MSA	103931	104430	-0.48	
346	Ithaca, NY	MSA	103617	101564	2.02	Ithaca-Cortland, NY CSA
347	Longview, WA	MSA	101860	102410	-0.54	Portland-Vancouver-Salem, OR-WA CSA
348	Fond du Lac, WI	MSA	101798	101633	0.16	
349	Gettysburg, PA	MSA	101546	101407	0.14	Harrisburg-York-Lebanon, PA CSA
350	Cumberland, MD-WV	MSA	101225	103299	-2.01	
351	Grand Forks, ND-MN	MSA	100748	98461	2.32	
352	Fairbanks, AK	MSA	100436	97581	2.93	
353	Mankato-North Mankato, MN	MSA	98560	96740	1.88	Mankato-New Ulm-North Mankato, MN CSA
354	Manhattan, KS	MSA	98085	92719	5.79	Manhattan-Junction City, KS CSA
355	Sebring, FL	MSA	97616	98786	-1.18	
356	Victoria, TX	MSA	97493	94003	3.71	Victoria-Port Lavaca, TX CSA
357	Cape Girardeau, MO-IL	MSA	97439	96275	1.21	Cape Girardeau-Sikeston, MO-IL CSA
358	Hot Springs, AR	MSA	97173	96024	1.20	Hot Springs-Malvern, AR CSA
359	Ocean City, NJ	MSA	95897	97265	-1.41	Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA
360	Rome, GA	MSA	95821	96317	-0.51	Rome-Summerville, GA CSA
361	Pine Bluff, AR	MSA	95815	100258	-4.43	Little Rock-North Little Rock, AR CSA
362	Cheyenne, WY	MSA	95809	91738	4.44	
363	Dubuque, IA	MSA	95697	93653	2.18	
364	Parkersburg-Vienna, WV	MSA	92470	92673	-0.22	Parkersburg-Marietta-Vienna, WV-OH CSA
365	Ames, IA	MSA	92406	89542	3.20	Des Moines-Ames-West Des Moines, IA CSA
366	Elmira, NY	MSA	88506	88830	-0.36	Elmira-Corning, NY CSA
367	Corvallis, OR	MSA	86591	85579	1.18	Portland-Vancouver-Salem, OR-WA CSA
368	Bloomsburg-Berwick, PA	MSA	85338	85562	-0.26	Bloomsburg-Berwick-Sunbury, PA CSA
369	Grand Island, NE	MSA	83989	81850	2.61	
370	Midland, MI	MSA	83919	83629	0.35	Saginaw-Midland-Bay City, MI CSA
371	Grants Pass, OR	MSA	83306	82713	0.72	Medford-Grants Pass, OR CSA
372	Pocatello, ID	MSA	83249	82839	0.49	
373	Kokomo, IN	MSA	82760	82752	0.01	Kokomo-Peru, IN CSA
374	Great Falls, MT	MSA	82384	81327	1.30	
375	Casper, WY	MSA	80973	75450	7.32	
376	Hinesville, GA	MSA	80759	77917	3.65	Savannah-Hinesville-Statesboro, GA CSA
377	Danville, IL	MSA	80329	81625	-1.59	
378	Columbus, IN	MSA	79587	76794	3.64	Indianapolis-Carmel-Muncie, IN CSA
379	Walla Walla, WA	MSA	63562	62859	1.12	
380	Lewiston, ID-WA	MSA	62025	60888	1.87	
381	Carson City, NV	MSA	54080	55274	-2.16	Reno-Carson City-Fernley, NV CSA
